@relation 'features-weka.filters.unsupervised.attribute.Remove-R22,25'

@attribute Gender {Male,Female,Unknown,Combo}
@attribute Polarity numeric
@attribute Subjectivity numeric
@attribute WordCount numeric
@attribute FleschReading numeric
@attribute OT numeric
@attribute NT numeric
@attribute BoM numeric
@attribute DC numeric
@attribute PoGP numeric
@attribute AllScriptureCount numeric
@attribute StoryNames numeric
@attribute TalkingSpeed numeric
@attribute AuthorityMentions numeric
@attribute WeToYouRatio numeric
@attribute WordQuantity numeric
@attribute FirstPersonPronoun numeric
@attribute PercentInItalics numeric
@attribute PercentInQuotes numeric
@attribute DaysElapsed numeric
@attribute NameSearchResults numeric
@attribute MonthGiven numeric
@attribute YearGiven numeric
@attribute PopularByAbsolute {y,n}

@data
Male,0.2,0.53,4127,5.99,2,13,3,9,0,18,7,2.410901,1,566.44,1187,70,0.118973,0,14087,42500,5,1979,n
Male,0.08,0.49,5314,4.43,4,3,8,2,1,17,12,1.870956,18,22.05,1649,114,0.140196,0,13079,42500,2,1982,y
Male,0.18,0.5,3688,6,0,2,3,7,0,8,4,2.350346,5,12.023,1192,79,0.02359,0,13581,42500,9,1980,n
Male,0.18,0.48,5651,6.39,0,1,3,0,1,11,12,0.5651,8,136.421,1565,122,0.185277,0,14724,42500,8,1977,n
Male,0.12,0.49,3240,5.22,0,0,6,0,0,8,8,0.324,4,2.25,1142,69,0.171296,0,11964,42500,2,1985,n
Male,0.12,0.46,5674,5.61,4,7,8,8,1,28,16,2.701178,9,2.579,1682,90,0.053225,0,8051,42500,11,1995,n
Male,0.19,0.56,4695,5.6,2,2,6,6,1,12,14,2.230401,17,36.911,1253,124,0.131416,0,15151,42500,6,1976,n
Male,0.11,0.49,4529,5.61,5,6,7,5,1,26,9,1.938466,6,5.97,1537,103,0.126297,0,12314,42500,3,1984,n
Male,0.12,0.47,5623,6,25,7,17,9,0,57,14,0.5623,6,42.582,1622,92,0.168238,0,9962,42500,8,1990,n
Female,0.11,0.45,5061,9.13,0,0,1,6,0,1,36,2.699741,3,40.5,1721,53,0.030429,0,7001,42500,9,1998,n
Female,0.21,0.51,4481,6.39,1,2,1,5,0,4,12,2.503158,8,5.083,1323,95,0.0578,0,3179,42500,3,2009,n
Female,0.26,0.55,4550,4.04,0,4,2,1,1,7,22,0.455,2,87.12,1244,101,0.138242,0.060659,13315,42500,6,1981,n
Male,0.11,0.48,1006,6.79,0,0,0,2,0,0,3,2.413689,8,0.3,467,24,0.10338,0,4493,21300,8,2005,n
Male,0.19,0.48,926,6.4,0,0,0,2,0,0,2,0.0926,2,0.143,453,26,0.070194,0,4605,2710000,4,2005,n
Male,0.15,0.5,893,7.96,0,0,0,6,0,0,3,2.919675,3,1,413,23,0,0,4857,26900000,8,2004,n
Female,0.13,0.49,4785,6.39,3,3,0,4,0,6,19,3.351266,12,37.532,1454,122,0.126019,0,4404,185000,11,2005,n
Unknown,0.2,0.52,3319,8.35,0,0,2,0,0,2,5,1.939168,8,308.167,1086,52,0.114794,0,939,119000,5,2015,n
Female,0.1,0.45,4498,6.78,2,1,1,12,0,4,6,2.688583,2,42.105,1401,154,0.004002,0.044687,288,622000,2,2017,y
Female,0.14,0.48,3449,5.6,1,8,2,7,0,12,7,2.030957,4,77.786,951,27,0.317193,0,9703,174000,5,1991,n
Female,0.15,0.42,4204,7.56,0,3,0,1,0,5,12,2.396625,0,371.571,1334,107,0.019505,0,3886,174000,4,2007,n
Combo,0.15,0.51,3674,7.56,1,0,0,7,1,3,8,0.3674,9,868.056,1086,54,0.008438,0,1786,48000000,1,2013,n
Combo,0.2,0.52,4447,9.13,0,0,0,12,0,1,8,2.634344,7,162.753,1224,44,0.018664,0,2150,97700000,1,2012,n
Combo,0.21,0.5,3003,9.13,0,2,0,7,0,3,9,1.800281,10,280.333,1017,10,0.056277,0,1422,21100,1,2014,n
Combo,0.21,0.55,4260,8.35,1,0,3,1,0,10,21,2.484139,20,246.154,1339,19,0.048592,0,3732,194000,9,2007,n
Male,0.3,0.56,1124,9.52,0,0,0,9,0,0,6,0.1124,11,14.286,494,10,0.023132,0,2666,194000,8,2010,n
Male,0.23,0.52,1440,9.91,0,1,0,1,0,2,2,2.981943,1,19.184,609,12,0,0.002778,3030,194000,8,2009,n
Male,0.17,0.53,2817,9.91,0,0,6,13,0,7,9,2.734664,1,20.082,961,40,0.037984,0,2640,194000,9,2010,n
Male,0.19,0.58,2913,7.17,0,10,3,0,0,16,4,2.608892,3,170.667,954,24,0.061105,0,2276,1790,9,2011,y
Male,0.2,0.49,6097,9.13,0,0,2,15,0,10,7,1.006905,4,536.806,1576,76,0.023782,0,4481,169000000,8,2005,n
Male,0.22,0.53,3003,7.17,1,2,1,4,0,5,16,2.829115,6,17.64,1062,37,0.034299,0,3613,1050000,1,2008,n
Male,0.18,0.5,2636,9.13,0,1,1,0,4,12,6,2.597723,2,253.5,943,70,0.030349,0,3368,1050000,9,2008,n
Male,0.24,0.52,1238,10.69,0,0,0,2,0,0,2,3.004372,0,0.941,525,19,0.021002,0,1938,1050000,8,2012,n
Male,0.19,0.54,1790,9.52,0,0,0,4,0,1,6,2.798088,7,10.028,717,17,0.059218,0,4493,10300000,8,2005,n
Male,0.19,0.54,2890,8.74,0,0,0,18,0,1,4,8.996496,18,22.562,1122,28,0.389619,0.001038,1912,11900000,9,2012,n
Male,0.2,0.52,7880,10.7,2,0,1,6,0,8,8,2.712566,13,487.688,2013,68,0.033503,0.000254,3382,278000,8,2008,n
Male,0.28,0.5,1518,9.52,0,1,0,6,0,1,8,2.772609,8,42.667,657,12,0,0,4234,278000,4,2006,n
Male,0.21,0.48,1094,7.96,2,0,0,6,0,4,2,0.1094,6,10.286,520,11,0.041133,0,5221,278000,8,2003,n
Male,0.2,0.47,5241,9.52,0,3,0,4,0,4,6,0.5241,7,1716.071,1436,66,0.005533,0,4845,390000,8,2004,n
Male,0.16,0.53,2737,8.34,0,1,2,5,1,5,16,2.906569,3,38.533,979,51,0.131531,0,1541,6480,9,2013,n
Male,0.15,0.57,3621,10.3,3,5,5,5,0,13,8,0.3621,11,192.364,1156,21,0.044463,0,8156,528000,8,1995,n
Male,0.23,0.56,2565,7.56,1,2,0,2,1,4,5,2.753296,2,16.695,843,37,0.087719,0,3004,3910000,9,2009,n
Male,0.25,0.52,1677,9.91,0,0,3,0,0,4,2,2.871425,3,6.081,664,11,0.044126,0,3506,994000,4,2008,n
Male,0.26,0.5,2018,9.52,0,0,1,2,0,1,5,3.397642,13,22.5,740,22,0.052032,0,4857,1160000,8,2004,n
Male,0.17,0.52,2941,7.56,0,3,2,4,0,8,10,3.160433,4,58.132,969,50,0.129888,0,4096,671,9,2006,n
Male,0.24,0.51,4692,9.91,0,3,1,1,0,9,32,3.285346,5,264.892,1391,52,0.07289,0,4110,50400,8,2006,n
Male,0.22,0.53,4654,9.91,0,1,0,1,0,2,12,2.912435,18,328.474,1461,45,0.085518,0,1926,7730000,8,2012,n
Male,0.21,0.57,5581,7.95,0,5,4,2,8,20,9,3.064741,11,243.31,1415,61,0.140835,0,5860,462000,11,2001,n
Male,0.28,0.54,1663,8.36,0,0,0,5,0,1,11,3.274241,8,117.818,661,14,0.144317,0,5195,462000,9,2003,n
Male,0.13,0.51,4735,8.35,0,1,2,1,1,4,7,2.203293,7,21.253,1457,86,0.043717,0,4824,462000,9,2004,n
Male,0.32,0.5,4143,7.17,2,2,5,11,2,23,11,0.4143,4,322.118,1203,45,0.060101,0,4962,462000,4,2004,n
Male,0.25,0.52,1303,9.92,0,1,0,0,0,2,9,2.872237,4,34.615,537,8,0.095165,0,4122,462000,8,2006,n
Male,0.19,0.49,1035,10.3,0,0,0,3,0,1,5,0.1035,0,7,475,15,0.025121,0,1567,462000,8,2013,n
Male,0.22,0.56,2363,7.96,0,2,0,0,1,7,5,2.693717,9,65.333,874,21,0.164621,0,4474,1240000,8,2005,n
Male,0.29,0.54,675,6.78,0,0,1,2,0,2,1,3.004772,0,8.333,355,0,0,0.005926,3142,1990000,4,2009,n
Male,0.2,0.47,2600,8.73,0,0,0,2,0,0,7,2.310958,38,7.118,820,79,0.008846,0,2885,243000,1,2010,n
Male,0.23,0.49,5912,11.09,0,0,0,0,0,3,6,2.594878,5,415.568,1594,39,0.029093,0.000677,3018,10200,8,2009,n
Male,0.29,0.56,1336,8.35,0,0,0,0,0,4,3,2.799633,4,21.333,593,4,0.032934,0,3758,10200,8,2007,n
Male,0.2,0.45,3167,7.96,2,2,0,1,0,6,9,2.672279,7,151.143,1092,31,0.152195,0,3977,2440,1,2007,n
Male,0.2,0.51,5932,10.69,1,0,0,11,0,2,16,0.5932,11,366.095,1608,65,0.005226,0,2290,2440,8,2011,n
Male,0.28,0.51,974,10.3,0,0,0,0,0,1,2,3.032037,2,14.083,460,11,0.026694,0,2050,996,4,2012,n
Male,0.18,0.53,3951,7.56,0,2,4,3,0,7,8,3.392434,4,17.92,1183,102,0.223488,0,5069,3130000,1,2004,n
Male,0.22,0.49,5118,10.3,0,0,1,0,0,3,13,2.69653,12,245,1485,59,0.013873,0,3746,9640,8,2007,n
Male,0.16,0.49,6447,8.74,0,0,1,6,1,4,9,0.6447,27,354.694,1714,181,0.017372,0,5209,9640,8,2003,n
Male,0.23,0.54,2825,9.91,0,0,3,4,0,5,10,2.664856,10,25.412,1003,36,0.066195,0,2521,3150,1,2011,n
Male,0.23,0.57,1015,8.74,0,2,0,5,0,2,2,2.765768,1,9.143,484,13,0,0,3870,66500,4,2007,n
Male,0.17,0.56,3284,6.39,0,1,1,14,2,12,10,0.3284,12,52.545,1007,35,0.089525,0,4698,66500,1,2005,n
Male,0.22,0.55,2859,6.78,1,0,7,5,0,10,9,2.767606,16,57.857,938,34,0.162295,0.002099,3249,66500,1,2009,n
Male,0.26,0.56,805,11.86,0,0,0,4,0,0,4,1.805479,4,36.571,401,14,0.028571,0,951,295000,4,2015,n
Male,0.23,0.5,1000,6.4,0,0,0,0,0,0,5,0.1,3,25,480,10,0.347,0,1679,68400,4,2013,n
Male,0.28,0.56,1266,6,0,1,2,1,0,7,5,2.821442,4,21,560,9,0.030806,0,3394,122,8,2008,n
Male,0.19,0.49,5068,10.7,0,0,1,0,0,2,17,0.5068,17,498.37,1567,33,0.029203,0,2654,580000,8,2010,n
Male,0.22,0.58,2720,6,6,1,7,2,4,24,7,3.439161,2,100.174,894,32,0.211397,0,4341,89100,1,2006,n
Male,0.26,0.64,1148,8.73,0,1,0,6,0,4,4,3.058897,4,21,470,15,0.022648,0,1315,89100,4,2014,n
Female,0.13,0.5,3886,7.95,3,0,1,6,0,5,6,2.395886,2,144,994,131,0.024961,0,2212,89100,11,2011,n
Male,0.26,0.51,4286,5.21,0,1,2,2,0,4,24,2.96388,14,9.981,1305,120,0.079095,0.0014,1345,89100,3,2014,y
Male,0.17,0.5,3772,4.82,0,0,0,0,0,1,4,0.3772,1,32.267,1076,66,0.138123,0.000795,13723,37700,5,1980,n
Male,0.14,0.52,3168,4.83,0,4,4,5,0,13,11,0.3168,1,19.531,1102,27,0.232955,0.004419,12223,17200,6,1984,n
Male,0.11,0.44,4216,6.01,1,2,9,9,2,15,7,2.415215,9,22.737,1290,30,0.077087,0.004269,4817,17200,9,2004,n
Male,0.19,0.47,4468,5.62,3,8,10,2,2,29,20,2.846237,3,11.645,1359,14,0.190018,0.006714,5510,5180,10,2002,y
Male,0.12,0.43,4310,7.18,0,1,0,0,0,1,18,1.966808,0,257.143,1468,30,0.067285,0,617,5180,3,2016,n
Male,0.12,0.43,4310,7.18,0,1,0,6,0,1,18,1.966808,0,257.143,1468,30,0.067285,0,617,2060000,3,2016,n
Male,0.2,0.58,6118,6.38,10,1,2,3,0,15,7,0.6118,0,157.091,1463,45,0.265446,0,11467,308000,7,1986,n
Female,0.17,0.48,877,7.18,0,0,1,2,0,1,4,0.0877,4,20,453,18,0.082098,0,2302,199000,8,2011,n
Female,0.23,0.53,3740,5.22,2,1,0,12,1,6,12,2.337079,13,52.562,1161,87,0.392513,0,1030,1670000,2,2015,n
Female,0.16,0.49,5563,7.95,0,0,2,12,0,3,7,0.5563,2,54.256,1320,238,0.018335,0,7610,1670000,1,1997,n
Female,0.2,0.51,4853,6.77,2,1,0,1,1,8,14,1.981808,1,572.45,1221,166,0.007624,0,8968,1950,5,1993,n
Female,0.34,0.58,3661,4.43,0,7,5,1,0,17,5,2.427118,2,252.431,959,40,0.068834,0,4306,17400,2,2006,y
Female,0.21,0.52,4096,4.82,0,0,1,0,0,2,1,2.28515,2,282.483,948,25,0.023438,0,2878,349,1,2010,n
Female,0.16,0.51,4914,4.82,0,0,7,4,0,9,3,2.27,4,435.085,1046,72,0.09707,0,3734,349,9,2007,y
Male,0.18,0.47,918,8.35,0,0,0,0,0,0,3,0.0918,1,6.261,475,5,0.028322,0,2666,42700,8,2010,n
Male,0.15,0.47,907,8.35,0,0,0,2,0,0,7,0.0907,1,8.522,455,5,0.028666,0,2778,27800,4,2010,n
Male,0.25,0.52,1501,7.18,0,0,0,1,0,0,7,0.1501,1,2.857,635,25,0.121252,0,2414,2570,4,2011,n
Male,0.15,0.51,3366,5.22,0,7,1,7,1,12,15,2.130571,9,40.333,1151,39,0.131016,0,2486,4870,2,2011,n
Female,0.15,0.5,4635,5.6,0,0,3,4,0,3,5,2.569336,8,132,1243,152,0.066451,0,6413,654000,5,2000,n
Female,0.17,0.55,3726,6.39,0,4,2,0,0,7,8,2.319948,4,320.889,1139,31,0.071927,0.030596,4985,823000,4,2004,n
Female,0.16,0.5,4269,5.61,1,2,10,2,0,15,8,3.089586,6,1955.571,1236,36,0.035137,0,4961,29300,4,2004,n
Female,0.27,0.57,4970,5.22,0,1,3,4,3,8,27,2.538417,2,41.796,1394,77,0.230181,0,848,159000,8,2015,n
Male,0.28,0.52,3303,4.43,3,7,4,13,0,14,20,2.020254,8,12.071,994,43,0.108992,0,2584,159000,11,2010,n
Male,0.12,0.51,6084,8.35,1,1,3,0,3,8,20,0.6084,2,277.333,1715,41,0.061637,0,7554,823000,3,1997,n
Male,0.16,0.52,3945,3.26,0,8,13,0,1,33,18,2.079433,12,46.694,1170,65,0.249937,0,5776,356000,2,2002,n
Male,0.16,0.52,3945,3.26,0,8,13,0,1,33,18,2.079433,12,46.694,1170,65,0.249937,0,5776,25400,2,2002,n
Female,0.19,0.5,5797,5.61,1,3,3,2,0,14,13,2.941326,17,87.168,1567,99,0.076936,0,7064,389000,7,1998,y
Male,0.19,0.55,685,6.79,0,0,0,2,1,1,1,1.800784,1,28,368,6,0.036496,0.00438,1679,9030,4,2013,n
Female,0.13,0.51,4334,5.61,0,4,2,3,0,8,11,2.875938,7,225,1493,66,0.0976,0,5377,597,3,2003,n
Male,0.14,0.49,3825,7.96,0,0,6,0,0,9,15,1.894451,5,704.167,1489,29,0.11268,0,2402,71400,5,2011,n
Male,0.12,0.49,4463,5.62,3,9,61,17,2,79,10,2.937188,4,76.8,1285,32,0.113377,0.014116,1315,71400,4,2014,n
Male,0.19,0.5,4036,4.83,0,2,19,2,1,29,12,2.666353,12,14.329,1284,43,0.049802,0,475,71400,8,2016,n
Male,0.15,0.46,3537,6.39,0,2,2,7,1,8,7,0.3537,20,25.862,1166,55,0.051456,0,2302,71400,8,2011,n
Male,0.16,0.46,4203,8.75,2,7,8,7,2,20,12,2.829955,8,280.333,1481,47,0.035927,0.004996,3403,1110000,8,2008,y
Male,0.11,0.48,3296,6,0,1,0,3,0,3,4,2.689114,2,22.222,1027,132,0.057039,0.00091,302,1110000,1,2017,y
Male,0.11,0.48,3296,6,0,1,0,0,0,3,4,2.689114,2,22.222,1027,132,0.057039,0.00091,302,735,1,2017,y
Male,0.16,0.48,4325,7.56,2,0,2,0,0,4,16,0.99136,4,189.391,1310,87,0.071214,0,1583,735,7,2013,y
Male,0.18,0.52,3372,7.17,0,0,0,6,0,0,11,0.3372,71,30.154,1050,100,0.23191,0,13595,217000,9,1980,n
Male,0.14,0.48,3965,7.17,0,1,2,0,0,6,13,2.356864,7,364.5,1271,133,0.070618,0,1982,7020000,6,2012,n
Female,0.12,0.5,3911,6,1,4,6,2,2,18,7,1.598961,2,63.021,1295,52,0.019432,0.001534,1618,602000,6,2013,y
Male,0.12,0.39,4451,7.19,0,1,0,5,0,1,35,2.324725,2,20.161,1580,13,0.166255,0,521,4720000,6,2016,n
Male,0.15,0.57,4756,4.43,5,10,14,11,0,37,6,2.776723,9,45.021,1375,61,0.29037,0,6616,4720000,10,1999,n
Male,0.11,0.45,4439,6.39,4,11,2,4,0,19,17,2.090423,14,70.349,1365,50,0.258842,0,2516,4720000,1,2011,y
Male,0.16,0.5,2488,5.61,0,4,1,18,0,6,9,2.319834,6,13.829,940,28,0.224277,0,3758,4720000,8,2007,n
Male,0.18,0.55,5123,4.83,2,5,22,9,4,44,16,3.434456,6,243.559,1420,27,0.29553,0,4320,4720000,1,2006,y
Male,0.18,0.5,2468,4.83,1,6,0,4,2,16,10,0.2468,4,22.4,998,36,0.216775,0,2778,4720000,4,2010,n
Male,0.16,0.53,6045,6,4,12,11,0,0,36,11,2.703372,8,135.674,1611,67,0.082713,0,4770,286000,11,2004,y
Male,0.32,0.48,3755,5.22,0,3,6,0,2,12,10,2.610578,10,12.444,1238,55,0.099068,0,4922,5470000,6,2004,n
Male,0.07,0.43,3977,7.16,3,5,1,0,0,9,16,2.937026,0,14.235,1228,103,0.044757,0,4880,236000,7,2004,n
Male,0.1,0.47,3598,5.61,0,2,2,0,0,4,8,2.262941,9,542.769,1298,39,0.031684,0,1170,236000,9,2014,y
Male,0.12,0.49,4759,4.44,6,4,7,0,1,19,20,2.806254,6,153,1541,83,0.076277,0.005253,2094,550000,3,2012,y
Male,0.12,0.49,4759,4.44,6,4,7,10,1,19,20,2.806254,6,153,1541,83,0.076277,0.005253,2094,806000,3,2012,y
Male,0.17,0.5,4460,5.61,3,4,12,8,0,23,11,2.097623,12,86.4,1465,72,0.208296,0,8352,1860,1,1995,y
Male,0.2,0.5,6092,6.39,1,3,13,0,1,29,6,2.343114,49,210.25,1424,58,0.104071,0,8942,837000,6,1993,n
Male,0.17,0.51,5344,7.17,4,5,2,2,1,24,12,2.520298,6,37.161,1442,94,0.115457,0,15786,1120000,9,1974,y
Male,0.11,0.5,5908,9.13,0,0,0,5,1,4,8,0.5908,6,44.485,1739,65,0.011002,0,16155,453000,9,1973,n
Male,0.2,0.51,3809,6.39,1,5,1,1,0,12,5,2.783489,13,43.022,1225,62,0.05802,0,12125,360000,9,1984,n
Male,0.05,0.53,3328,5.61,4,11,13,0,1,32,3,2.218398,3,100.038,937,29,0.097656,0,11740,1020,10,1985,y
Male,0.12,0.47,3503,8.75,0,4,3,0,0,8,4,1.784918,4,185.143,1241,42,0.18527,0,442,13900000,9,2016,y
Male,0.14,0.49,5064,8.74,1,1,1,7,0,4,7,2.985699,6,24.845,1561,81,0.079186,0,15065,5010000,8,1976,n
Male,0.18,0.49,5443,8.35,1,2,1,13,1,9,2,0.5443,13,69,1578,34,0.031416,0,13969,5010000,9,1979,n
Male,0.16,0.58,5141,5.61,1,3,14,2,12,37,15,2.244283,5,497.818,1381,59,0.133048,0,11007,5010000,10,1987,y
Male,0.17,0.42,4435,7.17,0,2,3,5,0,7,19,2.615614,18,961,1337,43,0.205411,0,9759,5010000,3,1991,n
Male,0.2,0.52,2698,6,1,3,0,5,0,4,4,2.104874,8,18.27,938,32,0.369904,0,2050,15000,4,2012,n
Male,0.07,0.47,4698,8.35,0,3,0,0,0,12,10,3.200807,6,56.067,1478,48,0.08642,0,16374,12100000,1,1973,y
Male,0.34,0.51,1996,5.61,1,4,4,9,1,12,3,2.065036,3,29.762,723,17,0.15481,0,839,12100000,8,2015,n
Male,0.13,0.54,4902,4.83,1,27,12,4,0,46,12,2.813154,4,328.05,1418,74,0.218482,0.002448,7213,12100000,3,1998,y
Male,0.16,0.48,4654,8.74,0,1,0,5,0,1,4,0.4654,16,260.1,1359,68,0.243017,0,9955,1460000,8,1990,n
Male,0.16,0.47,5462,7.17,2,11,0,6,0,13,12,0.5462,2,112.758,1566,70,0.062614,0,14330,142000000,9,1978,n
Male,0.13,0.48,5261,6.4,0,1,4,3,0,13,11,3.096824,12,135.375,1486,89,0.02452,0.016727,13210,3070000,9,1981,y
Male,0.18,0.55,4444,7.57,1,14,9,3,0,30,6,2.0503,11,156.056,1238,57,0.214671,0,7038,25100,8,1998,n
Male,0.09,0.53,4434,6,3,3,26,9,1,38,6,2.305277,5,76.696,1288,54,0.10194,0,9978,241000,8,1990,n
Male,0.1,0.54,5323,6.39,2,7,12,5,0,30,18,2.273683,15,432,1547,47,0.143528,0,8506,993000,8,1994,y
Male,0.16,0.54,4866,7.57,2,5,11,13,0,35,6,2.132519,11,183.211,1391,37,0.03843,0,9306,7690,6,1992,y
Male,0.12,0.47,6933,8.73,0,0,1,0,0,1,13,3.205195,12,55.537,1848,203,0.041396,0,15422,4360,9,1975,n
Male,0.17,0.49,3882,6.78,1,2,1,0,0,9,6,2.31958,6,174.05,1144,55,0.049717,0,5783,238000,1,2002,y
Male,0.08,0.52,5382,6.79,1,16,6,3,0,29,17,1.73157,9,271.059,1549,42,0.104422,0,2271,620000,9,2011,y
Male,0.12,0.51,4026,7.96,0,9,0,1,0,13,7,2.391479,7,1408.333,1205,29,0.178838,0,6868,620000,2,1999,y
Male,0.1,0.45,4093,6.78,0,0,0,2,0,1,6,2.689819,4,51.571,1370,73,0.018324,0,4768,620000,11,2004,n
Male,0.13,0.43,4754,5.61,0,3,8,0,0,12,14,2.559914,14,21.966,1383,160,0.101809,0.004417,2206,268000,11,2011,n
Male,0.16,0.51,7760,5.6,2,16,5,2,1,27,20,0.776,4,14.017,1992,140,0.031186,0.000387,1156,268000,9,2014,y
Female,0.12,0.5,4034,4.82,1,5,4,2,1,13,11,3.032633,8,50.276,1266,72,0.166088,0,4565,268000,5,2005,n
Male,0.13,0.44,5262,9.52,1,0,1,0,0,4,31,0.5262,1,349.455,1582,64,0.04713,0,6693,268000,8,1999,n
Male,0.14,0.46,4790,6,0,2,0,0,0,8,8,3.133441,12,160.672,1375,75,0.119833,0.003758,3102,268000,6,2009,n
Male,0.17,0.54,5980,6.78,1,9,5,0,4,23,8,0.598,11,485.053,1298,29,0.154181,0,15856,268000,7,1974,n
Male,0.21,0.45,2901,6.39,0,2,0,1,0,2,10,1.804057,2,18.286,1068,52,0.133747,0.022406,6420,268000,5,2000,n
Male,0.18,0.5,5155,5.61,0,5,15,1,0,31,19,3.207846,28,55.184,1510,92,0.145878,0,4740,268000,12,2004,n
Male,0.21,0.5,2661,7.57,0,3,3,0,0,13,4,2.030339,7,45.432,927,35,0.043968,0,3506,268000,4,2008,y
Male,0.16,0.49,3487,6.78,1,0,11,0,0,13,5,2.649975,26,23.148,1029,47,0.08546,0,4586,268000,5,2005,y
Male,0.18,0.46,5396,6,1,7,28,1,3,65,6,2.270677,7,79.529,1418,69,0.055597,0,3951,268000,2,2007,y
Male,0.2,0.56,4760,7.56,0,1,7,0,0,8,10,2.806992,9,192.045,1232,85,0.017017,0,5881,268000,10,2001,y
Male,0.19,0.56,4545,6,6,1,5,0,2,20,15,0.4545,13,147.682,1422,35,0.147635,0,4131,268000,8,2006,n
Male,0.15,0.47,4346,6,0,1,10,0,0,23,13,2.670664,1,77.067,1381,60,0.160147,0,3466,268000,6,2008,n
Male,0.12,0.49,5120,9.53,1,0,2,1,0,10,18,0.512,10,96.1,1603,71,0.070313,0.001172,7512,268000,5,1997,n
Male,0.23,0.52,3785,4.82,0,1,0,1,0,2,15,2.018337,18,15.429,1178,105,0.011361,0.000793,15242,268000,3,1976,n
Male,0.2,0.5,4284,6.39,0,1,1,0,0,3,12,2.198011,35,36.543,1375,53,0.457983,0,13842,268000,1,1980,n
Male,0.14,0.52,4454,4.04,1,4,0,4,0,9,13,2.573194,13,28.521,1373,37,0.043781,0,13506,268000,12,1980,n
Male,0.14,0.53,4446,4.82,1,2,0,1,1,13,9,2.057378,17,0.667,1343,34,0.169141,0.00135,11595,268000,3,1986,n
Male,0.19,0.51,4743,5.6,1,6,2,2,2,12,18,0.4743,6,7.22,1466,44,0.037318,0,14696,268000,9,1977,n
Male,0.2,0.5,3875,6,2,4,1,0,1,21,10,2.220736,5,8.667,1252,48,0.117161,0,10963,268000,11,1987,n
Male,0.16,0.5,3627,5.61,1,7,1,2,0,11,9,2.192251,13,12.012,1236,33,0.048249,0.000827,14269,268000,11,1978,n
Male,0.14,0.53,4982,6.78,0,3,15,5,1,23,2,2.424127,1,334.261,1314,85,0.108189,0,2682,771000,7,2010,n
Male,0.21,0.53,4876,5.22,1,3,9,0,0,13,23,2.678811,0,5.818,1391,211,0.003076,0.003692,427,3330000,9,2016,n
Male,0.21,0.53,4876,5.22,1,3,9,0,0,13,23,2.678811,0,5.818,1391,211,0.003076,0.003692,427,793000,9,2016,n
Male,0.15,0.49,4026,7.17,0,0,2,2,1,16,9,2.449527,8,117.6,1217,56,0.067561,0,3095,637000,6,2009,n
Male,0.2,0.53,5063,4.43,4,7,3,0,2,20,20,2.413809,13,18.893,1423,85,0.027849,0,4651,637000,3,2005,y
Male,0.19,0.5,3653,4.04,1,0,7,0,0,8,11,2.776894,1,23.203,1012,107,0.049548,0,5734,637000,3,2002,n
Male,0.16,0.49,3830,6.39,1,6,2,2,0,11,15,2.635785,3,32.961,1349,39,0.08094,0.002611,5307,637000,5,2003,n
Male,0.22,0.5,4293,4.04,0,0,15,2,0,19,11,2.571924,9,38.086,1145,71,0.14908,0,1121,637000,11,2014,y
Male,0.15,0.53,5376,3.66,2,16,52,1,0,87,17,3.042151,12,193.143,1562,70,0.122024,0,484,4310000,8,2016,n
Male,0.21,0.55,5132,5.6,1,19,5,6,5,36,13,2.037932,2,13.364,1178,45,0.21629,0,12545,9070,7,1983,n
Male,0.24,0.53,3758,9.13,1,6,7,0,1,21,7,0.3758,0,622.286,994,20,0.035657,0,7785,676,8,1996,n
Male,0.21,0.55,5132,5.6,1,19,5,2,5,36,13,2.037932,2,13.364,1178,45,0.21629,0,12545,312000,7,1983,n
Male,0.14,0.45,6954,6.79,2,2,6,0,3,17,65,0.6954,2,166.667,2096,25,0.113891,0,7442,44000,7,1997,n
Male,0.18,0.49,4478,5.21,0,7,9,4,0,21,10,2.778394,3,198.375,1338,84,0.11523,0,3480,5150,5,2008,y
Male,0.02,0.54,5353,6.79,0,2,2,2,0,9,18,2.008998,10,72.2,1607,30,0.20736,0,6644,2010000,9,1999,y
Male,0.23,0.52,4106,6,0,7,5,8,2,16,17,0.4106,10,42.25,1217,30,0.090843,0,7379,1510,9,1997,n
Male,0.14,0.49,4165,6.39,0,0,0,0,0,0,24,2.006932,0,66.13,1213,13,0.02569,0,4446,594000,9,2005,y
Male,0.1,0.48,4421,6,5,6,0,2,2,14,17,0.4421,2,317.4,1451,62,0.075549,0,7456,28700,7,1997,n
Male,0.19,0.54,5433,5.22,12,10,6,4,3,34,34,2.88133,5,336.182,1521,61,0.030738,0.004417,1765,28700,1,2013,n
Male,0.17,0.55,4152,5.6,1,1,3,3,1,7,13,3.177887,4,136.533,1089,113,0.108141,0,3165,28700,3,2009,y
Male,0.17,0.51,4136,6.79,0,3,0,0,0,4,15,2.978873,4,27.106,1302,36,0.052224,0,1023,28700,2,2015,y
Male,0.25,0.56,4657,7.56,0,1,4,2,1,8,9,0.4657,0,83.769,1407,143,0.323814,0,11061,28700,8,1987,n
Male,0.23,0.52,4721,6.78,0,0,17,2,0,22,2,0.4721,2,27.129,1282,35,0.281508,0,9796,28700,2,1991,n
Male,0.18,0.54,3485,6,0,2,1,15,0,4,5,0.3485,0,252.05,1161,23,0.21406,0,11987,123000,2,1985,n
