@relation 'features-weka.filters.unsupervised.attribute.Remove-R22,25-weka.filters.unsupervised.attribute.Remove-R1,4-5,7,9,12-13,15,18,21-22'

@attribute Polarity numeric
@attribute Subjectivity numeric
@attribute OT numeric
@attribute BoM numeric
@attribute PoGP numeric
@attribute AllScriptureCount numeric
@attribute AuthorityMentions numeric
@attribute WordQuantity numeric
@attribute FirstPersonPronoun numeric
@attribute PercentInQuotes numeric
@attribute DaysElapsed numeric
@attribute YearGiven numeric
@attribute PopularByAbsolute {y,n}

@data
0.23,0.51,2,1,0,11,1,1296,65,0,4012,2006,n
0.21,0.57,1,4,5,16,17,1348,51,0,7323,1997,n
0.19,0.57,5,18,2,58,7,1345,29,0,8702,1994,n
0.28,0.6,1,27,5,65,6,1193,36,0,6112,2001,n
0.18,0.5,1,0,0,4,23,1186,40,0,4411,2005,n
0.17,0.47,0,0,0,0,8,546,22,0,45985,1892,n
0.23,0.49,0,1,0,14,2,1178,54,0,8632,1994,n
0.2,0.5,0,4,0,5,2,1058,65,0,11152,1987,n
0.18,0.47,0,0,0,8,49,1479,139,0,6364,2000,n
0.15,0.49,0,2,0,8,1,1231,104,0,5475,2002,n
0.17,0.49,1,2,6,21,5,1560,10,0,4042,2006,n
0.19,0.5,1,2,0,21,8,1011,18,0,5153,2003,n
0.2,0.51,0,2,0,5,15,2023,41,0,5230,2003,y
0.14,0.47,4,1,1,11,5,1440,45,0.003898,190,2017,n
0.21,0.5,1,1,0,4,10,1321,76,0.001595,246,2017,n
0.14,0.47,4,1,1,11,5,1440,45,0.003898,190,2017,n
0.14,0.55,0,2,2,4,9,1144,31,0,1639,2013,n
0.14,0.5,2,15,0,28,4,1541,85,0,7106,1998,n
0.14,0.41,0,0,0,0,3,629,57,0,5585,2002,n
0.17,0.5,0,4,1,26,6,1204,37,0,995,2015,n
0.2,0.5,0,5,0,8,0,1107,59,0,2346,2011,n
0.19,0.47,0,2,0,4,3,1295,36,0,5713,2002,n
0.14,0.49,2,1,0,10,6,1342,59,0.002801,932,2015,y
0.13,0.42,0,2,0,6,6,1130,62,0,3557,2008,n
0.15,0.44,0,0,0,2,8,654,6,0,965,2015,n
0.17,0.48,0,0,0,0,24,1575,76,0.003249,828,2015,n
0.24,0.49,0,0,0,1,1,621,5,0.002594,587,2016,n
0.14,0.49,0,17,0,18,12,1305,33,0.007644,813,2015,n
0.15,0.45,0,0,0,0,0,652,8,0,1203,2014,n
0.19,0.43,0,0,0,0,11,522,7,0,951,2015,n
0.16,0.5,2,3,2,12,8,860,19,0.005671,1177,2014,n
0.14,0.5,0,0,0,1,4,634,14,0,475,2016,n
0.15,0.49,0,6,0,9,23,1511,35,0,1044,2015,n
0.22,0.51,0,1,0,3,3,1514,63,0,464,2016,y
0.15,0.47,1,6,3,16,6,1432,15,0,694,2016,y
0.13,0.51,0,9,0,31,4,1822,38,0,7071,1998,n
0.14,0.51,1,1,1,16,4,1183,46,0.001604,1058,2015,y
0.23,0.53,2,2,0,12,10,1106,42,0,449,2016,n
0.16,0.5,0,5,2,23,14,1413,11,0.00623,323,2017,n
0.16,0.43,0,0,0,0,0,586,9,0,839,2015,n
0.09,0.58,0,0,3,4,1,633,11,0,216,2017,n
0.23,0.47,0,1,0,6,8,1080,85,0,464,2016,y
0.23,0.54,0,10,1,18,3,1077,43,0.003291,2983,2009,y
0.19,0.47,3,3,0,16,9,1568,32,0,1576,2013,y
0.16,0.49,0,4,1,11,14,2075,82,0,5993,2001,n
0.18,0.52,0,9,1,10,10,1414,88,0,8324,1995,n
0.15,0.51,2,0,0,6,20,1320,70,0,6142,2001,n
0.23,0.49,4,7,0,15,9,1263,127,0,8576,1994,n
0.16,0.51,0,31,1,75,23,1190,27,0,7498,1997,y
0.11,0.52,2,8,1,13,6,1415,95,0,6953,1998,n
0.21,0.47,0,2,0,4,8,944,33,0,1679,2013,n
0.26,0.54,4,1,0,8,2,1196,65,0,15968,1974,n
0.2,0.49,1,0,0,2,18,1447,73,0,10342,1989,n
0.21,0.51,4,2,0,10,2,1189,74,0,11721,1985,n
0.21,0.49,1,5,0,6,5,1319,63,0,15254,1976,n
0.23,0.53,4,1,1,12,21,1367,32,0,6114,2001,n
0.2,0.5,3,9,0,19,44,1494,50,0,8305,1995,n
0.21,0.53,2,3,4,14,6,1082,39,0,8814,1993,n
0.24,0.52,0,5,0,14,5,1432,61,0,5580,2002,n
0.26,0.54,3,6,6,18,2,1022,42,0,3683,2007,n
0.2,0.48,0,4,1,6,4,1224,55,0,2460,2011,n
0.14,0.45,0,0,0,1,7,1215,34,0,14610,1977,n
0.21,0.5,0,1,0,1,12,1460,107,0,13632,1980,n
0.13,0.48,0,7,0,14,4,1125,33,0,9423,1992,n
0.21,0.5,1,12,1,17,5,1316,96,0,9159,1992,n
0.16,0.47,2,0,1,13,6,1720,197,0,14941,1977,n
0.19,0.49,0,0,0,2,6,1394,92,0,14206,1979,y
0.14,0.46,0,3,0,4,0,1161,51,0,16213,1973,n
0.19,0.47,3,5,3,18,9,1425,91,0,5141,2003,n
0.25,0.53,0,5,1,13,2,1490,39,0,12153,1984,n
0.19,0.53,8,0,0,11,9,1362,75,0,11215,1987,n
0.17,0.5,0,2,0,4,9,1422,17,0,11031,1987,n
0.23,0.49,4,0,0,10,12,1348,5,0,10888,1988,n
0.21,0.48,7,0,0,12,6,1143,23,0,7596,1997,n
0.19,0.49,8,0,0,10,3,1296,41,0.002549,10111,1990,n
0.18,0.5,9,1,0,19,3,1331,40,0.029809,13478,1981,n
0.22,0.49,0,0,0,3,1,941,22,0,587,2016,n
0.2,0.5,4,5,0,13,2,995,14,0,2666,2010,n
0.15,0.48,0,0,0,2,6,1230,155,0,15842,1974,n
0.18,0.51,0,2,0,3,14,1264,115,0.006807,4901,2004,y
0.15,0.47,5,14,0,37,1,1748,49,0,4852,2004,y
0.15,0.49,0,6,0,12,0,1095,64,0,5629,2002,n
0.11,0.42,0,0,0,1,52,2734,84,0,7246,1998,n
0.22,0.51,0,0,0,0,0,986,138,0,8226,1995,n
0.09,0.46,0,1,0,1,2,1143,202,0,3767,2007,n
0.2,0.54,0,2,0,6,11,1314,24,0,5111,2003,n
0.18,0.49,2,3,1,12,2,1050,135,0,2367,2011,n
0.13,0.5,2,1,1,6,0,1258,196,0,6035,2001,n
0.29,0.53,3,1,0,6,8,946,47,0,1359,2014,n
0.21,0.49,1,1,0,9,3,1427,26,0,1646,2013,y
0.19,0.55,1,0,0,4,4,1285,42,0,6077,2001,y
0.11,0.47,0,0,1,9,2,1259,45,0,1338,2014,n
0.14,0.49,2,3,0,7,5,1344,86,0,5139,2003,n
0.16,0.46,1,0,0,2,21,1299,47,0.002642,8170,1995,n
0.2,0.52,0,0,0,0,9,667,141,0,4460,2005,n
0.11,0.43,0,1,0,7,14,1591,91,0,6889,1999,n
0.13,0.45,0,1,0,7,1,1484,74,0,7364,1997,n
0.14,0.46,0,3,0,3,9,1462,30,0,4887,2004,n
0.19,0.51,6,0,0,12,10,873,63,0,14246,1978,n
0.17,0.47,0,0,0,3,21,1195,239,0,14659,1977,n
0.19,0.51,3,2,0,8,15,1035,124,0,15415,1975,n
0.16,0.43,2,0,0,4,10,1071,228,0,13924,1979,n
0.18,0.52,0,0,0,9,6,1101,136,0,16115,1973,n
0.29,0.49,0,3,1,16,6,898,84,0,15618,1975,n
0.17,0.47,2,3,0,13,3,976,138,0.298198,13189,1981,n
0.24,0.48,17,5,0,24,15,1040,85,0,15037,1976,n
0.25,0.48,2,0,0,6,13,1127,88,0,13525,1980,n
0.19,0.45,0,0,0,0,4,902,116,0,16479,1972,n
0.16,0.5,5,9,0,22,3,1439,31,0,2493,2011,n
0.15,0.5,0,0,0,1,27,1205,54,0,15716,1974,n
0.16,0.45,1,1,0,7,0,1436,68,0,750,2015,n
0.2,0.47,0,1,0,2,1,1617,177,0,673,2016,y
0.17,0.53,3,14,0,36,3,1352,56,0.002869,1086,2014,y
0.16,0.49,0,3,0,9,1,1082,73,0,4992,2004,n
0.22,0.5,0,0,0,18,4,1115,39,0,11950,1985,n
0.15,0.45,0,0,0,0,1,936,30,0,15289,1976,n
0.18,0.52,0,5,0,8,5,1079,59,0,15912,1974,n
0.18,0.5,0,3,0,7,6,957,64,0,15604,1975,n
0.15,0.5,1,1,1,6,3,1053,86,0,12993,1982,n
0.16,0.48,0,1,1,9,9,1142,45,0,13749,1980,n
0.15,0.42,0,2,0,2,10,1223,23,0.001515,7680,1996,n
0.17,0.52,3,6,4,27,3,1204,84,0,4537,2005,n
0.18,0.5,8,9,1,34,7,1617,106,0,7141,1998,y
0.16,0.48,1,1,7,16,4,1282,46,0,6021,2001,n
0.17,0.56,5,17,2,42,16,1542,25,0,1534,2013,y
0.19,0.49,0,6,0,11,4,1184,77,0,2374,2011,n
0.16,0.5,1,2,0,4,11,1254,36,0.007113,3074,2009,n
0.19,0.51,0,27,2,47,9,1238,48,0,8758,1993,y
0.14,0.51,3,7,0,12,1,1597,87,0,8338,1995,n
0.22,0.51,0,0,1,4,12,1099,147,0,13553,1980,n
0.24,0.54,1,4,1,10,9,1325,59,0,9215,1992,n
0.19,0.47,0,0,0,27,19,1489,69,0,8424,1994,n
0.17,0.54,1,2,0,5,14,1221,65,0,11651,1986,n
0.2,0.51,2,0,1,8,1,1159,35,0,3030,2009,n
0.17,0.49,0,2,0,3,9,1306,75,0.002006,2579,2010,n
0.24,0.48,0,0,0,0,2,1134,130,0,13968,1979,n
0.24,0.54,0,2,0,4,7,1148,75,0,11042,1987,n
0.21,0.52,1,1,1,4,16,1354,61,0.001662,1562,2013,y
0.21,0.49,0,0,0,1,3,1120,106,0,12419,1983,n
0.16,0.45,1,1,0,8,9,1509,27,0,7764,1996,n
0.19,0.53,0,6,0,11,13,1724,44,0,5216,2003,y
0.2,0.53,0,8,2,16,10,1239,68,0,6105,2001,n
0.15,0.51,0,1,1,10,12,1472,104,0,7932,1996,n
0.13,0.52,0,8,0,23,7,1602,62,0,5750,2002,y
0.17,0.45,0,1,0,3,41,1613,33,0,10242,1989,n
0.26,0.53,0,0,0,0,25,1028,160,0,14442,1978,n
0.11,0.48,2,1,0,17,14,1949,190,0,7708,1996,y
0.15,0.52,0,0,0,7,7,1171,61,0,8471,1994,n
0.2,0.47,0,2,0,2,1,542,18,0,475,2016,n
0.18,0.5,7,30,7,70,9,1382,32,0,666,2016,n
0.17,0.5,0,12,0,12,1,1591,267,0,7911,1996,n
0.21,0.5,1,1,0,7,8,1763,124,0,7332,1997,n
0.17,0.52,1,5,0,11,1,1535,66,0.001215,8240,1995,n
0.14,0.48,0,2,0,3,4,1401,71,0,6392,2000,n
0.24,0.55,0,1,0,2,3,518,26,0.064732,7757,1996,n
0.21,0.58,1,4,2,15,6,767,16,0.058007,6658,1999,n
0.24,0.53,0,3,0,6,0,640,22,0.038073,6532,2000,n
0.23,0.52,0,0,0,0,3,369,8,0.043584,7995,1996,n
0.15,0.56,0,7,0,8,3,507,4,0.128752,6903,1999,n
0.22,0.48,0,0,0,2,1,484,18,0.057642,7631,1997,n
0.2,0.49,0,1,0,3,5,655,5,0.217131,7022,1998,n
0.22,0.51,2,1,1,6,2,725,12,0.046411,6280,2000,n
0.18,0.49,0,1,2,6,7,642,7,0.086279,7386,1997,n
0.15,0.48,1,6,0,11,7,1310,102,0.004838,2731,2010,n
0.15,0.47,0,0,0,0,1,1059,21,0,15954,1974,n
0.17,0.48,1,3,0,11,1,1263,134,0,15373,1975,n
0.22,0.56,0,6,0,8,1,1264,120,0,13763,1980,n
0.17,0.55,0,0,0,5,0,1150,74,0,14190,1979,n
0.23,0.56,0,3,0,9,1,1247,119,0,14561,1978,n
0.23,0.54,2,3,0,16,1,1339,93,0,11586,1986,n
0.23,0.55,2,1,0,3,1,1212,104,0,12797,1982,n
0.16,0.52,2,7,0,40,1,1486,149,0,10706,1988,n
0.19,0.51,1,6,0,12,5,1542,87,0,13394,1981,n
0.17,0.48,0,3,0,6,2,1104,111,0,22163,1957,n
0.21,0.5,2,1,0,4,1,1218,89,0,16500,1972,n
0.22,0.5,0,4,0,6,4,1150,68,0,7897,1996,n
0.19,0.52,1,1,0,4,0,1226,82,0,16059,1973,n
0.2,0.49,0,3,1,5,0,957,77,0,19237,1965,n
0.16,0.48,1,12,0,15,2,1321,38,0,15186,1976,y
0.13,0.53,1,3,0,17,3,921,45,0,14134,1979,n
0.18,0.52,0,7,5,18,8,991,54,0,14542,1978,n
0.17,0.55,3,3,0,13,4,1228,56,0,15732,1974,n
0.16,0.44,1,0,0,3,23,1119,48,0,16444,1972,n
0.18,0.45,5,1,3,24,10,945,21,0,14869,1977,n
0.18,0.48,0,3,0,7,9,1341,125,0,4649,2005,n
0.23,0.56,0,4,3,9,12,1329,122,0,1149,2014,n
0.15,0.57,0,3,0,3,13,1307,89,0.004485,883,2015,y
0.14,0.46,6,0,0,12,6,1659,170,0,2136,2012,n
0.12,0.48,0,2,0,3,4,1289,22,0,15123,1976,n
0.24,0.53,4,0,2,14,21,1246,66,0,16159,1973,n
0.19,0.48,2,0,1,9,6,1021,21,0,14596,1977,n
0.17,0.49,0,0,0,11,8,939,29,0,13576,1980,n
0.24,0.48,2,8,0,17,2,1135,47,0,15767,1974,n
0.18,0.49,1,0,0,16,23,1192,59,0,13940,1979,n
0.12,0.5,0,2,0,7,9,1314,42,0,7666,1996,n
0.13,0.47,0,7,0,7,6,1511,34,0,5958,2001,n
0.23,0.56,1,6,0,21,3,1284,50,0,4957,2004,y
0.28,0.53,1,15,1,21,11,1559,82,0,8107,1995,y
0.25,0.54,0,3,0,8,6,1402,96,0,9012,1993,n
0.15,0.49,0,3,0,4,0,1799,96,0,7862,1996,n
0.23,0.51,1,1,0,4,5,912,131,0,15205,1976,n
0.12,0.4,0,4,0,9,3,901,48,0,11168,1987,n
0.21,0.51,0,1,0,13,6,1099,93,0,9586,1991,n
0.18,0.54,1,0,0,6,8,937,76,0,14857,1977,n
0.1,0.51,0,0,0,5,1,1005,22,0,13028,1982,n
0.19,0.5,0,5,1,13,7,1060,51,0,9150,1992,n
0.2,0.51,0,0,0,7,22,1028,101,0,10769,1988,n
0.26,0.53,0,0,0,7,10,1047,30,0,10496,1989,n
0.24,0.52,0,0,0,0,45,891,135,0,14605,1977,n
0.13,0.41,0,0,0,3,3,866,112,0,16360,1973,n
0.22,0.53,1,4,0,9,7,872,67,0,12076,1984,n
0.16,0.53,0,0,0,3,12,935,80,0,15653,1975,n
0.19,0.55,0,1,0,1,38,1090,112,0,10144,1990,n
0.12,0.46,1,0,3,4,27,1889,364,0,15095,1976,n
0.13,0.48,1,0,0,2,5,1820,494,0,16005,1974,y
0.15,0.5,5,0,1,32,3,2016,95,0,16131,1973,y
0.13,0.41,1,0,0,2,39,2302,63,0.004401,6673,1999,n
0.14,0.5,6,2,2,25,12,1560,190,0,12897,1982,n
0.19,0.5,0,0,1,1,8,1968,108,0,9592,1991,n
0.24,0.53,2,0,0,6,5,1649,148,0,14311,1978,n
0.13,0.45,2,3,0,9,10,1555,184,0,13107,1982,n
0.17,0.49,7,8,0,43,9,1928,52,0,1933,2012,y
0.17,0.45,2,0,0,4,1,1787,117,0,6637,1999,n
0.17,0.51,10,0,0,10,11,1824,180,0,11406,1986,n
0.17,0.48,0,4,2,13,10,2223,57,0,4383,2005,y
0.23,0.5,10,4,1,23,8,1606,136,0,12260,1984,n
0.12,0.47,2,2,4,17,23,1640,177,0,13975,1979,n
0.21,0.52,0,2,0,2,14,1540,121,0,10860,1988,n
0.16,0.51,1,2,0,6,7,1655,83,0.019415,13301,1981,n
0.13,0.46,2,8,0,13,2,1577,19,0,6987,1998,n
0.05,0.46,0,0,0,0,29,1496,72,0,16120,1973,n
0.16,0.48,0,1,0,4,21,1474,121,0.073342,13287,1981,n
0.14,0.53,0,3,0,14,6,1793,140,0,7694,1996,n
0.14,0.5,0,0,0,0,0,1452,179,0,7673,1996,n
0.13,0.48,0,0,0,1,15,1811,119,0,13259,1981,n
0.13,0.46,10,15,13,62,38,1873,41,0,11567,1986,n
0.22,0.52,0,0,0,3,12,1665,134,0,10041,1990,n
0.17,0.44,0,3,2,17,2,1919,34,0,6309,2000,n
0.12,0.47,4,1,0,19,15,1721,101,0,5986,2001,n
0.19,0.49,0,0,0,0,2,1543,100,0,9956,1990,n
0.13,0.49,0,4,0,5,16,1581,103,0,15487,1975,n
0.22,0.57,0,17,4,26,5,1264,162,0,15585,1975,n
0.16,0.47,0,0,0,0,3,1674,78,0,8862,1993,n
0.15,0.47,0,0,0,1,16,1683,217,0,15387,1975,n
0.22,0.48,2,3,0,11,12,1765,65,0,5778,2002,n
0.16,0.51,8,89,7,141,2,1719,40,0,10160,1990,n
0.16,0.51,1,1,2,17,7,1970,64,0,6749,1999,n
0.19,0.59,2,1,0,13,10,1733,119,0.008897,547,2016,y
0.21,0.6,7,6,5,55,4,1350,44,0,7696,1996,n
0.16,0.48,0,0,0,0,0,1677,95,0,9228,1992,n
0.21,0.49,0,4,0,4,4,1522,114,0,7176,1998,n
0.21,0.49,0,4,0,4,4,1522,114,0,7176,1998,y
0.13,0.5,0,1,0,1,2,1867,61,0,1898,2012,n
0.13,0.51,2,29,1,44,16,1663,101,0.007729,5104,2003,y
0.15,0.49,0,0,0,0,9,1495,69,0,9592,1991,n
0.15,0.46,0,6,2,15,13,1864,111,0,7659,1996,n
0.14,0.4,0,0,0,5,62,1371,67,0,14570,1978,n
0.22,0.53,1,3,2,14,10,1367,63,0,8886,1993,n
0.16,0.49,0,0,0,0,6,1550,94,0,8861,1993,n
0.19,0.51,0,0,0,0,17,1503,169,0,12596,1983,n
0.19,0.48,0,1,0,1,4,1544,191,0,15733,1974,n
0.09,0.54,0,1,0,6,1,1506,93,0,7085,1998,n
0.18,0.5,0,1,0,13,6,1714,61,0,11516,1986,y
0.17,0.51,3,3,0,12,16,1709,175,0,8296,1995,n
0.22,0.54,0,0,0,2,8,1192,217,0,15522,1975,n
0.11,0.42,0,0,1,5,12,1877,89,0,8919,1993,n
0.26,0.54,0,2,0,6,122,1435,156,0,2997,2009,y
0.18,0.47,0,0,0,15,3,1630,71,0,13548,1980,n
0.17,0.53,0,7,1,31,11,1640,47,0,505,2016,y
0.08,0.52,5,0,1,15,8,1917,76,0,7183,1998,n
0.11,0.46,0,15,0,22,6,1580,110,0,8233,1995,n
0.18,0.5,3,23,0,45,2,1511,42,0,7799,1996,n
0.17,0.55,1,3,0,9,3,1730,76,0,7834,1996,n
0.15,0.5,1,0,2,8,12,1440,79,0,11805,1985,n
0.24,0.51,3,0,0,3,3,1495,124,0,14822,1977,n
0.17,0.47,4,25,4,76,14,1673,30,0,7239,1998,n
0.25,0.56,12,13,1,30,16,1506,117,0,4462,2005,y
0.13,0.45,0,3,3,13,10,1675,114,0,2381,2011,n
0.15,0.52,3,12,7,34,22,1764,108,0,8086,1995,n
0.19,0.53,3,5,3,32,9,1581,56,0,6875,1999,n
0.19,0.47,2,19,5,39,7,1620,62,0,7269,1998,y
0.21,0.57,4,1,0,9,17,1572,166,0,6133,2001,n
0.16,0.49,1,15,0,22,8,1494,114,0,6896,1999,n
0.1,0.48,1,1,0,5,21,1508,82,0,7428,1997,n
0.18,0.51,0,0,0,3,1,1465,166,0,10172,1990,n
0.17,0.48,2,5,1,16,9,1482,85,0,12302,1984,n
0.2,0.49,5,16,4,43,19,1642,106,0,11425,1986,n
0.19,0.52,1,7,5,26,23,1627,77,0,4488,2005,n
0.27,0.57,0,0,0,0,25,1277,129,0,2635,2010,y
0.12,0.4,0,1,0,4,20,1572,40,0,7037,1998,n
0.15,0.49,0,0,0,15,0,1566,53,0,16278,1973,n
0.25,0.57,3,2,0,8,6,1378,186,0,11868,1985,n
0.15,0.5,0,1,0,4,4,1237,255,0,14806,1977,n
0.15,0.53,0,6,0,17,0,1387,124,0,8275,1995,n
0.16,0.48,1,4,3,37,28,1759,53,0,8135,1995,n
0.17,0.45,0,0,0,14,26,1607,57,0,2661,2010,n
0.15,0.5,0,2,0,7,15,1709,66,0,6735,1999,n
0.14,0.46,5,7,0,31,15,1680,25,0.036543,14295,1978,y
0.13,0.45,0,1,0,1,0,1681,16,0,7491,1997,n
0.19,0.46,0,1,1,7,12,1496,37,0,15391,1975,n
0.19,0.48,0,13,2,39,11,1407,30,0,4287,2006,n
0.23,0.51,0,1,0,6,6,1333,130,0,13996,1979,n
0.06,0.42,3,2,1,66,4,1453,31,0,6602,1999,y
0.17,0.5,2,2,3,12,0,1321,93,0,12666,1983,n
0.2,0.46,0,1,0,11,4,1625,93,0,12743,1983,n
0.21,0.57,8,6,2,19,12,1497,47,0,5505,2002,n
0.15,0.47,2,2,5,27,10,1563,22,0,7401,1997,n
0.14,0.47,0,1,0,7,4,1618,106,0,8499,1994,n
0.17,0.53,4,9,1,29,3,1323,45,0.000733,3195,2009,n
0.08,0.52,1,3,0,9,6,1738,135,0,12195,1984,n
0.26,0.51,0,12,2,23,7,1621,82,0,7981,1996,y
0.16,0.45,0,10,0,17,33,1447,107,0.014636,3923,2007,y
0.21,0.5,0,1,0,8,27,1578,37,0.010386,6329,2000,y
0.17,0.5,0,0,0,0,7,1470,105,0,8023,1995,n
0.23,0.49,0,0,0,4,10,1392,108,0,14969,1976,n
0.14,0.47,0,0,2,26,4,1642,56,0,12531,1983,n
0.12,0.44,0,1,0,3,7,1610,45,0,7764,1996,n
0.24,0.53,1,17,2,43,15,1430,41,0,6161,2001,n
0.13,0.5,6,2,0,21,3,1599,78,0.000556,11504,1986,n
0.2,0.49,0,0,0,0,14,1333,255,0,16517,1972,n
0.14,0.48,2,0,0,3,5,1191,97,0,15023,1976,n
0.13,0.49,1,5,1,12,17,1714,88,0.002789,3473,2008,n
0.13,0.45,0,1,0,2,25,1494,17,0.018314,5938,2001,n
0.11,0.44,2,7,1,18,5,1414,197,0,1044,2015,y
0.13,0.46,1,1,0,3,23,1599,190,0.006217,400,2016,n
0.2,0.49,7,27,4,74,14,1613,47,0,8361,1995,n
0.16,0.54,0,1,0,4,47,1628,114,0.001123,11754,1985,n
0.18,0.55,1,24,1,35,9,1523,51,0,6462,2000,y
0.21,0.49,1,1,1,3,6,1284,48,0,15667,1975,y
0.18,0.46,2,4,3,18,13,1431,91,0,2880,2010,n
0.21,0.51,0,0,0,7,4,1362,197,0,16101,1973,n
0.23,0.57,1,5,0,19,12,1304,87,0,6842,1999,n
0.21,0.51,0,0,0,4,4,1409,102,0,9087,1993,n
0.13,0.5,0,1,0,1,7,1500,18,0,9815,1991,y
0.17,0.56,5,17,2,42,16,1542,25,0,1534,2013,n
0.11,0.49,0,2,1,9,14,1641,49,0,7148,1998,n
0.08,0.46,6,5,0,15,10,1449,123,0,2857,2010,n
0.21,0.51,0,0,0,2,4,1569,161,0,12886,1982,n
0.15,0.48,0,1,1,14,30,1301,62,0,15828,1974,n
0.17,0.51,0,0,0,3,17,1496,105,0,14183,1979,n
0.13,0.46,0,0,0,4,7,1316,106,0,12937,1982,n
0.16,0.51,5,2,4,30,2,1678,37,0,6595,1999,n
0.16,0.54,8,22,6,73,5,1486,41,0,9740,1991,y
0.14,0.44,1,0,0,2,2,1775,13,0,2710,2010,n
0.25,0.56,2,3,0,7,7,1315,126,0,16010,1974,n
0.13,0.52,0,5,0,6,10,1424,76,0,8219,1995,n
0.13,0.5,0,0,0,0,2,1298,185,0,14645,1977,n
0.22,0.56,1,2,0,9,13,1417,62,0,15891,1974,n
0.11,0.5,0,6,0,23,8,1568,76,0,7365,1997,n
0.13,0.46,2,4,0,11,3,1685,62,0,4621,2005,y
0.18,0.54,4,6,2,30,8,1737,79,0,13273,1981,n
0.18,0.5,0,1,0,5,8,1249,74,0,14995,1976,y
0.19,0.52,4,2,1,25,13,1420,86,0,7960,1996,n
0.17,0.51,0,2,0,4,4,1430,109,0.000596,14155,1979,n
0.14,0.48,0,0,0,0,5,1379,131,0.0002,14301,1978,n
0.21,0.57,1,4,0,6,5,1367,128,0.004183,8114,1995,n
0.2,0.52,2,8,0,12,6,1526,115,0,6784,1999,n
0.19,0.55,1,8,1,19,2,1273,44,0,6511,2000,n
0.17,0.5,0,2,0,4,11,1513,81,0,7092,1998,n
0.16,0.5,1,1,0,9,8,1507,62,0,6588,1999,n
0.22,0.52,2,0,0,10,3,1409,119,0.002208,15424,1975,n
0.19,0.52,3,2,0,12,18,1425,104,0,8870,1993,n
0.14,0.5,0,0,0,3,5,1589,91,0,15009,1976,y
0.15,0.44,1,3,1,9,15,1537,100,0.001211,1226,2014,n
0.2,0.5,5,5,0,14,39,1466,95,0,834,2015,y
0.18,0.5,1,2,1,12,4,1473,84,0,2675,2010,n
0.16,0.49,5,1,2,14,8,1478,53,0,15305,1976,n
0.16,0.46,0,1,4,10,5,1270,88,0,14113,1979,n
0.16,0.52,0,11,4,27,6,1289,57,0,12587,1983,n
0.15,0.44,0,8,2,20,6,1598,96,0.003046,1667,2013,y
0.09,0.46,0,0,0,3,12,1096,230,0.00061,23660,1953,y
0.15,0.46,0,1,0,3,15,1467,55,0,16458,1972,n
0.21,0.55,0,0,0,5,12,1363,95,0,14323,1978,n
0.22,0.56,0,0,0,0,3,1287,140,0,13805,1980,n
0.18,0.54,0,2,1,5,4,1280,50,0,14694,1977,y
0.1,0.44,0,1,0,3,25,1550,31,0,5594,2002,n
0.11,0.45,1,3,2,43,4,1253,22,0,5804,2002,n
0.15,0.43,0,0,0,5,32,1525,5,0,4467,2005,n
0.18,0.51,3,8,1,20,5,1326,52,0,8289,1995,n
0.13,0.49,4,4,0,16,6,1289,89,0,15333,1975,n
0.26,0.53,9,10,1,46,7,1429,35,0,7177,1998,n
0.25,0.53,2,0,0,4,0,1028,219,0.008866,23557,1953,n
0.14,0.47,0,1,1,8,16,1413,39,0.001652,14997,1976,y
0.07,0.41,3,0,0,5,1,1297,113,0,12979,1982,n
0.22,0.52,0,17,0,19,9,1275,75,0,568,2016,n
0.16,0.54,0,1,0,1,5,1304,113,0,7941,1996,n
0.14,0.53,0,4,1,13,17,1444,23,0,14631,1977,y
0.23,0.51,0,2,0,5,3,1395,105,0,5503,2002,n
0.14,0.47,0,4,1,20,11,1433,97,0.005818,680,2016,y
0.12,0.52,0,2,1,6,6,1588,55,0,4593,2005,n
0.23,0.55,0,3,0,3,1,1243,92,0,7407,1997,y
0.13,0.5,2,6,0,12,3,1411,84,0,1275,2014,y
0.18,0.49,0,4,0,16,2,1512,57,0,5258,2003,n
0.13,0.5,0,6,0,8,28,1198,92,0,6371,2000,n
0.22,0.52,1,0,1,3,10,1110,92,0,14360,1978,n
0.16,0.54,0,0,0,8,1,1383,37,0,15058,1976,y
0.12,0.49,6,7,1,19,6,1541,83,0.005253,2094,2012,n
0.18,0.46,1,7,2,19,5,1214,163,0,3949,2007,n
0.17,0.49,5,1,1,15,5,1499,109,0,10188,1990,n
0.19,0.51,6,1,0,9,5,1452,66,0,7232,1998,n
0.17,0.53,2,6,1,17,4,1488,33,0,13567,1980,n
0.14,0.51,0,3,0,4,2,1471,58,0,6343,2000,n
0.19,0.46,3,5,0,16,1,1321,49,0,11600,1986,n
0.11,0.45,9,0,0,17,8,1323,107,0,6098,2001,n
0.15,0.46,1,14,2,18,10,1170,65,0,4138,2006,n
0.14,0.46,0,0,0,0,2,1222,162,0,12328,1984,n
0.13,0.51,1,2,0,7,2,1522,82,0,1450,2013,n
0.17,0.47,0,0,1,9,12,1101,131,0,15527,1975,y
0.26,0.49,1,9,1,22,10,1396,48,0,9598,1991,n
0.13,0.49,5,7,3,25,1,1646,40,0,918,2015,n
0.26,0.49,1,6,0,11,6,1358,95,0,8044,1995,n
0.17,0.48,1,0,4,15,5,1483,88,0,3244,2009,y
0.16,0.51,1,11,0,17,20,1365,29,0,5916,2001,n
