@relation 'features-weka.filters.unsupervised.attribute.Remove-R22,25-weka.filters.unsupervised.attribute.Remove-R1,4-5,7,9,12-13,15,18,21-22'

@attribute Polarity numeric
@attribute Subjectivity numeric
@attribute OT numeric
@attribute BoM numeric
@attribute PoGP numeric
@attribute AllScriptureCount numeric
@attribute AuthorityMentions numeric
@attribute WordQuantity numeric
@attribute FirstPersonPronoun numeric
@attribute PercentInQuotes numeric
@attribute DaysElapsed numeric
@attribute YearGiven numeric
@attribute PopularByAbsolute {y,n}

@data
0.21,0.5,3,2,1,25,8,1482,95,0,11607,1986,n
0.19,0.48,0,5,1,14,18,1358,50,0.003328,2430,2011,n
0.14,0.54,0,8,0,11,4,1082,124,0.047648,176,2017,n
0.19,0.52,0,1,0,5,5,1116,34,0.002741,911,2015,n
0.14,0.54,0,8,0,11,4,1082,124,0.047648,176,2017,y
0.23,0.49,0,0,0,0,2,725,45,0,3870,2007,n
0.26,0.54,0,3,0,6,4,939,31,0,3142,2009,n
0.23,0.52,0,5,5,26,14,1406,35,0,4117,2006,n
0.14,0.54,4,5,3,32,2,1268,30,0,1781,2013,y
0.2,0.53,2,10,0,22,6,1418,24,0,5132,2003,y
0.12,0.53,1,9,0,12,0,1322,72,0,5020,2004,n
0.22,0.48,0,2,0,4,13,1075,127,0,1051,2015,n
0.15,0.47,1,0,0,1,1,460,24,0,839,2015,n
0.19,0.51,2,3,0,11,11,1204,66,0,1751,2013,n
0.16,0.47,0,4,0,15,8,1253,39,0.003198,2549,2010,n
0.19,0.47,0,6,0,10,27,1680,66,0,5386,2003,n
0.21,0.48,3,4,0,7,17,1265,44,0,4187,2006,n
0.26,0.53,3,12,0,23,9,1417,25,0,6385,2000,n
0.16,0.52,15,9,0,34,31,1343,39,0,1947,2012,y
0.2,0.49,1,0,0,3,9,1132,50,0,4962,2004,n
0.19,0.53,2,39,5,65,12,1396,45,0.001021,316,2017,y
0.19,0.53,2,39,5,65,12,1396,45,0.001021,316,2017,n
0.18,0.51,1,3,0,8,5,1089,90,0.009671,2325,2011,n
0.19,0.52,1,2,1,6,15,1506,52,0,4089,2006,y
0.13,0.44,1,1,0,2,14,1486,106,0,7358,1997,n
0.14,0.46,0,2,0,13,4,1111,64,0,4579,2005,n
0.17,0.54,1,7,1,21,1,1196,46,0,1989,2012,n
0.23,0.48,0,6,0,14,5,1143,85,0,4908,2004,n
0.19,0.55,0,0,0,0,1,1327,92,0,12706,1983,n
0.2,0.48,0,1,0,4,43,1528,107,0,6966,1998,n
0.2,0.47,2,6,1,13,5,1146,100,0,3445,2008,n
0.19,0.48,0,1,0,3,13,1529,75,0,904,2015,y
0.1,0.43,10,0,0,14,24,1459,76,0,8151,1995,y
0.19,0.49,2,2,11,17,2,1326,62,0,3608,2008,n
0.18,0.52,1,0,1,9,10,987,47,0,3830,2007,n
0.19,0.53,1,2,6,11,0,1332,39,0,5300,2003,n
0.14,0.49,4,7,0,12,0,1206,59,0.017308,6266,2000,n
0.27,0.55,0,2,0,6,21,1292,54,0,6504,2000,n
0.08,0.42,1,1,0,2,10,1369,58,0.007603,2395,2011,n
0.16,0.5,1,0,0,4,0,1471,130,0,792,2015,n
0.16,0.51,4,4,0,15,23,1128,29,0,5671,2002,n
0.16,0.51,4,4,0,15,23,1128,29,0,5671,2002,n
0.18,0.5,0,0,0,3,2,1398,114,0,13154,1981,n
0.23,0.53,1,6,0,14,1,1253,150,0,9395,1992,n
0.21,0.53,1,8,1,12,2,1431,47,0,9096,1993,n
0.09,0.52,1,4,0,12,1,1367,30,0,8779,1993,n
0.14,0.48,2,11,1,16,6,1609,130,0,9677,1991,n
0.15,0.48,0,4,1,16,3,1589,52,0,7633,1997,n
0.09,0.47,3,4,0,17,8,1305,41,0,5531,2002,n
0.22,0.52,0,2,0,5,10,1276,41,0,5741,2002,n
0.2,0.54,1,4,0,11,10,1225,40,0,4961,2004,n
0.23,0.51,3,4,2,22,10,1423,69,0,1779,2013,n
0.19,0.54,1,18,2,38,6,1829,142,0,2999,2009,y
0.09,0.47,3,4,0,17,8,1305,41,0,5531,2002,y
0.28,0.46,7,2,2,15,0,1054,98,0,4961,2004,y
0.08,0.52,2,2,0,8,0,1023,73,0,5601,2002,y
0.09,0.51,0,1,1,2,10,1295,31,0,5727,2002,n
0.11,0.49,0,5,2,11,2,1627,22,0.002438,232,2017,y
0.25,0.49,5,8,2,21,5,1464,68,0.004628,1093,2014,n
0.14,0.46,3,1,0,6,6,1378,147,0,3039,2009,y
0.17,0.5,6,0,0,9,11,1231,151,0,239,2017,y
0.2,0.44,0,1,0,3,23,1568,61,0,7197,1998,n
0.16,0.48,0,12,0,15,40,3893,78,0,15079,1976,n
0.13,0.44,0,0,0,0,49,1858,19,0,15756,1974,n
0.18,0.49,0,3,0,9,7,1548,85,0,6833,1999,n
0.17,0.51,6,4,1,17,17,1427,91,0.111977,155,2017,y
0.22,0.51,1,3,0,20,11,1084,32,0,14495,1978,y
0.18,0.47,0,1,0,6,11,1090,22,0,11397,1986,y
0.15,0.51,1,3,0,7,33,982,35,0,13791,1980,y
0.18,0.46,1,8,0,12,22,1953,101,0,14856,1977,y
0.24,0.49,1,1,0,3,7,1215,17,0,14150,1979,y
0.17,0.53,0,2,0,11,25,1396,58,0,15695,1974,y
0.15,0.47,3,6,0,17,2,922,13,0,11005,1987,y
0.24,0.53,0,1,0,2,15,1379,57,0,16066,1973,y
0.26,0.52,3,0,0,3,11,1464,76,0,16283,1973,n
0.2,0.5,0,0,0,22,4,1050,29,0,13378,1981,y
0.16,0.52,1,6,0,10,13,1111,50,0,12478,1983,n
0.13,0.44,3,0,0,9,6,1279,36,0,14841,1977,y
0.16,0.55,0,7,0,15,6,1532,95,0,12813,1982,n
0.17,0.51,2,2,7,16,5,1395,109,0,12244,1984,n
0.11,0.44,0,0,0,5,2,1416,21,0,12601,1983,n
0.22,0.59,0,4,0,18,0,1010,53,0,13329,1981,n
0.23,0.57,2,1,0,6,0,1203,41,0,11873,1985,n
0.24,0.52,0,0,1,6,3,1020,57,0,5041,2004,n
0.15,0.51,0,2,0,9,9,1183,55,0,10753,1988,n
0.23,0.55,0,4,1,12,11,1205,98,0,5405,2003,n
0.13,0.38,1,0,0,2,6,1546,42,0,2836,2010,n
0.16,0.47,0,0,0,2,9,1467,39,0,9887,1990,n
0.28,0.49,0,1,0,7,10,1095,52,0,14675,1977,n
0.23,0.47,1,0,0,20,15,1257,45,0,12533,1983,n
0.25,0.48,0,1,0,7,20,1129,46,0,15233,1976,n
0.23,0.49,2,1,1,25,15,1319,22,0.05803,13324,1981,n
0.26,0.55,0,1,1,14,5,932,20,0,11438,1986,n
0.21,0.49,0,0,0,5,20,1421,57,0,15823,1974,n
0.21,0.54,0,2,0,2,5,1078,23,0,5538,2002,n
0.23,0.48,0,0,0,4,7,898,41,0,12790,1982,n
0.18,0.46,0,0,0,1,9,1646,53,0,3354,2008,n
0.11,0.49,0,11,0,11,3,902,21,0.000381,14512,1978,n
0.23,0.45,0,0,0,0,20,975,55,0,12715,1983,n
0.14,0.44,0,0,0,0,10,1447,66,0,8793,1993,n
0.18,0.52,0,5,0,22,6,1361,78,0.007451,1590,2013,n
0.22,0.47,1,1,0,10,4,1014,129,0,1660,2013,n
0.21,0.52,2,1,0,3,16,1005,38,0,1415,2014,y
0.18,0.49,1,4,0,13,7,1245,97,0,3837,2007,n
0.13,0.55,6,8,2,80,1,1765,19,0,8674,1994,n
0.21,0.5,0,7,1,14,11,1305,75,0.00066,5349,2003,n
0.13,0.49,0,1,0,26,6,1528,30,0,7820,1996,n
0.23,0.5,0,3,0,4,0,1121,61,0,4961,2004,n
0.09,0.42,0,0,0,0,4,469,9,0,587,2016,n
0.16,0.47,1,8,0,19,15,1405,109,0,13170,1981,y
0.22,0.54,3,11,0,31,3,1183,59,0,4684,2005,n
0.3,0.48,0,4,1,8,6,836,102,0,15177,1976,n
0.18,0.5,4,10,1,23,1,1388,50,0,12237,1984,n
0.16,0.49,2,8,0,22,5,1687,86,0.002884,8212,1995,n
0.13,0.55,2,0,1,13,0,1169,21,0,11523,1986,n
0.17,0.5,0,0,1,17,2,1107,19,0,12615,1983,n
0.16,0.59,1,1,0,9,1,911,20,0,14169,1979,n
0.15,0.47,0,1,0,6,9,1486,76,0,9523,1991,n
0.17,0.49,3,10,7,40,7,1723,82,0,8163,1995,n
0.25,0.57,0,3,0,7,12,1383,157,0,15478,1975,y
0.18,0.53,2,4,2,15,7,1253,72,0,1457,2013,y
0.12,0.5,0,3,1,16,15,1502,71,0,7302,1997,y
0.11,0.53,1,7,0,13,10,1054,40,0,4173,2006,n
0.2,0.51,1,12,0,30,11,1456,86,0,3907,2007,n
0.19,0.5,1,3,1,10,4,1308,130,0,15940,1974,n
0.15,0.48,0,0,0,0,27,1042,99,0,10879,1988,y
0.22,0.5,0,3,0,7,5,1135,66,0,10944,1987,n
0.21,0.51,1,0,3,6,5,1111,75,0,2825,2010,y
0.13,0.46,0,4,0,6,2,1198,78,0,11572,1986,n
0.16,0.49,2,2,1,7,8,1104,86,0,4705,2005,n
0.17,0.53,0,1,0,2,3,1143,88,0,7547,1997,n
0.23,0.52,5,1,1,13,1,1515,114,0,9404,1992,n
0.31,0.55,0,0,0,0,1,954,59,0,7330,1997,n
0.25,0.56,7,1,0,12,1,1201,45,0,8443,1994,n
0.23,0.55,0,0,0,2,15,1134,37,0,12860,1982,n
0.22,0.53,0,0,0,0,6,1095,52,0,9906,1990,y
0.16,0.49,2,0,0,2,7,1140,52,0,4047,2006,n
0.18,0.49,1,0,0,7,1,1181,73,0,14878,1977,y
0.13,0.54,0,0,0,2,2,1006,79,0,16136,1973,y
0.24,0.55,0,0,0,6,2,1081,56,0.003771,14533,1978,n
0.31,0.56,3,3,0,8,3,848,83,0,12489,1983,n
0.16,0.51,0,0,0,4,11,1207,46,0,13905,1979,n
0.16,0.53,3,0,0,3,2,886,59,0,6574,1999,y
0.17,0.54,0,0,0,3,3,1119,50,0,15737,1974,y
0.13,0.51,0,0,1,5,4,746,116,0,17557,1969,y
0.21,0.56,0,1,0,5,8,1488,102,0,8669,1994,y
0.28,0.59,0,1,1,5,10,1194,54,0,8079,1995,n
0.13,0.52,2,0,0,10,6,1081,74,0,14129,1979,n
0.2,0.58,3,0,0,4,3,1147,24,0,7605,1997,y
0.26,0.57,2,3,0,7,0,994,41,0,6959,1998,n
0.2,0.56,0,0,0,1,16,950,83,0,4453,2005,n
0.36,0.59,0,0,0,2,7,717,13,0,5195,2003,n
0.17,0.54,1,1,0,6,3,1148,41,0,7743,1996,y
0.14,0.48,0,0,0,4,3,1044,46,0,15210,1976,n
0.21,0.52,0,0,1,2,2,953,28,0,3725,2007,n
0.23,0.53,0,1,1,4,2,1087,67,0,9178,1992,n
0.27,0.56,0,0,0,0,8,888,58,0,11761,1985,n
0.24,0.58,0,0,0,2,6,1135,65,0,10314,1989,n
0.16,0.5,0,3,0,13,5,1514,126,0,4509,2005,y
0.18,0.44,0,1,0,5,12,1174,93,0.005331,1730,2013,y
0.12,0.5,0,4,0,6,9,1079,169,0,3490,2008,y
0.16,0.48,0,1,0,1,1,1077,105,0.003807,2234,2011,n
0.17,0.55,0,4,0,13,2,972,53,0,7957,1996,n
0.15,0.48,0,0,0,0,28,1331,115,0,15459,1975,n
0.13,0.51,0,0,0,1,7,1150,212,0,13786,1980,n
0.12,0.53,0,0,0,3,4,1205,65,0,12454,1983,n
0.14,0.54,0,1,0,3,1,942,100,0,5615,2002,n
0.22,0.51,1,5,0,7,5,1516,50,0,2920,2009,n
0.15,0.45,0,1,1,7,0,1313,14,0.000271,5314,2003,n
0.16,0.55,0,0,0,7,3,1279,90,0,12923,1982,n
0.25,0.56,1,5,0,20,7,1481,65,0,7540,1997,n
0.12,0.53,0,0,0,2,1,989,109,0,4544,2005,n
0.18,0.59,8,0,1,14,2,1227,40,0,11831,1985,n
0.2,0.53,0,0,1,8,23,1671,175,0,16150,1973,y
0.18,0.54,4,2,1,16,12,983,87,0,7827,1996,n
0.25,0.56,0,5,3,16,12,1355,120,0,16269,1973,n
0.13,0.48,0,0,0,0,4,758,36,0,15345,1975,n
0.17,0.5,2,12,1,24,4,1083,98,0,11749,1985,n
0.19,0.54,0,1,0,7,9,1070,131,0,15303,1976,n
0.19,0.48,0,2,0,7,11,1617,89,0,15858,1974,n
0.2,0.51,0,0,0,2,4,750,89,0,15977,1974,n
0.15,0.51,1,3,0,15,21,1710,112,0,14792,1977,n
0.23,0.54,0,1,0,1,14,1625,189,0,16397,1973,n
0.19,0.52,1,1,0,10,12,1488,143,0.051379,13441,1981,n
0.23,0.55,2,3,0,13,6,1219,52,0,13868,1979,n
0.24,0.53,0,4,0,15,20,1163,183,0,12629,1983,n
0.16,0.48,0,3,1,19,9,1340,63,0,4775,2004,n
0.12,0.46,6,4,1,23,13,1211,53,0,4961,2004,n
0.16,0.47,1,8,0,12,5,1121,96,0,6905,1999,n
0.2,0.52,1,9,0,13,8,1315,82,0,8697,1994,n
0.16,0.46,0,0,0,0,7,676,39,0,7764,1996,n
0.2,0.53,0,1,0,1,5,1025,36,0,7344,1997,y
0.18,0.45,0,4,1,6,9,1305,150,0,11532,1986,y
0.15,0.5,0,11,0,16,8,1234,81,0,9514,1991,n
0.19,0.47,0,1,0,1,5,1313,128,0,8861,1993,n
0.15,0.49,0,7,0,12,29,1289,206,0,10258,1989,y
0.15,0.53,0,0,1,2,8,755,29,0,5938,2001,n
0.21,0.52,2,5,0,13,7,1309,48,0,7771,1996,n
0.21,0.51,2,3,2,13,3,1234,31,0,8060,1995,y
0.2,0.48,0,0,0,5,2,1114,127,0,13497,1980,n
0.21,0.57,0,5,0,9,1,1098,96,0,4098,2006,y
0.15,0.54,0,7,2,11,4,1133,74,0,11334,1986,n
0.33,0.57,0,0,0,0,13,375,4,0,1177,2014,n
0.2,0.56,0,3,0,6,5,1029,53,0,6315,2000,n
0.12,0.47,0,0,0,3,21,1166,175,0,10678,1988,n
0.22,0.52,0,4,0,12,3,1016,42,0,7752,1996,y
0.19,0.54,1,4,0,11,6,877,38,0,3606,2008,y
0.16,0.52,0,1,0,5,9,1364,249,0,9591,1991,n
0.18,0.54,1,7,0,11,10,1147,112,0,9922,1990,y
0.15,0.47,2,2,7,17,5,1157,35,0.025044,6847,1999,n
0.14,0.51,2,1,0,9,12,1817,93,0,12734,1983,y
0.12,0.45,2,0,0,7,6,1145,54,0.011096,3242,2009,n
0.08,0.5,5,2,2,15,5,1828,101,0,13770,1980,n
0.13,0.53,3,7,0,20,11,1623,50,0,10543,1989,n
0.21,0.5,0,1,0,8,27,1578,37,0.010386,6329,2000,n
0.19,0.51,1,0,1,8,9,1234,44,0,15464,1975,n
0.14,0.44,1,3,1,16,1,906,19,0,14178,1979,n
0.14,0.52,1,2,0,13,8,1015,41,0,9061,1993,n
0.16,0.51,3,4,0,7,2,1109,26,0,9460,1992,n
0.17,0.48,1,7,0,17,2,1000,23,0,10487,1989,y
0.29,0.48,0,0,0,2,3,820,47,0,20671,1961,n
0.18,0.5,0,9,0,13,19,1071,40,0,9950,1990,n
0.23,0.46,0,0,0,1,2,696,9,0,16430,1972,y
0.23,0.56,0,0,0,3,17,1056,20,0,11250,1987,n
0.15,0.51,2,0,1,6,3,1270,131,0,18079,1968,y
0.13,0.47,0,1,0,5,7,841,79,0,22702,1955,y
0.12,0.54,0,16,0,20,3,1744,29,0,12521,1983,y
0.16,0.49,0,0,0,0,8,1202,51,0,11845,1985,n
0.23,0.49,0,0,0,10,20,1472,69,0,7295,1997,n
0.2,0.45,0,2,0,14,3,1309,48,0,12323,1984,n
0.2,0.52,0,0,0,2,11,1099,134,0,14064,1979,n
0.18,0.49,1,1,0,6,4,1732,69,0,13616,1980,y
0.16,0.52,0,0,0,0,4,1348,92,0.129259,13359,1981,y
0.22,0.56,0,0,0,2,75,1363,82,0,15450,1975,n
0.22,0.5,1,6,0,36,18,1727,87,0,13268,1981,n
0.18,0.55,5,2,2,20,2,1164,50,0,9654,1991,n
0.2,0.52,0,0,0,0,3,426,15,0.003559,3758,2007,n
0.21,0.52,0,0,0,0,1,497,15,0,4122,2006,n
0.19,0.41,0,0,0,0,0,425,8,0,3870,2007,n
0.12,0.5,0,4,0,7,5,1049,30,0,5356,2003,n
0.15,0.5,0,5,0,12,21,1591,113,0,3235,2009,n
0.09,0.44,0,2,0,9,4,1434,87,0.002348,2017,2012,n
0.15,0.55,0,6,3,17,2,1151,78,0,4761,2004,n
0.17,0.5,0,1,2,9,13,1240,74,0.002194,5237,2003,n
0.18,0.51,4,2,1,11,5,1385,29,0.00931,10515,1989,n
0.23,0.52,0,0,1,1,0,1317,79,0.000231,14897,1977,n
0.22,0.54,0,7,0,13,6,1591,190,0.001976,13142,1981,n
0.13,0.55,0,7,0,14,6,1561,35,0.003059,12300,1984,n
0.19,0.5,1,0,1,4,8,1545,84,0.00083,13910,1979,n
0.2,0.54,1,4,1,13,0,1298,21,0,11931,1985,n
0.11,0.47,0,12,0,13,0,1171,54,0,10825,1988,n
0.11,0.47,3,2,1,10,5,1209,19,0,12678,1983,n
0.18,0.49,0,0,0,6,16,1202,33,0,15863,1974,n
0.15,0.45,0,0,0,1,5,1103,61,0,13539,1980,n
0.15,0.43,1,0,0,8,14,1083,16,0,14267,1978,n
0.22,0.56,1,2,1,11,6,1720,138,0,7253,1998,n
0.21,0.54,2,6,1,25,31,1484,70,0,8191,1995,n
0.29,0.56,0,9,1,20,14,1149,56,0,13896,1979,n
0.24,0.53,3,13,4,45,14,1528,88,0,12848,1982,n
0.21,0.49,0,1,0,2,5,1198,72,0,13098,1982,n
0.22,0.52,0,3,0,13,12,1426,81,0,10524,1989,n
0.12,0.44,4,20,0,39,1,1312,36,0,6000,2001,n
0.16,0.42,1,1,0,7,11,1234,154,0.001245,2465,2011,y
0.1,0.52,0,1,0,2,36,1272,44,0,14939,1977,n
0.18,0.46,0,6,0,11,9,1172,63,0,1720,2013,n
0.18,0.46,0,6,0,11,9,1172,63,0,1720,2013,n
0.2,0.52,0,4,0,6,3,1472,119,0,8604,1994,n
0.06,0.48,0,3,0,5,8,1207,78,0,5902,2001,n
0.11,0.49,7,13,0,27,4,1624,226,0,7099,1998,n
0.17,0.5,2,4,0,6,7,1316,56,0.008303,6968,1998,n
0.17,0.52,2,0,0,7,16,1378,59,0,14526,1978,n
0.17,0.49,0,0,0,0,24,1224,51,0.030897,5944,2001,n
0.2,0.52,3,0,0,4,1,893,13,0,15513,1975,n
0.31,0.55,6,3,0,17,4,964,39,0.006362,4656,2005,n
0.22,0.51,1,3,0,8,22,979,48,0,8499,1994,n
0.21,0.49,1,1,0,8,11,1100,35,0.002784,13406,1981,n
0.2,0.5,2,0,0,4,12,1184,34,0,7316,1997,n
0.24,0.5,1,2,0,6,4,915,41,0,16178,1973,n
0.25,0.54,1,0,0,3,9,1112,44,0.002235,11978,1985,n
0.31,0.5,2,3,0,8,27,1348,45,0,16033,1974,n
0.24,0.51,0,1,0,3,11,910,25,0,13758,1980,y
0.18,0.46,3,2,2,8,16,1231,70,0.003481,7997,1996,n
0.28,0.47,1,5,0,10,5,1178,34,0,6651,1999,n
0.2,0.55,8,3,0,15,4,1111,55,0,12517,1983,y
0.15,0.51,0,0,0,63,1,1284,93,0,14141,1979,n
0.13,0.52,1,3,0,9,10,1277,38,0.003347,8415,1994,y
0.14,0.46,0,3,0,4,21,1050,35,0,11385,1986,n
0.19,0.49,5,14,0,38,6,1254,46,0,8851,1993,y
0.18,0.51,0,1,0,3,0,989,169,0,1247,2014,n
0.08,0.53,0,2,0,8,8,1564,139,0,7463,1997,y
0.17,0.51,1,3,0,7,9,1245,69,0,12624,1983,n
0.23,0.54,0,2,1,14,28,1401,132,0,10326,1989,n
0.2,0.48,0,1,0,7,11,1430,71,0,14456,1978,n
0.13,0.45,0,0,0,8,5,1249,65,0,15877,1974,n
0.14,0.46,3,7,0,13,6,1156,78,0,2444,2011,y
0.11,0.53,4,3,0,20,5,1339,59,0,1863,2012,y
0.22,0.53,0,0,0,0,2,1138,162,0,7813,1996,n
0.12,0.5,0,2,0,4,11,1138,133,0,1366,2014,n
0.17,0.49,1,1,0,4,15,1564,82,0,2311,2011,n
0.26,0.52,0,0,0,0,1,518,42,0.027347,10305,1989,n
0.19,0.51,0,0,0,2,2,672,17,0.174312,9206,1992,n
0.18,0.52,0,0,0,1,1,609,47,0.123314,9451,1992,y
0.12,0.53,1,1,0,2,0,615,50,0.10817,8723,1994,n
0.21,0.54,0,0,1,1,4,737,16,0.059302,8345,1995,n
0.19,0.56,1,0,0,2,5,601,60,0.052185,8121,1995,n
0.17,0.49,1,0,0,3,0,516,26,0.067308,9577,1991,n
0.15,0.5,1,1,0,2,1,695,29,0.107587,8842,1993,n
0.13,0.52,1,2,1,5,10,1670,79,0,6938,1998,n
0.22,0.54,5,10,0,18,9,1379,110,0,8123,1995,n
0.22,0.55,1,1,1,6,2,1261,109,0,7687,1996,n
0.18,0.49,1,1,0,5,10,1442,86,0,8515,1994,n
0.21,0.48,0,2,0,2,5,1149,179,0,9024,1993,n
0.22,0.55,1,1,1,6,2,1261,109,0,7687,1996,n
0.2,0.47,0,4,0,8,19,1294,44,0.006663,1758,2013,n
0.23,0.53,0,0,0,4,4,1090,34,0,4502,2005,n
0.22,0.5,0,13,1,18,6,1086,92,0,3186,2009,n
0.19,0.51,0,7,0,18,16,1392,64,0,2297,2011,n
0.17,0.49,0,13,0,30,12,1304,89,0,2152,2012,y
0.05,0.41,0,0,0,0,0,1236,13,0,7701,1996,n
0.21,0.49,0,3,0,7,2,1371,95,0,2738,2010,y
0.12,0.46,3,1,0,7,4,1670,105,0,2745,2010,n
0.17,0.54,2,13,3,24,10,1191,46,0.002625,603,2016,n
0.21,0.49,0,3,0,7,2,1371,95,0,2738,2010,y
0.19,0.49,6,10,4,36,14,1450,56,0,5895,2001,n
0.22,0.52,0,0,0,5,5,1672,101,0,12496,1983,n
0.14,0.5,1,0,0,3,2,1673,116,0,12867,1982,n
0.14,0.51,2,1,0,9,12,1817,93,0,12734,1983,y
0.09,0.51,2,2,0,10,7,1857,119,0,13059,1982,y
0.18,0.5,0,0,0,1,8,1392,91,0,12132,1984,n
0.13,0.47,2,0,0,3,6,1463,61,0,12006,1985,y
0.15,0.46,0,0,0,0,8,1220,146,0,13602,1980,y
0.16,0.5,1,0,0,2,9,1417,68,0,11404,1986,n
0.14,0.49,0,0,0,0,9,1535,134,0,13231,1981,n
0.09,0.51,0,3,0,10,4,1441,77,0,11278,1987,y
0.1,0.49,3,1,0,10,2,1608,152,0,15886,1974,y
0.15,0.47,2,2,7,17,5,1157,35,0.025044,6847,1999,y
0.12,0.53,0,1,0,3,6,1381,121,0,13245,1981,y
0.15,0.52,2,5,0,25,5,1577,105,0,7577,1997,y
0.21,0.52,0,0,0,6,4,1599,24,0,10676,1988,n
0.16,0.49,0,0,0,3,1,1551,38,0,11033,1987,y
0.24,0.56,2,4,0,9,2,1225,62,0,6497,2000,y
0.09,0.52,3,2,0,23,17,1571,54,0,3370,2008,y
0.12,0.49,1,0,0,6,9,2206,71,0,14162,1979,n
0.17,0.51,1,0,0,3,2,1270,51,0,11768,1985,n
0.11,0.51,1,1,0,7,8,1632,70,0,11635,1986,y
0.13,0.44,2,0,0,3,5,1646,27,0.001192,470,2016,y
0.12,0.45,2,0,0,7,6,1145,54,0.011096,3242,2009,y
0.11,0.51,10,5,0,20,13,1574,169,0,15039,1976,n
0.06,0.5,0,4,0,6,12,1418,73,0,12356,1984,y
0.1,0.48,0,0,0,0,0,2245,123,0,14876,1977,n
0.18,0.51,1,2,1,13,19,1428,84,0,4826,2004,y
0.08,0.5,5,2,2,15,5,1828,101,0,13770,1980,y
0.13,0.53,3,7,0,20,11,1623,50,0,10543,1989,y
0.21,0.53,1,0,0,1,4,1406,106,0,3060,2009,y
0.15,0.53,0,2,0,4,1,1557,79,0.000435,1002,2015,y
0.14,0.45,1,10,0,12,8,1472,78,0,876,2015,y
0.22,0.54,0,0,1,2,10,1453,127,0.002566,624,2016,n
0.19,0.5,2,6,1,13,6,1235,84,0,1240,2014,n
0.15,0.51,0,0,0,2,3,575,28,0,3030,2009,n
0.18,0.52,0,0,0,0,0,417,36,0,3394,2008,n
0.15,0.5,1,1,0,4,5,1013,30,0,4159,2006,n
0.18,0.49,1,0,0,4,3,1281,121,0.009246,5272,2003,n
0.21,0.54,0,4,0,5,2,1064,82,0,4866,2004,n
0.18,0.5,0,0,1,2,47,1603,113,0,6980,1998,n
0.19,0.47,1,5,0,12,12,1836,77,0,8725,1994,n
0.14,0.48,1,1,0,2,0,481,5,0,12062,1984,n
0.19,0.5,1,15,0,30,4,1236,43,0,5384,2003,n
0.15,0.47,1,2,1,5,8,1833,88,0,7876,1996,n
0.17,0.53,0,0,3,6,1,1037,27,0,5797,2002,n
0.2,0.51,0,7,0,22,7,1538,154,0,12232,1984,y
0.17,0.5,0,1,0,2,1,1445,167,0,12951,1982,n
0.15,0.5,0,1,0,1,0,1372,234,0,14092,1979,y
0.21,0.52,0,0,0,1,5,1061,108,0,5839,2001,n
0.2,0.49,0,0,0,3,6,1151,91,0,16341,1973,y
0.19,0.49,1,2,3,11,3,1316,64,0,15555,1975,n
0.19,0.54,0,1,0,13,3,1147,39,0,5048,2004,n
0.18,0.52,3,0,1,11,37,1377,50,0,11896,1985,y
0.15,0.47,0,1,0,11,4,1030,77,0,15982,1974,n
0.19,0.47,17,15,2,62,16,1446,71,0,2031,2012,n
0.19,0.47,17,15,2,62,16,1446,71,0,2031,2012,n
0.19,0.49,5,7,0,22,3,1429,73,0,6812,1999,n
0.21,0.5,1,4,0,14,3,1128,48,0,6714,1999,n
0.18,0.45,0,0,0,1,55,2092,86,0,3746,2007,n
0.2,0.49,1,1,0,7,14,2527,121,0.002471,3382,2008,n
0.17,0.51,0,0,0,13,30,1395,60,0,4481,2005,n
0.14,0.52,10,3,2,32,3,1575,78,0,9283,1992,n
0.14,0.49,1,0,0,15,3,1493,38,0,2654,2010,n
0.22,0.55,3,1,1,18,3,1121,76,0,3823,2007,n
0.15,0.44,4,11,1,22,8,1618,50,0,10795,1988,n
0.16,0.48,1,0,3,12,9,2469,87,0.003006,2388,2011,y
0.24,0.54,2,17,0,30,6,1437,54,0,5174,2003,n
0.19,0.49,1,1,0,5,9,1415,95,0,2941,2009,y
0.17,0.52,4,11,1,31,18,2429,219,0.003383,1408,2014,y
0.2,0.56,1,0,0,3,24,1163,82,0,15550,1975,n
0.28,0.56,3,1,1,14,19,1126,40,0,14778,1977,n
0.18,0.51,1,16,0,33,37,1839,76,0,8487,1994,n
0.21,0.54,0,2,0,10,7,1242,23,0,14050,1979,n
0.23,0.54,3,4,1,20,6,1403,69,0,5426,2003,y
0.22,0.49,4,1,0,8,19,1473,145,0,6597,1999,n
0.12,0.5,0,4,0,7,12,1500,44,0,11357,1986,n
0.16,0.53,1,5,0,9,12,1399,58,0,6238,2000,y
0.15,0.51,8,4,1,21,11,1715,40,0,9250,1992,n
0.18,0.51,1,14,1,26,11,1387,49,0,7617,1997,n
0.2,0.52,0,7,1,24,4,1563,42,0,5050,2004,n
0.21,0.53,1,8,0,25,0,1215,40,0,4194,2006,n
0.16,0.5,0,4,1,15,7,1035,46,0,4005,2006,n
0.18,0.43,1,0,0,1,12,1246,124,0,2227,2011,n
0.27,0.53,0,0,0,1,0,387,19,0.007101,3142,2009,n
0.13,0.51,0,4,0,9,3,1519,156,0,7113,1998,n
0.16,0.46,0,0,0,0,1,408,41,0,1938,2012,n
0.25,0.54,0,2,2,7,7,1440,71,0,3559,2008,y
0.18,0.52,0,2,1,15,25,1522,22,0,2143,2012,y
