@relation 'features-weka.filters.unsupervised.attribute.Remove-R22,25-weka.filters.unsupervised.attribute.Remove-R1,4-5,7,9,13,18,21-22'

@attribute Polarity numeric
@attribute Subjectivity numeric
@attribute OT numeric
@attribute BoM numeric
@attribute PoGP numeric
@attribute AllScriptureCount numeric
@attribute StoryNames numeric
@attribute AuthorityMentions numeric
@attribute WeToYouRatio numeric
@attribute WordQuantity numeric
@attribute FirstPersonPronoun numeric
@attribute PercentInQuotes numeric
@attribute DaysElapsed numeric
@attribute YearGiven numeric
@attribute PopularByAbsolute {y,n}

@data
0.17,0.49,7,8,0,43,38,9,90.613,1928,52,0,1933,2012,y
0.17,0.45,2,0,0,4,16,1,64.48,1787,117,0,6637,1999,n
0.17,0.51,10,0,0,10,26,11,43.191,1824,180,0,11406,1986,n
0.17,0.48,0,4,2,13,31,10,13.333,2223,57,0,4383,2005,y
0.23,0.5,10,4,1,23,35,8,56.049,1606,136,0,12260,1984,n
0.12,0.47,2,2,4,17,22,23,190.441,1640,177,0,13975,1979,n
0.21,0.52,0,2,0,2,19,14,55.347,1540,121,0,10860,1988,n
0.16,0.51,1,2,0,6,6,7,402.381,1655,83,0.019415,13301,1981,n
0.13,0.46,2,8,0,13,18,2,460.8,1577,19,0,6987,1998,n
0.05,0.46,0,0,0,0,21,29,3.322,1496,72,0,16120,1973,n
0.16,0.48,0,1,0,4,12,21,244.281,1474,121,0.073342,13287,1981,n
0.14,0.53,0,3,0,14,16,6,151.38,1793,140,0,7694,1996,n
0.14,0.5,0,0,0,0,21,0,12.438,1452,179,0,7673,1996,n
0.13,0.48,0,0,0,1,29,15,41.49,1811,119,0,13259,1981,n
0.13,0.46,10,15,13,62,35,38,171.125,1873,41,0,11567,1986,n
0.22,0.52,0,0,0,3,4,12,4.091,1665,134,0,10041,1990,n
0.17,0.44,0,3,2,17,23,2,352.667,1919,34,0,6309,2000,n
0.12,0.47,4,1,0,19,22,15,297.562,1721,101,0,5986,2001,n
0.19,0.49,0,0,0,0,17,2,402.27,1543,100,0,9956,1990,n
0.13,0.49,0,4,0,5,13,16,106,1581,103,0,15487,1975,n
0.22,0.57,0,17,4,26,19,5,43.184,1264,162,0,15585,1975,n
0.16,0.47,0,0,0,0,9,3,530.45,1674,78,0,8862,1993,n
0.15,0.47,0,0,0,1,19,16,12.121,1683,217,0,15387,1975,n
0.22,0.48,2,3,0,11,12,12,179.598,1765,65,0,5778,2002,n
0.16,0.51,8,89,7,141,21,2,289,1719,40,0,10160,1990,n
0.16,0.51,1,1,2,17,33,7,450.667,1970,64,0,6749,1999,n
0.19,0.59,2,1,0,13,34,10,98.462,1733,119,0.008897,547,2016,y
0.21,0.6,7,6,5,55,7,4,162.841,1350,44,0,7696,1996,n
0.16,0.48,0,0,0,0,14,0,101.298,1677,95,0,9228,1992,n
0.21,0.49,0,4,0,4,12,4,17.067,1522,114,0,7176,1998,n
0.21,0.49,0,4,0,4,12,4,17.067,1522,114,0,7176,1998,y
0.13,0.5,0,1,0,1,32,2,29.432,1867,61,0,1898,2012,n
0.13,0.51,2,29,1,44,15,16,22.231,1663,101,0.007729,5104,2003,y
0.15,0.49,0,0,0,0,13,9,806.667,1495,69,0,9592,1991,n
0.15,0.46,0,6,2,15,33,13,85.765,1864,111,0,7659,1996,n
0.14,0.4,0,0,0,5,21,62,32.653,1371,67,0,14570,1978,n
0.22,0.53,1,3,2,14,8,10,121.817,1367,63,0,8886,1993,n
0.16,0.49,0,0,0,0,9,6,1991.273,1550,94,0,8861,1993,n
0.19,0.51,0,0,0,0,26,17,72.973,1503,169,0,12596,1983,n
0.19,0.48,0,1,0,1,12,4,29.756,1544,191,0,15733,1974,n
0.09,0.54,0,1,0,6,18,1,30.72,1506,93,0,7085,1998,n
0.18,0.5,0,1,0,13,14,6,195.174,1714,61,0,11516,1986,y
0.17,0.51,3,3,0,12,18,16,91.309,1709,175,0,8296,1995,n
0.22,0.54,0,0,0,2,10,8,23.041,1192,217,0,15522,1975,n
0.11,0.42,0,0,1,5,25,12,44.462,1877,89,0,8919,1993,n
0.26,0.54,0,2,0,6,22,122,30.392,1435,156,0,2997,2009,y
0.18,0.47,0,0,0,15,27,3,59.211,1630,71,0,13548,1980,n
0.17,0.53,0,7,1,31,21,11,585.043,1640,47,0,505,2016,y
0.08,0.52,5,0,1,15,18,8,456.333,1917,76,0,7183,1998,n
0.11,0.46,0,15,0,22,17,6,129.256,1580,110,0,8233,1995,n
0.18,0.5,3,23,0,45,12,2,531.571,1511,42,0,7799,1996,n
0.17,0.55,1,3,0,9,10,3,107.255,1730,76,0,7834,1996,n
0.15,0.5,1,0,2,8,24,12,98.327,1440,79,0,11805,1985,n
0.24,0.51,3,0,0,3,25,3,29.922,1495,124,0,14822,1977,n
0.17,0.47,4,25,4,76,19,14,1792.111,1673,30,0,7239,1998,n
0.25,0.56,12,13,1,30,27,16,63.281,1506,117,0,4462,2005,y
0.13,0.45,0,3,3,13,12,10,100.321,1675,114,0,2381,2011,n
0.15,0.52,3,12,7,34,28,22,492.308,1764,108,0,8086,1995,n
0.19,0.53,3,5,3,32,14,9,170.667,1581,56,0,6875,1999,n
0.19,0.47,2,19,5,39,24,7,392,1620,62,0,7269,1998,y
0.21,0.57,4,1,0,9,16,17,37.959,1572,166,0,6133,2001,n
0.16,0.49,1,15,0,22,12,8,230.128,1494,114,0,6896,1999,n
0.1,0.48,1,1,0,5,14,21,71.434,1508,82,0,7428,1997,n
0.18,0.51,0,0,0,3,12,1,140.029,1465,166,0,10172,1990,n
0.17,0.48,2,5,1,16,15,9,60.377,1482,85,0,12302,1984,n
0.2,0.49,5,16,4,43,14,19,14.939,1642,106,0,11425,1986,n
0.19,0.52,1,7,5,26,32,23,23.31,1627,77,0,4488,2005,n
0.27,0.57,0,0,0,0,4,25,38.752,1277,129,0,2635,2010,y
0.12,0.4,0,1,0,4,15,20,324,1572,40,0,7037,1998,n
0.15,0.49,0,0,0,15,21,0,178.571,1566,53,0,16278,1973,n
0.25,0.57,3,2,0,8,21,6,8.214,1378,186,0,11868,1985,n
0.15,0.5,0,1,0,4,7,4,11.802,1237,255,0,14806,1977,n
0.15,0.53,0,6,0,17,17,0,379.688,1387,124,0,8275,1995,n
0.16,0.48,1,4,3,37,32,28,89.471,1759,53,0,8135,1995,n
0.17,0.45,0,0,0,14,16,26,128.571,1607,57,0,2661,2010,n
0.15,0.5,0,2,0,7,17,15,43.75,1709,66,0,6735,1999,n
0.14,0.46,5,7,0,31,22,15,451.562,1680,25,0.036543,14295,1978,y
0.13,0.45,0,1,0,1,28,0,12.8,1681,16,0,7491,1997,n
0.19,0.46,0,1,1,7,10,12,426.13,1496,37,0,15391,1975,n
0.19,0.48,0,13,2,39,13,11,13,1407,30,0,4287,2006,n
0.23,0.51,0,1,0,6,21,6,87.025,1333,130,0,13996,1979,n
0.06,0.42,3,2,1,66,21,4,220.9,1453,31,0,6602,1999,y
0.17,0.5,2,2,3,12,12,0,152.321,1321,93,0,12666,1983,n
0.2,0.46,0,1,0,11,15,4,33.138,1625,93,0,12743,1983,n
0.21,0.57,8,6,2,19,17,12,143.458,1497,47,0,5505,2002,n
0.15,0.47,2,2,5,27,20,10,180,1563,22,0,7401,1997,n
0.14,0.47,0,1,0,7,16,4,564.062,1618,106,0,8499,1994,n
0.17,0.53,4,9,1,29,9,3,189.474,1323,45,0.000733,3195,2009,n
0.08,0.52,1,3,0,9,24,6,29.824,1738,135,0,12195,1984,n
0.26,0.51,0,12,2,23,26,7,62,1621,82,0,7981,1996,y
0.16,0.45,0,10,0,17,10,33,61.352,1447,107,0.014636,3923,2007,y
0.21,0.5,0,1,0,8,8,27,31.5,1578,37,0.010386,6329,2000,y
0.17,0.5,0,0,0,0,15,7,205.444,1470,105,0,8023,1995,n
0.23,0.49,0,0,0,4,9,10,84.266,1392,108,0,14969,1976,n
0.14,0.47,0,0,2,26,12,4,7.258,1642,56,0,12531,1983,n
0.12,0.44,0,1,0,3,11,7,66.273,1610,45,0,7764,1996,n
0.24,0.53,1,17,2,43,18,15,235.111,1430,41,0,6161,2001,n
0.13,0.5,6,2,0,21,13,3,106.778,1599,78,0.000556,11504,1986,n
0.2,0.49,0,0,0,0,12,14,18.248,1333,255,0,16517,1972,n
0.14,0.48,2,0,0,3,12,5,16.554,1191,97,0,15023,1976,n
0.13,0.49,1,5,1,12,32,17,6.422,1714,88,0.002789,3473,2008,n
0.13,0.45,0,1,0,2,6,25,256.267,1494,17,0.018314,5938,2001,n
0.11,0.44,2,7,1,18,14,5,44.18,1414,197,0,1044,2015,y
0.13,0.46,1,1,0,3,27,23,12.488,1599,190,0.006217,400,2016,n
0.2,0.49,7,27,4,74,15,14,122.077,1613,47,0,8361,1995,n
0.16,0.54,0,1,0,4,28,47,24.242,1628,114,0.001123,11754,1985,n
0.18,0.55,1,24,1,35,12,9,167.045,1523,51,0,6462,2000,y
0.21,0.49,1,1,1,3,13,6,299.077,1284,48,0,15667,1975,y
0.18,0.46,2,4,3,18,30,13,94.439,1431,91,0,2880,2010,n
0.21,0.51,0,0,0,7,12,4,8.393,1362,197,0,16101,1973,n
0.23,0.57,1,5,0,19,11,12,19.691,1304,87,0,6842,1999,n
0.21,0.51,0,0,0,4,14,4,91.429,1409,102,0,9087,1993,n
0.13,0.5,0,1,0,1,23,7,25.474,1500,18,0,9815,1991,y
0.17,0.56,5,17,2,42,16,16,25.09,1542,25,0,1534,2013,n
0.11,0.49,0,2,1,9,11,14,405,1641,49,0,7148,1998,n
0.08,0.46,6,5,0,15,19,10,192.364,1449,123,0,2857,2010,n
0.21,0.51,0,0,0,2,16,4,60.632,1569,161,0,12886,1982,n
0.15,0.48,0,1,1,14,10,30,36.818,1301,62,0,15828,1974,n
0.17,0.51,0,0,0,3,13,17,13.009,1496,105,0,14183,1979,n
0.13,0.46,0,0,0,4,6,7,83.565,1316,106,0,12937,1982,n
0.16,0.51,5,2,4,30,30,2,234.722,1678,37,0,6595,1999,n
0.16,0.54,8,22,6,73,13,5,189.391,1486,41,0,9740,1991,y
0.14,0.44,1,0,0,2,48,2,16,1775,13,0,2710,2010,n
0.25,0.56,2,3,0,7,20,7,59.586,1315,126,0,16010,1974,n
0.13,0.52,0,5,0,6,8,10,216.409,1424,76,0,8219,1995,n
0.13,0.5,0,0,0,0,12,2,29.807,1298,185,0,14645,1977,n
0.22,0.56,1,2,0,9,36,13,57.075,1417,62,0,15891,1974,n
0.11,0.5,0,6,0,23,16,8,116.64,1568,76,0,7365,1997,n
0.13,0.46,2,4,0,11,31,3,119.043,1685,62,0,4621,2005,y
0.18,0.54,4,6,2,30,21,8,112.067,1737,79,0,13273,1981,n
0.18,0.5,0,1,0,5,9,8,10.191,1249,74,0,14995,1976,y
0.19,0.52,4,2,1,25,18,13,100.042,1420,86,0,7960,1996,n
0.17,0.51,0,2,0,4,26,4,73.081,1430,109,0.000596,14155,1979,n
0.14,0.48,0,0,0,0,24,5,3.227,1379,131,0.0002,14301,1978,n
0.21,0.57,1,4,0,6,22,5,23.881,1367,128,0.004183,8114,1995,n
0.2,0.52,2,8,0,12,20,6,39.185,1526,115,0,6784,1999,n
0.19,0.55,1,8,1,19,6,2,1200.5,1273,44,0,6511,2000,n
0.17,0.5,0,2,0,4,9,11,74.473,1513,81,0,7092,1998,n
0.16,0.5,1,1,0,9,9,8,504.692,1507,62,0,6588,1999,n
0.22,0.52,2,0,0,10,11,3,39.446,1409,119,0.002208,15424,1975,n
0.19,0.52,3,2,0,12,9,18,21.062,1425,104,0,8870,1993,n
0.14,0.5,0,0,0,3,12,5,184.471,1589,91,0,15009,1976,y
0.15,0.44,1,3,1,9,27,15,34.043,1537,100,0.001211,1226,2014,n
0.2,0.5,5,5,0,14,21,39,61.929,1466,95,0,834,2015,y
0.18,0.5,1,2,1,12,8,4,194.077,1473,84,0,2675,2010,n
0.16,0.49,5,1,2,14,24,8,197.561,1478,53,0,15305,1976,n
0.16,0.46,0,1,4,10,18,5,17.126,1270,88,0,14113,1979,n
0.16,0.52,0,11,4,27,15,6,414.188,1289,57,0,12587,1983,n
0.15,0.44,0,8,2,20,16,6,133.898,1598,96,0.003046,1667,2013,y
0.09,0.46,0,0,0,3,15,12,30.26,1096,230,0.00061,23660,1953,y
0.15,0.46,0,1,0,3,34,15,27.429,1467,55,0,16458,1972,n
0.21,0.55,0,0,0,5,9,12,43.583,1363,95,0,14323,1978,n
0.22,0.56,0,0,0,0,22,3,52.319,1287,140,0,13805,1980,n
0.18,0.54,0,2,1,5,14,4,3.169,1280,50,0,14694,1977,y
0.1,0.44,0,1,0,3,37,25,5.263,1550,31,0,5594,2002,n
0.11,0.45,1,3,2,43,18,4,21.6,1253,22,0,5804,2002,n
0.15,0.43,0,0,0,5,32,32,156.25,1525,5,0,4467,2005,n
0.18,0.51,3,8,1,20,13,5,1326.125,1326,52,0,8289,1995,n
0.13,0.49,4,4,0,16,15,6,54.188,1289,89,0,15333,1975,n
0.26,0.53,9,10,1,46,18,7,91.267,1429,35,0,7177,1998,n
0.25,0.53,2,0,0,4,15,0,15.803,1028,219,0.008866,23557,1953,n
0.14,0.47,0,1,1,8,10,16,177.941,1413,39,0.001652,14997,1976,y
0.07,0.41,3,0,0,5,17,1,85.562,1297,113,0,12979,1982,n
0.22,0.52,0,17,0,19,22,9,608.444,1275,75,0,568,2016,n
0.16,0.54,0,1,0,1,3,5,0.509,1304,113,0,7941,1996,n
0.14,0.53,0,4,1,13,10,17,211.25,1444,23,0,14631,1977,y
0.23,0.51,0,2,0,5,16,3,124,1395,105,0,5503,2002,n
0.14,0.47,0,4,1,20,19,11,109.587,1433,97,0.005818,680,2016,y
0.12,0.52,0,2,1,6,18,6,45.761,1588,55,0,4593,2005,n
0.23,0.55,0,3,0,3,2,1,3.128,1243,92,0,7407,1997,y
0.13,0.5,2,6,0,12,13,3,84.174,1411,84,0,1275,2014,y
0.18,0.49,0,4,0,16,17,2,216.071,1512,57,0,5258,2003,n
0.13,0.5,0,6,0,8,8,28,30.316,1198,92,0,6371,2000,n
0.22,0.52,1,0,1,3,11,10,68.056,1110,92,0,14360,1978,n
0.16,0.54,0,0,0,8,4,1,22.05,1383,37,0,15058,1976,y
0.12,0.49,6,7,1,19,20,6,153,1541,83,0.005253,2094,2012,n
0.18,0.46,1,7,2,19,19,5,32.667,1214,163,0,3949,2007,n
0.17,0.49,5,1,1,15,18,5,13.58,1499,109,0,10188,1990,n
0.19,0.51,6,1,0,9,7,5,5.452,1452,66,0,7232,1998,n
0.17,0.53,2,6,1,17,13,4,69.031,1488,33,0,13567,1980,n
0.14,0.51,0,3,0,4,16,2,18.241,1471,58,0,6343,2000,n
0.19,0.46,3,5,0,16,20,1,48.167,1321,49,0,11600,1986,n
0.11,0.45,9,0,0,17,12,8,86.921,1323,107,0,6098,2001,n
0.15,0.46,1,14,2,18,12,10,192.114,1170,65,0,4138,2006,n
0.14,0.46,0,0,0,0,11,2,9.813,1222,162,0,12328,1984,n
0.13,0.51,1,2,0,7,15,2,71.429,1522,82,0,1450,2013,n
0.17,0.47,0,0,1,9,6,12,18,1101,131,0,15527,1975,y
0.26,0.49,1,9,1,22,9,10,198.45,1396,48,0,9598,1991,n
0.13,0.49,5,7,3,25,32,1,70.083,1646,40,0,918,2015,n
0.26,0.49,1,6,0,11,15,6,84.447,1358,95,0,8044,1995,n
0.17,0.48,1,0,4,15,27,5,20.5,1483,88,0,3244,2009,y
0.16,0.51,1,11,0,17,14,20,47.022,1365,29,0,5916,2001,n
0.2,0.49,16,32,7,104,17,4,18.939,1345,88,0,9432,1992,n
0.17,0.45,2,4,0,17,20,13,128.133,1356,68,0,4523,2005,n
0.24,0.49,0,1,0,8,16,19,13.755,1375,75,0,3914,2007,y
0.18,0.48,0,4,1,19,17,17,231.862,1407,55,0,4145,2006,n
0.16,0.48,0,2,0,7,15,23,46.225,1363,83,0.000648,1296,2014,n
0.12,0.5,0,0,0,8,15,2,22.349,1145,74,0,14078,1979,n
0.11,0.42,0,0,0,1,10,3,120.143,1514,54,0,6721,1999,n
0.2,0.56,1,8,2,16,11,2,5.727,1352,69,0,3550,2008,n
0.24,0.54,0,5,2,8,20,7,40.446,1277,78,0,15541,1975,n
0.12,0.49,0,4,0,9,16,22,422.5,1457,61,0,6406,2000,n
0.14,0.44,4,0,0,7,26,5,11.524,1415,38,0,6658,1999,n
0.19,0.52,6,15,3,37,6,1,147.842,1594,29,0,11203,1987,n
0.17,0.48,3,1,0,8,39,7,23.253,1534,92,0,4406,2005,y
0.12,0.46,3,3,0,6,14,12,40.5,1452,45,0,7995,1996,n
0.12,0.53,0,1,0,6,12,3,144.806,1255,57,0,1604,2013,y
0.21,0.56,4,0,0,13,23,2,448.148,1327,52,0,12559,1983,n
0.12,0.45,0,3,0,3,12,10,12.302,1346,93,0.006593,1387,2014,n
0.23,0.52,1,0,0,3,9,4,56.941,1241,72,0,5867,2001,y
0.2,0.48,0,0,0,1,13,6,37.32,1212,186,0,13420,1981,n
0.26,0.55,4,2,1,8,20,2,1416.1,1024,44,0,14451,1978,n
0.17,0.51,5,1,1,11,9,3,12,1314,79,0.003754,14423,1978,n
0.16,0.57,0,8,1,16,10,18,156.25,1235,97,0,3438,2008,y
0.11,0.56,1,4,0,9,14,2,117.333,1056,189,0,10046,1990,y
0.17,0.48,4,12,1,18,9,10,197.167,1281,46,0,519,2016,n
0.23,0.48,0,6,0,14,21,5,165.586,1143,85,0,4908,2004,n
0.12,0.54,8,25,5,53,12,2,512,1223,28,0,2129,2012,y
0.2,0.53,1,1,0,9,4,7,1.075,1250,51,0,7015,1998,n
0.23,0.54,0,1,0,11,6,6,140.083,1234,54,0,4271,2006,n
0.19,0.46,2,0,0,5,14,13,78.811,1330,46,0,6014,2001,n
0.19,0.5,1,0,0,4,10,11,140.281,1240,94,0,890,2015,y
0.2,0.54,0,7,0,13,12,1,540,1071,69,0,12048,1984,y
0.16,0.48,1,1,0,2,9,8,148.225,1339,95,0,3641,2007,n
0.24,0.51,0,0,0,4,14,5,11.836,1194,166,0,14967,1976,n
0.17,0.47,4,6,2,18,17,17,24.025,1161,59,0,4315,2006,n
0.14,0.46,0,2,0,4,6,3,1955.571,1239,44,0.016202,526,2016,n
0.13,0.46,0,2,0,4,7,3,1989.143,1237,44,0,526,2016,y
0.19,0.49,0,4,0,21,9,8,178.571,1335,30,0,14974,1976,n
0.19,0.48,1,2,1,16,11,33,30.769,1368,33,0,3774,2007,y
0.22,0.52,0,1,0,3,7,6,134.56,1310,109,0,5286,2003,n
0.17,0.49,0,0,0,2,1,10,102.023,1210,114,0,14414,1978,n
0.15,0.44,0,0,0,0,28,22,192,1453,45,0,6728,1999,n
0.12,0.47,0,2,3,17,10,1,497.818,972,38,0,12818,1982,n
0.17,0.53,0,4,1,13,12,12,458.273,1260,94,0,5979,2001,y
0.15,0.51,0,13,0,16,11,11,162.5,1203,54,0,4278,2006,y
0.27,0.56,2,0,13,18,13,2,16.118,1255,83,0,14428,1978,n
0.22,0.54,1,5,3,22,15,12,312.111,1197,70,0,2633,2010,n
0.21,0.51,8,7,4,38,12,3,8.067,1397,49,0,9824,1991,n
0.16,0.45,52,16,2,100,22,9,32.346,1331,32,0,7388,1997,n
0.18,0.51,1,11,0,14,10,9,85.714,1280,96,0,15499,1975,n
0.2,0.52,1,3,1,6,19,3,254.297,1291,58,0,5412,2003,n
0.23,0.5,0,1,0,11,19,18,26.449,1288,81,0,2824,2010,y
0.13,0.53,3,3,1,9,11,5,93.633,1464,62,0,7484,1997,n
0.2,0.53,0,4,1,20,7,3,69.444,1384,50,0,6217,2000,n
0.18,0.55,0,12,0,21,11,6,62.422,1256,56,0,3130,2009,n
0.12,0.52,4,0,0,11,10,2,8.89,1137,57,0,11936,1985,y
0.25,0.55,0,4,1,9,6,14,517.562,1053,92,0,2458,2011,y
0.15,0.52,0,2,0,2,11,0,48,1402,76,0,10018,1990,n
0.19,0.51,1,9,2,20,7,9,208.439,1274,40,0,2115,2012,n
0.16,0.51,1,1,3,12,15,24,6.75,1328,64,0,4376,2005,n
0.17,0.49,0,4,0,4,18,13,35.027,1352,171,0,2591,2010,n
0.22,0.54,0,1,0,3,8,7,24.653,1194,78,0.01476,3753,2007,n
0.17,0.48,3,1,0,19,17,2,43.86,1342,78,0,12174,1984,n
0.2,0.48,0,14,3,23,13,3,70.349,1020,46,0,12414,1983,n
0.13,0.47,1,11,1,16,15,34,74.769,1172,98,0.015989,2003,2012,n
0.15,0.43,3,3,0,9,21,8,43.457,1459,58,0,1884,2012,y
0.21,0.49,0,0,0,3,14,28,45.449,1126,145,0,16388,1973,n
0.19,0.52,1,0,0,4,5,7,69.59,1245,62,0,6224,2000,n
0.18,0.49,0,0,0,3,33,5,15.506,1399,136,0,1107,2014,n
0.14,0.49,2,5,3,17,16,8,116.263,1429,25,0.03312,13224,1981,n
0.2,0.5,0,0,0,0,8,9,28.81,963,98,0,15275,1976,n
0.23,0.5,0,5,0,9,10,19,315.062,1246,100,0,659,2016,n
0.13,0.47,1,8,1,13,16,7,9,1615,16,0,295,2017,y
0.17,0.53,2,17,0,33,22,9,56.25,1433,37,0,2850,2010,n
0.18,0.5,0,1,0,1,17,2,144.273,1207,129,0,8478,1994,n
0.13,0.48,0,4,2,18,9,8,27.225,1337,55,0.000237,5433,2003,n
0.17,0.53,3,14,0,36,18,3,57.327,1352,56,0.002869,1086,2014,n
0.18,0.53,0,3,0,7,15,8,34.887,1118,59,0,2220,2011,y
0.34,0.49,2,9,0,14,16,29,74.667,1337,82,0,4962,2004,n
0.19,0.55,3,0,0,7,4,0,32.362,1148,25,0,11502,1986,y
0.18,0.51,2,31,1,51,9,2,602.083,1254,57,0,3921,2007,n
0.11,0.44,0,7,0,10,10,6,84.045,1157,91,0,2758,2010,n
0.24,0.52,2,3,4,13,16,7,1.929,1277,104,0.006718,1702,2013,n
0.2,0.49,0,12,1,23,11,2,13.255,1201,160,0,2913,2009,y
0.26,0.51,0,5,0,7,4,10,100.446,979,37,0,1828,2012,n
0.11,0.49,2,2,0,11,14,4,66.939,1352,50,0,6756,1999,n
0.22,0.54,0,1,0,3,2,1,2.189,1201,67,0,5799,2002,y
0.11,0.48,0,1,0,7,23,5,153,1294,52,0.00145,2185,2011,y
0.12,0.44,0,1,0,2,10,7,102.382,1283,120,0,3459,2008,n
0.13,0.43,4,5,5,27,16,3,300,1316,27,0,7267,1998,n
0.24,0.56,0,0,0,1,10,26,22.5,1196,87,0,9228,1992,n
0.2,0.49,21,9,5,48,22,8,2.722,1254,41,0,10599,1988,n
0.14,0.54,1,6,0,9,14,5,208.333,1240,47,0.002441,491,2016,n
0.18,0.52,2,9,6,34,8,3,1008.333,1180,29,0,10382,1989,n
0.19,0.57,0,0,0,0,4,6,2.512,1133,101,0,6653,1999,n
0.17,0.48,3,1,0,6,10,7,29.455,1278,96,0.001462,16094,1973,n
0.19,0.45,1,0,0,5,12,6,46.24,1173,153,0,1506,2013,n
0.23,0.54,0,0,0,0,3,1,2.204,1132,68,0,2414,2011,n
0.13,0.5,1,1,0,6,12,7,11.391,1322,71,0,4033,2006,n
0.13,0.48,4,3,0,18,31,1,79.605,1365,22,0,5251,2003,n
0.22,0.6,8,1,2,22,13,2,46.091,1270,46,0,15779,1974,n
0.2,0.49,0,0,1,11,11,49,3481,1244,43,0,8578,1994,n
0.2,0.51,1,4,0,15,7,3,72.758,1394,119,0,1114,2014,y
0.24,0.55,0,0,0,4,6,1,26.256,945,101,0,14813,1977,n
0.12,0.43,1,0,0,2,21,0,41,1315,54,0.001478,3599,2008,n
0.14,0.44,1,5,1,12,10,3,22.154,1225,116,0.004191,204,2017,y
0.18,0.51,1,0,0,5,4,16,147.449,1197,71,0,16227,1973,n
0.11,0.43,0,1,0,5,16,4,90.613,1288,55,0,2213,2011,n
0.14,0.44,0,1,0,7,10,8,116.033,1274,80,0,3410,2008,n
0.22,0.52,4,1,0,16,11,0,320.133,1213,93,0,776,2015,n
0.19,0.46,1,0,0,1,7,4,10.268,1141,68,0.025603,13233,1981,n
0.25,0.51,0,2,0,8,6,4,73.921,1200,74,0,8660,1994,n
0.24,0.48,2,11,4,36,15,12,13.554,1199,51,0,6289,2000,n
0.18,0.46,0,2,0,3,25,6,6.261,1216,61,0,2122,2012,n
0.23,0.56,4,0,4,30,9,1,6.231,1036,36,0,3067,2009,n
0.33,0.52,1,0,0,1,18,1,841,1090,68,0,15359,1975,y
0.19,0.46,0,3,0,6,14,5,3.413,1314,45,0,4418,2005,n
0.15,0.55,0,6,3,17,11,2,184.471,1151,78,0,4761,2004,n
0.13,0.44,2,1,0,14,14,2,316.455,1365,23,0,5650,2002,n
0.14,0.5,0,13,0,20,14,13,24.891,1330,69,0.014617,1394,2014,n
0.13,0.5,7,2,2,13,19,0,100,1338,117,0,2353,2011,n
0.15,0.52,8,2,1,22,15,15,0.81,1339,46,0,9045,1993,n
0.23,0.53,0,3,1,5,1,3,168.2,1243,113,0,12895,1982,n
0.12,0.5,0,3,0,8,8,9,175,1331,36,0,2605,2010,n
0.16,0.46,0,0,0,5,12,2,61.065,1272,39,0,5559,2002,n
0.14,0.51,0,0,0,0,6,13,190.44,1249,30,0.000255,3284,2008,n
0.15,0.51,1,0,3,8,17,3,35.042,1281,64,0,1212,2014,n
0.17,0.51,1,1,0,7,11,7,21.246,1069,96,0.000256,15408,1975,n
0.31,0.55,0,7,0,13,19,9,41.127,1073,79,0,3648,2007,n
0.16,0.52,1,0,1,9,9,3,36,1191,80,0,15996,1974,n
0.16,0.52,10,13,3,47,25,13,576,1365,29,0.000513,3347,2008,n
0.19,0.49,4,5,3,18,18,18,8.526,1224,59,0,7757,1996,n
0.15,0.47,0,13,0,26,11,9,136.03,1223,79,0.008536,2766,2010,n
0.12,0.52,0,0,0,2,7,2,168.033,1034,111,0,11817,1985,n
0.15,0.48,1,1,0,5,15,9,64.892,1337,79,0,3669,2007,n
0.24,0.52,0,1,0,3,9,3,43.103,953,70,0,13877,1979,n
0.2,0.55,0,1,0,3,27,1,78.37,1163,103,0,3795,2007,n
0.21,0.52,2,7,1,14,19,7,132.261,1105,52,0,4215,2006,n
0.16,0.5,0,1,0,1,12,5,29.779,1110,92,0,10305,1989,n
0.22,0.44,2,15,0,25,10,5,192.581,1039,63,0,3858,2007,n
0.17,0.5,1,1,0,2,11,28,60.84,1114,133,0,5622,2002,n
0.2,0.51,0,0,0,3,5,0,7.2,1141,82,0,13658,1980,n
0.27,0.47,0,4,1,11,8,12,19.314,1268,43,0,8205,1995,n
0.16,0.47,0,2,0,3,17,2,40.5,1299,69,0,2038,2012,n
0.2,0.5,9,5,0,16,13,6,195.27,1126,50,0,3109,2009,y
0.29,0.53,0,11,0,21,9,4,75.571,947,61,0,11859,1985,n
0.1,0.46,0,4,0,5,7,4,177.231,1259,82,0,2696,2010,n
0.19,0.49,0,8,1,17,16,7,63.114,1270,59,0.003994,4628,2005,n
0.22,0.48,0,0,0,0,14,25,19.6,1057,48,0,19580,1964,n
0.14,0.46,1,0,0,1,25,0,24,1326,10,0,15583,1975,n
0.18,0.49,0,4,1,8,9,10,612,1192,27,0.017408,4929,2004,n
0.25,0.52,4,12,5,67,8,6,22.533,1084,39,0,7043,1998,n
0.13,0.48,3,5,0,9,13,4,56.333,1340,99,0,8555,1994,n
0.14,0.5,0,0,4,6,17,8,109.714,1241,55,0,4894,2004,n
0.1,0.5,0,4,0,15,11,3,117.042,1183,56,0,12440,1983,n
0.22,0.52,5,10,1,28,18,3,130.612,1090,27,0,260,2017,y
0.14,0.55,0,3,0,4,12,7,47.676,1225,68,0,2801,2010,n
0.12,0.48,0,0,0,4,16,4,245.818,1236,69,0,2255,2011,n
