@relation 'features-weka.filters.unsupervised.attribute.Remove-R22,25-weka.filters.unsupervised.attribute.Remove-R1,4-5,7,9,13,18,21-22'

@attribute Polarity numeric
@attribute Subjectivity numeric
@attribute OT numeric
@attribute BoM numeric
@attribute PoGP numeric
@attribute AllScriptureCount numeric
@attribute StoryNames numeric
@attribute AuthorityMentions numeric
@attribute WeToYouRatio numeric
@attribute WordQuantity numeric
@attribute FirstPersonPronoun numeric
@attribute PercentInQuotes numeric
@attribute DaysElapsed numeric
@attribute YearGiven numeric
@attribute PopularByAbsolute {y,n}

@data
0.08,0.52,1,6,0,29,17,9,271.059,1549,42,0,2271,2011,y
0.12,0.51,0,0,0,13,7,7,1408.333,1205,29,0,6868,1999,y
0.1,0.45,0,0,0,1,6,4,51.571,1370,73,0,4768,2004,n
0.13,0.43,0,8,0,12,14,14,21.966,1383,160,0.004417,2206,2011,n
0.16,0.51,2,5,1,27,20,4,14.017,1992,140,0.000387,1156,2014,y
0.12,0.5,1,4,1,13,11,8,50.276,1266,72,0,4565,2005,n
0.13,0.44,1,1,0,4,31,1,349.455,1582,64,0,6693,1999,n
0.14,0.46,0,0,0,8,8,12,160.672,1375,75,0.003758,3102,2009,n
0.17,0.54,1,5,4,23,8,11,485.053,1298,29,0,15856,1974,n
0.21,0.45,0,0,0,2,10,2,18.286,1068,52,0.022406,6420,2000,n
0.18,0.5,0,15,0,31,19,28,55.184,1510,92,0,4740,2004,n
0.21,0.5,0,3,0,13,4,7,45.432,927,35,0,3506,2008,y
0.16,0.49,1,11,0,13,5,26,23.148,1029,47,0,4586,2005,y
0.18,0.46,1,28,3,65,6,7,79.529,1418,69,0,3951,2007,y
0.2,0.56,0,7,0,8,10,9,192.045,1232,85,0,5881,2001,y
0.19,0.56,6,5,2,20,15,13,147.682,1422,35,0,4131,2006,n
0.15,0.47,0,10,0,23,13,1,77.067,1381,60,0,3466,2008,n
0.12,0.49,1,2,0,10,18,10,96.1,1603,71,0.001172,7512,1997,n
0.23,0.52,0,0,0,2,15,18,15.429,1178,105,0.000793,15242,1976,n
0.2,0.5,0,1,0,3,12,35,36.543,1375,53,0,13842,1980,n
0.14,0.52,1,0,0,9,13,13,28.521,1373,37,0,13506,1980,n
0.14,0.53,1,0,1,13,9,17,0.667,1343,34,0.00135,11595,1986,n
0.19,0.51,1,2,2,12,18,6,7.22,1466,44,0,14696,1977,n
0.2,0.5,2,1,1,21,10,5,8.667,1252,48,0,10963,1987,n
0.16,0.5,1,1,0,11,9,13,12.012,1236,33,0.000827,14269,1978,n
0.14,0.53,0,15,1,23,2,1,334.261,1314,85,0,2682,2010,n
0.21,0.53,1,9,0,13,23,0,5.818,1391,211,0.003692,427,2016,n
0.21,0.53,1,9,0,13,23,0,5.818,1391,211,0.003692,427,2016,n
0.15,0.49,0,2,1,16,9,8,117.6,1217,56,0,3095,2009,n
0.2,0.53,4,3,2,20,20,13,18.893,1423,85,0,4651,2005,y
0.19,0.5,1,7,0,8,11,1,23.203,1012,107,0,5734,2002,n
0.16,0.49,1,2,0,11,15,3,32.961,1349,39,0.002611,5307,2003,n
0.22,0.5,0,15,0,19,11,9,38.086,1145,71,0,1121,2014,y
0.15,0.53,2,52,0,87,17,12,193.143,1562,70,0,484,2016,n
0.21,0.55,1,5,5,36,13,2,13.364,1178,45,0,12545,1983,n
0.24,0.53,1,7,1,21,7,0,622.286,994,20,0,7785,1996,n
0.21,0.55,1,5,5,36,13,2,13.364,1178,45,0,12545,1983,n
0.14,0.45,2,6,3,17,65,2,166.667,2096,25,0,7442,1997,n
0.18,0.49,0,9,0,21,10,3,198.375,1338,84,0,3480,2008,y
0.02,0.54,0,2,0,9,18,10,72.2,1607,30,0,6644,1999,y
0.23,0.52,0,5,2,16,17,10,42.25,1217,30,0,7379,1997,n
0.14,0.49,0,0,0,0,24,0,66.13,1213,13,0,4446,2005,y
0.1,0.48,5,0,2,14,17,2,317.4,1451,62,0,7456,1997,n
0.19,0.54,12,6,3,34,34,5,336.182,1521,61,0.004417,1765,2013,n
0.17,0.55,1,3,1,7,13,4,136.533,1089,113,0,3165,2009,y
0.17,0.51,0,0,0,4,15,4,27.106,1302,36,0,1023,2015,y
0.25,0.56,0,4,1,8,9,0,83.769,1407,143,0,11061,1987,n
0.23,0.52,0,17,0,22,2,2,27.129,1282,35,0,9796,1991,n
0.18,0.54,0,1,0,4,5,0,252.05,1161,23,0,11987,1985,n
0.17,0.53,0,3,1,15,9,3,168.091,1322,78,0,12687,1983,n
0.15,0.48,0,0,0,2,6,1,0.2,1036,6,0,13714,1980,n
0.17,0.57,1,1,0,6,6,8,76.235,968,65,0,15121,1976,y
0.19,0.5,3,1,0,8,10,4,30.316,1067,84,0,757,2015,y
0.22,0.48,0,2,0,4,8,2,305.951,1128,92,0,3655,2007,n
0.2,0.46,0,1,0,3,12,6,26.133,712,29,0,11691,1985,n
0.29,0.51,0,1,0,2,3,0,13.474,433,8,0,3142,2009,n
0.23,0.5,0,0,0,0,1,0,13,397,18,0,3030,2009,n
0.23,0.56,0,1,0,3,5,17,224.72,1126,146,0,15641,1975,n
0.24,0.57,0,1,0,16,9,11,4.122,1096,34,0,14911,1977,y
0.2,0.5,0,4,0,4,11,5,38.521,1067,61,0,3809,2007,n
0.06,0.47,0,3,0,6,18,10,18.615,1324,70,0,4642,2005,n
0.14,0.52,1,8,4,14,10,8,565.786,1267,73,0,7134,1998,n
0.2,0.6,7,19,3,43,16,4,216.6,1074,33,0,5496,2002,n
0.15,0.53,0,3,1,12,5,3,339.765,1302,46,0,5769,2002,n
0.11,0.47,1,2,1,7,8,1,91.848,927,31,0,10431,1989,n
0.19,0.49,3,5,2,25,9,2,94.065,1271,85,0,13343,1981,n
0.14,0.49,14,1,1,41,22,8,161.333,1397,77,0,12265,1984,n
0.21,0.5,3,2,1,25,16,8,102.4,1482,95,0,11607,1986,n
0.19,0.48,0,5,1,14,10,18,52.324,1358,50,0.003328,2430,2011,n
0.14,0.54,0,8,0,11,5,4,30.769,1082,124,0.047648,176,2017,n
0.19,0.52,0,1,0,5,8,5,172.098,1116,34,0.002741,911,2015,n
0.14,0.54,0,8,0,11,5,4,30.769,1082,124,0.047648,176,2017,y
0.23,0.49,0,0,0,0,7,2,6.881,725,45,0,3870,2007,n
0.26,0.54,0,3,0,6,6,4,15.789,939,31,0,3142,2009,n
0.23,0.52,0,5,5,26,16,14,121.684,1406,35,0,4117,2006,n
0.14,0.54,4,5,3,32,3,2,96.694,1268,30,0,1781,2013,y
0.2,0.53,2,10,0,22,14,6,2.178,1418,24,0,5132,2003,y
0.12,0.53,1,9,0,12,7,0,2524.571,1322,72,0,5020,2004,n
0.22,0.48,0,2,0,4,20,13,103.5,1075,127,0,1051,2015,n
0.15,0.47,1,0,0,1,5,1,9.091,460,24,0,839,2015,n
0.19,0.51,2,3,0,11,11,11,141.235,1204,66,0,1751,2013,n
0.16,0.47,0,4,0,15,14,8,113.087,1253,39,0.003198,2549,2010,n
0.19,0.47,0,6,0,10,7,27,7.681,1680,66,0,5386,2003,n
0.21,0.48,3,4,0,7,10,17,15.82,1265,44,0,4187,2006,n
0.26,0.53,3,12,0,23,21,9,84.5,1417,25,0,6385,2000,n
0.16,0.52,15,9,0,34,38,31,75.571,1343,39,0,1947,2012,y
0.2,0.49,1,0,0,3,13,9,86.7,1132,50,0,4962,2004,n
0.19,0.53,2,39,5,65,15,12,303.114,1396,45,0.001021,316,2017,y
0.19,0.53,2,39,5,65,15,12,303.114,1396,45,0.001021,316,2017,n
0.18,0.51,1,3,0,8,10,5,110.413,1089,90,0.009671,2325,2011,n
0.19,0.52,1,2,1,6,24,15,90.613,1506,52,0,4089,2006,y
0.13,0.44,1,1,0,2,22,14,35.042,1486,106,0,7358,1997,n
0.14,0.46,0,2,0,13,8,4,13.091,1111,64,0,4579,2005,n
0.17,0.54,1,7,1,21,13,1,342.25,1196,46,0,1989,2012,n
0.23,0.48,0,6,0,14,21,5,165.586,1143,85,0,4908,2004,n
0.19,0.55,0,0,0,0,5,1,95.559,1327,92,0,12706,1983,n
0.2,0.48,0,1,0,4,33,43,71.115,1528,107,0,6966,1998,n
0.2,0.47,2,6,1,13,6,5,87.364,1146,100,0,3445,2008,n
0.19,0.48,0,1,0,3,28,13,89.653,1529,75,0,904,2015,y
0.1,0.43,10,0,0,14,3,24,114.568,1459,76,0,8151,1995,y
0.19,0.49,2,2,11,17,7,2,33.062,1326,62,0,3608,2008,n
0.18,0.52,1,0,1,9,11,10,31.391,987,47,0,3830,2007,n
0.19,0.53,1,2,6,11,10,0,177.231,1332,39,0,5300,2003,n
0.14,0.49,4,7,0,12,4,0,156.481,1206,59,0.017308,6266,2000,n
0.27,0.55,0,2,0,6,12,21,128.356,1292,54,0,6504,2000,n
0.08,0.42,1,1,0,2,13,10,216.071,1369,58,0.007603,2395,2011,n
0.16,0.5,1,0,0,4,26,0,70.208,1471,130,0,792,2015,n
0.16,0.51,4,4,0,15,5,23,335.077,1128,29,0,5671,2002,n
0.16,0.51,4,4,0,15,5,23,335.077,1128,29,0,5671,2002,n
0.18,0.5,0,0,0,3,12,2,110.959,1398,114,0,13154,1981,n
0.23,0.53,1,6,0,14,12,1,46.049,1253,150,0,9395,1992,n
0.21,0.53,1,8,1,12,13,2,167.226,1431,47,0,9096,1993,n
0.09,0.52,1,4,0,12,12,1,33.62,1367,30,0,8779,1993,n
0.14,0.48,2,11,1,16,16,6,188.907,1609,130,0,9677,1991,n
0.15,0.48,0,4,1,16,15,3,48.022,1589,52,0,7633,1997,n
0.09,0.47,3,4,0,17,19,8,19.114,1305,41,0,5531,2002,n
0.22,0.52,0,2,0,5,6,10,202.5,1276,41,0,5741,2002,n
0.2,0.54,1,4,0,11,11,10,237.552,1225,40,0,4961,2004,n
0.23,0.51,3,4,2,22,27,10,31.579,1423,69,0,1779,2013,n
0.19,0.54,1,18,2,38,21,6,39.51,1829,142,0,2999,2009,y
0.09,0.47,3,4,0,17,19,8,19.114,1305,41,0,5531,2002,y
0.28,0.46,7,2,2,15,15,0,71.273,1054,98,0,4961,2004,y
0.08,0.52,2,2,0,8,10,0,41,1023,73,0,5601,2002,y
0.09,0.51,0,1,1,2,13,10,7.579,1295,31,0,5727,2002,n
0.11,0.49,0,5,2,11,15,2,15.244,1627,22,0.002438,232,2017,y
0.25,0.49,5,8,2,21,11,5,158.824,1464,68,0.004628,1093,2014,n
0.14,0.46,3,1,0,6,10,6,72.2,1378,147,0,3039,2009,y
0.17,0.5,6,0,0,9,11,11,104.224,1231,151,0,239,2017,y
0.2,0.44,0,1,0,3,19,23,26.884,1568,61,0,7197,1998,n
0.16,0.48,0,12,0,15,80,40,176.947,3893,78,0,15079,1976,n
0.13,0.44,0,0,0,0,45,49,5.333,1858,19,0,15756,1974,n
0.18,0.49,0,3,0,9,25,7,53.289,1548,85,0,6833,1999,n
0.17,0.51,6,4,1,17,23,17,176.333,1427,91,0.111977,155,2017,y
0.22,0.51,1,3,0,20,19,11,25,1084,32,0,14495,1978,y
0.18,0.47,0,1,0,6,13,11,696.2,1090,22,0,11397,1986,y
0.15,0.51,1,3,0,7,11,33,24.596,982,35,0,13791,1980,y
0.18,0.46,1,8,0,12,38,22,21.564,1953,101,0,14856,1977,y
0.24,0.49,1,1,0,3,12,7,30.488,1215,17,0,14150,1979,y
0.17,0.53,0,2,0,11,10,25,114.083,1396,58,0,15695,1974,y
0.15,0.47,3,6,0,17,8,2,33.333,922,13,0,11005,1987,y
0.24,0.53,0,1,0,2,27,15,206.286,1379,57,0,16066,1973,y
0.26,0.52,3,0,0,3,24,11,19.174,1464,76,0,16283,1973,n
0.2,0.5,0,0,0,22,5,4,7,1050,29,0,13378,1981,y
0.16,0.52,1,6,0,10,17,13,39.2,1111,50,0,12478,1983,n
0.13,0.44,3,0,0,9,16,6,20.891,1279,36,0,14841,1977,y
0.16,0.55,0,7,0,15,6,6,117.287,1532,95,0,12813,1982,n
0.17,0.51,2,2,7,16,9,5,141.261,1395,109,0,12244,1984,n
0.11,0.44,0,0,0,5,16,2,245,1416,21,0,12601,1983,n
0.22,0.59,0,4,0,18,4,0,116.346,1010,53,0,13329,1981,n
0.23,0.57,2,1,0,6,3,0,144.273,1203,41,0,11873,1985,n
0.24,0.52,0,0,1,6,9,3,60.75,1020,57,0,5041,2004,n
0.15,0.51,0,2,0,9,10,9,2.778,1183,55,0,10753,1988,n
0.23,0.55,0,4,1,12,12,11,28.471,1205,98,0,5405,2003,n
0.13,0.38,1,0,0,2,19,6,76,1546,42,0,2836,2010,n
0.16,0.47,0,0,0,2,13,9,168.056,1467,39,0,9887,1990,n
0.28,0.49,0,1,0,7,13,10,24.976,1095,52,0,14675,1977,n
0.23,0.47,1,0,0,20,7,15,78.818,1257,45,0,12533,1983,n
0.25,0.48,0,1,0,7,11,20,77.564,1129,46,0,15233,1976,n
0.23,0.49,2,1,1,25,11,15,160.167,1319,22,0.05803,13324,1981,n
0.26,0.55,0,1,1,14,3,5,116.263,932,20,0,11438,1986,n
0.21,0.49,0,0,0,5,11,20,18.753,1421,57,0,15823,1974,n
0.21,0.54,0,2,0,2,12,5,236.263,1078,23,0,5538,2002,n
0.23,0.48,0,0,0,4,8,7,83.769,898,41,0,12790,1982,n
0.18,0.46,0,0,0,1,41,9,80.083,1646,53,0,3354,2008,n
0.11,0.49,0,11,0,11,22,3,16.667,902,21,0.000381,14512,1978,n
0.23,0.45,0,0,0,0,14,20,6.919,975,55,0,12715,1983,n
0.14,0.44,0,0,0,0,25,10,39.2,1447,66,0,8793,1993,n
0.18,0.52,0,5,0,22,12,6,313.471,1361,78,0.007451,1590,2013,n
0.22,0.47,1,1,0,10,12,4,88.474,1014,129,0,1660,2013,n
0.21,0.52,2,1,0,3,8,16,50.704,1005,38,0,1415,2014,y
0.18,0.49,1,4,0,13,13,7,207,1245,97,0,3837,2007,n
0.13,0.55,6,8,2,80,27,1,33.8,1765,19,0,8674,1994,n
0.21,0.5,0,7,1,14,14,11,43.024,1305,75,0.00066,5349,2003,n
0.13,0.49,0,1,0,26,15,6,153.125,1528,30,0,7820,1996,n
0.23,0.5,0,3,0,4,13,0,108.765,1121,61,0,4961,2004,n
0.09,0.42,0,0,0,0,9,4,0.333,469,9,0,587,2016,n
0.16,0.47,1,8,0,19,15,15,8.076,1405,109,0,13170,1981,y
0.22,0.54,3,11,0,31,7,3,19.114,1183,59,0,4684,2005,n
0.3,0.48,0,4,1,8,10,6,18.963,836,102,0,15177,1976,n
0.18,0.5,4,10,1,23,8,1,1.097,1388,50,0,12237,1984,n
0.16,0.49,2,8,0,22,17,5,112.5,1687,86,0.002884,8212,1995,n
0.13,0.55,2,0,1,13,10,0,1280.077,1169,21,0,11523,1986,n
0.17,0.5,0,0,1,17,9,2,82.086,1107,19,0,12615,1983,n
0.16,0.59,1,1,0,9,4,1,95.559,911,20,0,14169,1979,n
0.15,0.47,0,1,0,6,10,9,54.321,1486,76,0,9523,1991,n
0.17,0.49,3,10,7,40,24,7,335.077,1723,82,0,8163,1995,n
0.25,0.57,0,3,0,7,22,12,194.632,1383,157,0,15478,1975,y
0.18,0.53,2,4,2,15,9,7,27.524,1253,72,0,1457,2013,y
0.12,0.5,0,3,1,16,11,15,124.569,1502,71,0,7302,1997,y
0.11,0.53,1,7,0,13,12,10,201.667,1054,40,0,4173,2006,n
0.2,0.51,1,12,0,30,23,11,169.923,1456,86,0,3907,2007,n
0.19,0.5,1,3,1,10,36,4,72.6,1308,130,0,15940,1974,n
0.15,0.48,0,0,0,0,10,27,109.441,1042,99,0,10879,1988,y
0.22,0.5,0,3,0,7,10,5,47.22,1135,66,0,10944,1987,n
0.21,0.51,1,0,3,6,10,5,2.531,1111,75,0,2825,2010,y
0.13,0.46,0,4,0,6,17,2,59,1198,78,0,11572,1986,n
0.16,0.49,2,2,1,7,7,8,16.754,1104,86,0,4705,2005,n
0.17,0.53,0,1,0,2,4,3,53.878,1143,88,0,7547,1997,n
0.23,0.52,5,1,1,13,14,1,51.61,1515,114,0,9404,1992,n
0.31,0.55,0,0,0,0,6,1,5.587,954,59,0,7330,1997,n
0.25,0.56,7,1,0,12,15,1,15.721,1201,45,0,8443,1994,n
0.23,0.55,0,0,0,2,10,15,60.828,1134,37,0,12860,1982,n
0.22,0.53,0,0,0,0,2,6,10.039,1095,52,0,9906,1990,y
0.16,0.49,2,0,0,2,23,7,23.077,1140,52,0,4047,2006,n
0.18,0.49,1,0,0,7,18,1,31.41,1181,73,0,14878,1977,y
0.13,0.54,0,0,0,2,10,2,6.76,1006,79,0,16136,1973,y
0.24,0.55,0,0,0,6,12,2,18.581,1081,56,0.003771,14533,1978,n
0.31,0.56,3,3,0,8,8,3,0.7,848,83,0,12489,1983,n
0.16,0.51,0,0,0,4,14,11,5.333,1207,46,0,13905,1979,n
0.16,0.53,3,0,0,3,3,2,29.037,886,59,0,6574,1999,y
0.17,0.54,0,0,0,3,17,3,133.389,1119,50,0,15737,1974,y
0.13,0.51,0,0,1,5,6,4,14.383,746,116,0,17557,1969,y
0.21,0.56,0,1,0,5,21,8,87.891,1488,102,0,8669,1994,y
0.28,0.59,0,1,1,5,14,10,3.252,1194,54,0,8079,1995,n
0.13,0.52,2,0,0,10,9,6,20.455,1081,74,0,14129,1979,n
0.2,0.58,3,0,0,4,12,3,124.033,1147,24,0,7605,1997,y
0.26,0.57,2,3,0,7,8,0,2.726,994,41,0,6959,1998,n
0.2,0.56,0,0,0,1,10,16,161.333,950,83,0,4453,2005,n
0.36,0.59,0,0,0,2,6,7,13,717,13,0,5195,2003,n
0.17,0.54,1,1,0,6,11,3,3.524,1148,41,0,7743,1996,y
0.14,0.48,0,0,0,4,7,3,59.259,1044,46,0,15210,1976,n
0.21,0.52,0,0,1,2,10,2,41.286,953,28,0,3725,2007,n
0.23,0.53,0,1,1,4,13,2,25.35,1087,67,0,9178,1992,n
0.27,0.56,0,0,0,0,4,8,6.87,888,58,0,11761,1985,n
0.24,0.58,0,0,0,2,8,6,5.765,1135,65,0,10314,1989,n
0.16,0.5,0,3,0,13,15,5,120.024,1514,126,0,4509,2005,y
0.18,0.44,0,1,0,5,11,12,142.545,1174,93,0.005331,1730,2013,y
0.12,0.5,0,4,0,6,6,9,178.571,1079,169,0,3490,2008,y
0.16,0.48,0,1,0,1,6,1,57.966,1077,105,0.003807,2234,2011,n
0.17,0.55,0,4,0,13,5,2,136,972,53,0,7957,1996,n
0.15,0.48,0,0,0,0,8,28,36.507,1331,115,0,15459,1975,n
0.13,0.51,0,0,0,1,3,7,87.935,1150,212,0,13786,1980,n
0.12,0.53,0,0,0,3,2,4,24.721,1205,65,0,12454,1983,n
0.14,0.54,0,1,0,3,1,1,36.161,942,100,0,5615,2002,n
0.22,0.51,1,5,0,7,14,5,16.667,1516,50,0,2920,2009,n
0.15,0.45,0,1,1,7,13,0,126.75,1313,14,0.000271,5314,2003,n
0.16,0.55,0,0,0,7,27,3,71.185,1279,90,0,12923,1982,n
0.25,0.56,1,5,0,20,12,7,95.22,1481,65,0,7540,1997,n
0.12,0.53,0,0,0,2,12,1,7.86,989,109,0,4544,2005,n
0.18,0.59,8,0,1,14,13,2,124.471,1227,40,0,11831,1985,n
0.2,0.53,0,0,1,8,18,23,9.756,1671,175,0,16150,1973,y
0.18,0.54,4,2,1,16,14,12,140.028,983,87,0,7827,1996,n
0.25,0.56,0,5,3,16,26,12,157.065,1355,120,0,16269,1973,n
0.13,0.48,0,0,0,0,5,4,256,758,36,0,15345,1975,n
0.17,0.5,2,12,1,24,10,4,19.251,1083,98,0,11749,1985,n
0.19,0.54,0,1,0,7,9,9,40.496,1070,131,0,15303,1976,n
0.19,0.48,0,2,0,7,24,11,300.357,1617,89,0,15858,1974,n
0.2,0.51,0,0,0,2,10,4,27.191,750,89,0,15977,1974,n
0.15,0.51,1,3,0,15,14,21,40.333,1710,112,0,14792,1977,n
0.23,0.54,0,1,0,1,24,14,61.826,1625,189,0,16397,1973,n
0.19,0.52,1,1,0,10,20,12,51.372,1488,143,0.051379,13441,1981,n
0.23,0.55,2,3,0,13,12,6,13.462,1219,52,0,13868,1979,n
0.24,0.53,0,4,0,15,16,20,27.469,1163,183,0,12629,1983,n
0.16,0.48,0,3,1,19,24,9,116.129,1340,63,0,4775,2004,n
0.12,0.46,6,4,1,23,17,13,224.308,1211,53,0,4961,2004,n
0.16,0.47,1,8,0,12,4,5,19.82,1121,96,0,6905,1999,n
0.2,0.52,1,9,0,13,12,8,7.361,1315,82,0,8697,1994,n
0.16,0.46,0,0,0,0,3,7,20,676,39,0,7764,1996,n
0.2,0.53,0,1,0,1,12,5,70.054,1025,36,0,7344,1997,y
0.18,0.45,0,4,1,6,17,9,3.324,1305,150,0,11532,1986,y
0.15,0.5,0,11,0,16,10,8,47.087,1234,81,0,9514,1991,n
0.19,0.47,0,1,0,1,11,5,20.779,1313,128,0,8861,1993,n
0.15,0.49,0,7,0,12,6,29,3.31,1289,206,0,10258,1989,y
0.15,0.53,0,0,1,2,6,8,18.182,755,29,0,5938,2001,n
0.21,0.52,2,5,0,13,7,7,162.769,1309,48,0,7771,1996,n
0.21,0.51,2,3,2,13,6,3,282.692,1234,31,0,8060,1995,y
0.2,0.48,0,0,0,5,9,2,10.676,1114,127,0,13497,1980,n
0.21,0.57,0,5,0,9,6,1,15.385,1098,96,0,4098,2006,y
0.15,0.54,0,7,2,11,5,4,10.383,1133,74,0,11334,1986,n
0.33,0.57,0,0,0,0,4,13,1.8,375,4,0,1177,2014,n
0.2,0.56,0,3,0,6,3,5,31.154,1029,53,0,6315,2000,n
0.12,0.47,0,0,0,3,5,21,10.522,1166,175,0,10678,1988,n
0.22,0.52,0,4,0,12,14,3,77.067,1016,42,0,7752,1996,y
0.19,0.54,1,4,0,11,5,6,26.667,877,38,0,3606,2008,y
0.16,0.52,0,1,0,5,15,9,11.274,1364,249,0,9591,1991,n
0.18,0.54,1,7,0,11,8,10,5.444,1147,112,0,9922,1990,y
0.15,0.47,2,2,7,17,9,5,11.458,1157,35,0.025044,6847,1999,n
0.14,0.51,2,1,0,9,19,12,24.045,1817,93,0,12734,1983,y
0.12,0.45,2,0,0,7,10,6,51.2,1145,54,0.011096,3242,2009,n
0.08,0.5,5,2,2,15,25,5,3.195,1828,101,0,13770,1980,n
0.13,0.53,3,7,0,20,24,11,200.893,1623,50,0,10543,1989,n
0.21,0.5,0,1,0,8,8,27,31.5,1578,37,0.010386,6329,2000,n
0.19,0.51,1,0,1,8,9,9,31.243,1234,44,0,15464,1975,n
0.14,0.44,1,3,1,16,14,1,147,906,19,0,14178,1979,n
0.14,0.52,1,2,0,13,18,8,54.321,1015,41,0,9061,1993,n
0.16,0.51,3,4,0,7,8,2,104.533,1109,26,0,9460,1992,n
0.17,0.48,1,7,0,17,11,2,2.579,1000,23,0,10487,1989,y
0.29,0.48,0,0,0,2,9,3,70.349,820,47,0,20671,1961,n
0.18,0.5,0,9,0,13,8,19,7.314,1071,40,0,9950,1990,n
0.23,0.46,0,0,0,1,8,2,9,696,9,0,16430,1972,y
0.23,0.56,0,0,0,3,19,17,76.696,1056,20,0,11250,1987,n
0.15,0.51,2,0,1,6,18,3,7.934,1270,131,0,18079,1968,y
0.13,0.47,0,1,0,5,20,7,7.143,841,79,0,22702,1955,y
0.12,0.54,0,16,0,20,18,3,6.759,1744,29,0,12521,1983,y
0.16,0.49,0,0,0,0,10,8,80.667,1202,51,0,11845,1985,n
0.23,0.49,0,0,0,10,23,20,26.298,1472,69,0,7295,1997,n
0.2,0.45,0,2,0,14,19,3,35.629,1309,48,0,12323,1984,n
0.2,0.52,0,0,0,2,15,11,27.272,1099,134,0,14064,1979,n
0.18,0.49,1,1,0,6,39,4,162.45,1732,69,0,13616,1980,y
0.16,0.52,0,0,0,0,5,4,121,1348,92,0.129259,13359,1981,y
0.22,0.56,0,0,0,2,23,75,7.364,1363,82,0,15450,1975,n
0.22,0.5,1,6,0,36,32,18,62,1727,87,0,13268,1981,n
0.18,0.55,5,2,2,20,5,2,220.19,1164,50,0,9654,1991,n
0.2,0.52,0,0,0,0,3,3,2.286,426,15,0.003559,3758,2007,n
0.21,0.52,0,0,0,0,7,1,0.962,497,15,0,4122,2006,n
0.19,0.41,0,0,0,0,5,0,0.429,425,8,0,3870,2007,n
0.12,0.5,0,4,0,7,8,5,218.273,1049,30,0,5356,2003,n
0.15,0.5,0,5,0,12,14,21,360.043,1591,113,0,3235,2009,n
0.09,0.44,0,2,0,9,26,4,51.2,1434,87,0.002348,2017,2012,n
0.15,0.55,0,6,3,17,11,2,184.471,1151,78,0,4761,2004,n
0.17,0.5,0,1,2,9,10,13,72.727,1240,74,0.002194,5237,2003,n
0.18,0.51,4,2,1,11,27,5,162.562,1385,29,0.00931,10515,1989,n
0.23,0.52,0,0,1,1,16,0,70.258,1317,79,0.000231,14897,1977,n
0.22,0.54,0,7,0,13,31,6,196.695,1591,190,0.001976,13142,1981,n
0.13,0.55,0,7,0,14,12,6,225.333,1561,35,0.003059,12300,1984,n
0.19,0.5,1,0,1,4,33,8,82.688,1545,84,0.00083,13910,1979,n
0.2,0.54,1,4,1,13,8,0,106.522,1298,21,0,11931,1985,n
0.11,0.47,0,12,0,13,5,0,296.053,1171,54,0,10825,1988,n
0.11,0.47,3,2,1,10,4,5,40.111,1209,19,0,12678,1983,n
0.18,0.49,0,0,0,6,13,16,112.225,1202,33,0,15863,1974,n
0.15,0.45,0,0,0,1,4,5,22.753,1103,61,0,13539,1980,n
0.15,0.43,1,0,0,8,7,14,178.571,1083,16,0,14267,1978,n
0.22,0.56,1,2,1,11,20,6,61.04,1720,138,0,7253,1998,n
0.21,0.54,2,6,1,25,16,31,44.735,1484,70,0,8191,1995,n
0.29,0.56,0,9,1,20,10,14,180.923,1149,56,0,13896,1979,n
0.24,0.53,3,13,4,45,7,14,152.471,1528,88,0,12848,1982,n
0.21,0.49,0,1,0,2,10,5,18,1198,72,0,13098,1982,n
0.22,0.52,0,3,0,13,8,12,176,1426,81,0,10524,1989,n
0.12,0.44,4,20,0,39,18,1,179.56,1312,36,0,6000,2001,n
0.16,0.42,1,1,0,7,12,11,4.457,1234,154,0.001245,2465,2011,y
0.1,0.52,0,1,0,2,16,36,17.633,1272,44,0,14939,1977,n
0.18,0.46,0,6,0,11,22,9,39.2,1172,63,0,1720,2013,n
0.18,0.46,0,6,0,11,22,9,39.2,1172,63,0,1720,2013,n
0.2,0.52,0,4,0,6,17,3,61.564,1472,119,0,8604,1994,n
0.06,0.48,0,3,0,5,16,8,53.333,1207,78,0,5902,2001,n
0.11,0.49,7,13,0,27,21,4,376.471,1624,226,0,7099,1998,n
0.17,0.5,2,4,0,6,17,7,21.278,1316,56,0.008303,6968,1998,n
0.17,0.52,2,0,0,7,16,16,98,1378,59,0,14526,1978,n
0.17,0.49,0,0,0,0,10,24,3.765,1224,51,0.030897,5944,2001,n
0.2,0.52,3,0,0,4,15,1,0.696,893,13,0,15513,1975,n
0.31,0.55,6,3,0,17,15,4,32,964,39,0.006362,4656,2005,n
0.22,0.51,1,3,0,8,10,22,18.375,979,48,0,8499,1994,n
0.21,0.49,1,1,0,8,13,11,16.69,1100,35,0.002784,13406,1981,n
0.2,0.5,2,0,0,4,6,12,16.568,1184,34,0,7316,1997,n
0.24,0.5,1,2,0,6,17,4,6.857,915,41,0,16178,1973,n
0.25,0.54,1,0,0,3,14,9,1.385,1112,44,0.002235,11978,1985,n
0.31,0.5,2,3,0,8,27,27,16.953,1348,45,0,16033,1974,n
0.24,0.51,0,1,0,3,11,11,37.786,910,25,0,13758,1980,y
0.18,0.46,3,2,2,8,20,16,7.714,1231,70,0.003481,7997,1996,n
0.28,0.47,1,5,0,10,10,5,39.114,1178,34,0,6651,1999,n
