@relation 'features-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Remove-R22,25'

@attribute Gender {Male,Female,Unknown,Combo}
@attribute Polarity numeric
@attribute Subjectivity numeric
@attribute WordCount numeric
@attribute FleschReading numeric
@attribute OT numeric
@attribute NT numeric
@attribute BoM numeric
@attribute DC numeric
@attribute PoGP numeric
@attribute AllScriptureCount numeric
@attribute StoryNames numeric
@attribute TalkingSpeed numeric
@attribute AuthorityMentions numeric
@attribute WeToYouRatio numeric
@attribute WordQuantity numeric
@attribute FirstPersonPronoun numeric
@attribute PercentInItalics numeric
@attribute PercentInQuotes numeric
@attribute DaysElapsed numeric
@attribute NameSearchResults numeric
@attribute MonthGiven numeric
@attribute YearGiven numeric
@attribute PopularByAbsolute {y,n}

@data
Male,0.441176,0.185185,0.227945,0.520408,0,0.032787,0.033708,0.113636,0,0.049645,0.227848,0.286478,0.147541,0.276067,0.293923,0.087045,0.325609,0,0.211003,0.027527,0.181818,0.792,n
Male,0.529412,0.555556,0.128437,0.40102,0.019231,0.04918,0,0.113636,0,0.028369,0.037975,0.229366,0.065574,0.005244,0.183702,0.064777,0.586354,0,0.043102,0.000082,0.272727,0.96,n
Male,0.147059,0.37037,0.243011,0.640816,0,0.04918,0,0,0,0.085106,0.113924,0.351915,0.04918,0.016102,0.332873,0.097166,0.136989,0,0.355077,0.066483,0,0.648,y
Male,0.941176,0.518519,0.088222,0.361224,0.019231,0.065574,0.044944,0.204545,0.0625,0.085106,0.025316,0.224911,0.02459,0.008546,0.124309,0.034413,0.245397,0,0.016727,0.066483,0.636364,0.984,n
Male,0.323529,0.62963,0.254698,0.281633,0.019231,0.442623,0.134831,0.090909,0,0.326241,0.139241,0.308567,0.032787,0.094236,0.316298,0.149798,0.346328,0.008209,0.155552,0.066483,0.181818,0.848,y
Male,0.411765,0.407407,0.24049,0.680612,0,0.016393,0,0.113636,0,0.007092,0.037975,0.046037,0.131148,0.074716,0.3,0.137652,0.385219,0,0.215272,0.008022,0.636364,0.784,n
Male,0.411765,0.37037,0.286778,0.520408,0.038462,0.180328,0,0.136364,0,0.092199,0.139241,0.055072,0.016393,0.032388,0.357182,0.1417,0.099253,0,0.310559,0.78022,0.727273,0.688,n
Male,0.323529,0.407407,0.275264,0.441837,0,0.016393,0.044944,0.068182,0,0.092199,0.126582,0.340288,0.098361,0.038886,0.335083,0.180162,0.038868,0.056093,0.286165,0.016868,0.727273,0.712,y
Male,0.470588,0.666667,0.22846,0.561224,0.019231,0.229508,0.101124,0.068182,0,0.212766,0.063291,0.223263,0.090164,0.044827,0.266575,0.115385,0.340287,0,0.15174,0.000138,0.636364,0.848,n
Male,0.205882,0.592593,0.227887,0.40102,0.057692,0.04918,0.292135,0.204545,0.0625,0.269504,0.063291,0.251775,0.040984,0.022029,0.280387,0.109312,0.16159,0,0.215773,0.001324,0.636364,0.784,n
Male,0.235294,0.62963,0.278815,0.440816,0.038462,0.114754,0.134831,0.113636,0,0.212766,0.21519,0.248243,0.122951,0.124098,0.351934,0.095142,0.227514,0,0.183713,0.005456,0.636364,0.816,y
Male,0.411765,0.62963,0.252635,0.561224,0.038462,0.081967,0.123596,0.295455,0,0.248227,0.063291,0.232457,0.090164,0.052628,0.30884,0.074899,0.060917,0,0.201137,0.000042,0.454545,0.8,y
Male,0.294118,0.37037,0.371047,0.679592,0,0,0.011236,0,0,0.007092,0.151899,0.352406,0.098361,0.01595,0.435083,0.410931,0.065619,0,0.334342,0.000024,0.727273,0.664,n
Male,0.441176,0.444444,0.196265,0.480612,0.019231,0.032787,0.011236,0,0,0.06383,0.063291,0.253375,0.04918,0.049996,0.240608,0.111336,0.078808,0,0.124406,0.001307,0,0.88,y
Male,0.176471,0.555556,0.282195,0.481633,0.019231,0.262295,0.067416,0.068182,0,0.205674,0.202532,0.187622,0.07377,0.077864,0.352486,0.08502,0.165525,0,0.047916,0.003406,0.727273,0.952,y
Male,0.294118,0.518519,0.204514,0.60102,0,0.147541,0,0.022727,0,0.092199,0.075949,0.261415,0.057377,0.404575,0.257459,0.058704,0.283485,0,0.148038,0.003406,0.090909,0.856,y
Male,0.235294,0.296296,0.208352,0.480612,0,0,0,0.045455,0,0.007092,0.063291,0.294776,0.032787,0.014811,0.303039,0.147773,0.029046,0,0.1023,0.003406,0.909091,0.896,n
Male,0.323529,0.222222,0.246219,0.361224,0,0.04918,0.089888,0,0,0.085106,0.164557,0.280249,0.114754,0.006306,0.30663,0.323887,0.161383,0.014813,0.0465,0.001472,0.909091,0.952,n
Male,0.411765,0.518519,0.418423,0.360204,0.038462,0.262295,0.05618,0.045455,0.0625,0.191489,0.240506,0.080769,0.032787,0.004022,0.474862,0.283401,0.049434,0.001296,0.023631,0.001472,0.727273,0.976,y
Female,0.294118,0.481481,0.204973,0.280612,0.019231,0.081967,0.044944,0.045455,0.0625,0.092199,0.126582,0.33311,0.065574,0.014439,0.274309,0.145749,0.263275,0,0.097879,0.001472,0.363636,0.904,n
Male,0.323529,0.259259,0.275321,0.760204,0.019231,0,0.011236,0,0,0.028369,0.379747,0.052836,0.008197,0.100385,0.361602,0.129555,0.074709,0,0.144226,0.001472,0.636364,0.856,n
Male,0.352941,0.333333,0.248281,0.40102,0,0.032787,0,0,0,0.056738,0.088608,0.344382,0.098361,0.046153,0.30442,0.151822,0.189954,0.012602,0.066015,0.001472,0.454545,0.936,n
Male,0.441176,0.62963,0.316453,0.480612,0.019231,0.147541,0.05618,0,0.25,0.163121,0.088608,0.060865,0.090164,0.139339,0.283149,0.058704,0.2444,0,0.343795,0.001472,0.545455,0.656,n
Male,0.558824,0.296296,0.140066,0.440816,0,0.032787,0,0.022727,0,0.014184,0.113924,0.195728,0.016393,0.005249,0.219613,0.105263,0.212009,0.075138,0.13828,0.001472,0.363636,0.864,n
Male,0.470588,0.481481,0.269191,0.361224,0,0.081967,0.168539,0.022727,0,0.219858,0.227848,0.352702,0.229508,0.015849,0.341713,0.186235,0.231239,0,0.10169,0.001472,1,0.896,n
Male,0.558824,0.481481,0.126318,0.561224,0,0.04918,0.033708,0,0,0.092199,0.037975,0.221031,0.057377,0.013047,0.180663,0.07085,0.069697,0,0.074814,0.001472,0.272727,0.928,y
Male,0.411765,0.444444,0.173637,0.480612,0.019231,0,0.123596,0,0,0.092199,0.050633,0.29032,0.213115,0.006646,0.20884,0.095142,0.135468,0,0.098336,0.001472,0.363636,0.904,y
Male,0.470588,0.333333,0.282997,0.40102,0.019231,0.114754,0.314607,0.022727,0.1875,0.460993,0.063291,0.247906,0.057377,0.022842,0.316298,0.139676,0.088129,0,0.084506,0.001472,0.090909,0.92,y
Male,0.529412,0.703704,0.246563,0.560204,0,0.016393,0.078652,0,0,0.056738,0.113924,0.307878,0.07377,0.055165,0.264917,0.172065,0.026974,0,0.126541,0.001472,0.818182,0.872,y
Male,0.5,0.703704,0.234246,0.40102,0.115385,0.016393,0.05618,0,0.125,0.141844,0.177215,0.044818,0.106557,0.042421,0.317403,0.07085,0.234024,0,0.088426,0.001472,0.636364,0.912,n
Male,0.382353,0.37037,0.222846,0.40102,0,0.016393,0.11236,0,0,0.163121,0.151899,0.292634,0.008197,0.022135,0.306077,0.121457,0.253858,0,0.073943,0.001472,0.454545,0.928,n
Male,0.294118,0.444444,0.267186,0.761224,0.019231,0,0.022472,0.022727,0,0.070922,0.21519,0.051248,0.081967,0.027603,0.367403,0.143725,0.111456,0.00393,0.162064,0.001472,0.363636,0.84,n
Male,0.617647,0.555556,0.190708,0.280612,0,0.016393,0,0.022727,0,0.014184,0.177215,0.219689,0.147541,0.004428,0.25,0.212551,0.018008,0.002658,0.330422,0.001472,0.181818,0.672,n
Male,0.529412,0.481481,0.219294,0.440816,0,0.016393,0.011236,0,0,0.021277,0.139241,0.239781,0.286885,0.010494,0.30442,0.107287,0.725973,0,0.29993,0.001472,0,0.704,n
Male,0.352941,0.555556,0.229033,0.20102,0.019231,0.065574,0,0.090909,0,0.06383,0.151899,0.281734,0.106557,0.008189,0.303867,0.074899,0.069399,0,0.292612,0.001472,1,0.704,n
Male,0.352941,0.592593,0.228575,0.280612,0.019231,0.032787,0,0.022727,0.0625,0.092199,0.101266,0.224055,0.139344,0.000187,0.29558,0.068826,0.268114,0.004526,0.250991,0.001472,0.181818,0.752,n
Male,0.5,0.518519,0.245589,0.360204,0.019231,0.098361,0.022472,0.045455,0.125,0.085106,0.21519,0.047032,0.04918,0.00207,0.329558,0.089069,0.059155,0,0.31853,0.001472,0.727273,0.68,n
Male,0.529412,0.481481,0.195864,0.40102,0.038462,0.065574,0.011236,0,0.0625,0.148936,0.113924,0.242322,0.040984,0.002486,0.270442,0.097166,0.185719,0,0.237226,0.001472,0.909091,0.76,n
Male,0.411765,0.481481,0.181657,0.361224,0.019231,0.114754,0.011236,0.045455,0,0.078014,0.101266,0.239137,0.106557,0.003446,0.266022,0.066802,0.076482,0.002774,0.30923,0.001472,0.909091,0.688,n
Male,0.352941,0.592593,0.25928,0.480612,0,0.04918,0.168539,0.113636,0.0625,0.163121,0.012658,0.265066,0.008197,0.096021,0.287569,0.172065,0.171497,0,0.056867,0.004236,0.545455,0.944,n
Male,0.558824,0.592593,0.253208,0.321429,0.019231,0.04918,0.101124,0,0,0.092199,0.278481,0.293545,0,0.001667,0.30884,0.427126,0.004876,0.01238,0.007754,0.018296,0.727273,0.992,n
Male,0.558824,0.592593,0.253208,0.321429,0.019231,0.04918,0.101124,0,0,0.092199,0.278481,0.293545,0,0.001667,0.30884,0.427126,0.004876,0.01238,0.007754,0.004357,0.727273,0.992,n
Male,0.382353,0.444444,0.204514,0.520408,0,0,0.022472,0.045455,0.0625,0.113475,0.101266,0.267906,0.065574,0.033779,0.260773,0.11336,0.107094,0,0.065862,0.0035,0.454545,0.936,n
Male,0.529412,0.592593,0.263921,0.240816,0.076923,0.114754,0.033708,0,0.125,0.141844,0.240506,0.263912,0.106557,0.005423,0.31768,0.172065,0.044145,0,0.099752,0.0035,0.181818,0.904,y
Male,0.5,0.481481,0.183146,0.20102,0.019231,0,0.078652,0,0,0.056738,0.126582,0.304513,0.008197,0.006661,0.204144,0.216599,0.078542,0,0.123339,0.0035,0.181818,0.88,n
Male,0.411765,0.444444,0.193286,0.440816,0.019231,0.098361,0.022472,0.045455,0,0.078014,0.177215,0.288734,0.02459,0.009465,0.297238,0.078947,0.128302,0.008756,0.114039,0.0035,0.363636,0.888,n
Male,0.588235,0.481481,0.21981,0.20102,0,0,0.168539,0.045455,0,0.134752,0.126582,0.281592,0.07377,0.010937,0.240884,0.143725,0.236314,0,0.022869,0.0035,0.909091,0.976,y
Male,0.382353,0.592593,0.281852,0.162245,0.038462,0.262295,0.58427,0.022727,0,0.617021,0.202532,0.334174,0.098361,0.055481,0.356077,0.1417,0.193426,0,0.008995,0.023681,0.636364,0.992,n
Male,0.558824,0.666667,0.267874,0.360204,0.019231,0.311475,0.05618,0.136364,0.3125,0.255319,0.151899,0.221881,0.016393,0.003835,0.25,0.091093,0.342853,0,0.271682,0.000049,0.545455,0.728,n
Male,0.647059,0.592593,0.189161,0.720408,0.019231,0.098361,0.078652,0,0.0625,0.148936,0.075949,0.036018,0,0.178763,0.199171,0.040486,0.056522,0,0.16801,0.000003,0.636364,0.832,n
Male,0.558824,0.666667,0.267874,0.360204,0.019231,0.311475,0.05618,0.045455,0.3125,0.255319,0.151899,0.221881,0.016393,0.003835,0.25,0.091093,0.342853,0,0.271682,0.001714,0.545455,0.728,n
Male,0.352941,0.296296,0.37225,0.481633,0.038462,0.032787,0.067416,0,0.1875,0.120567,0.810127,0.071756,0.016393,0.047875,0.503591,0.050607,0.180535,0,0.160539,0.000241,0.545455,0.84,n
Male,0.470588,0.444444,0.230408,0.320408,0,0.114754,0.101124,0.090909,0,0.148936,0.113924,0.30468,0.02459,0.056984,0.294199,0.17004,0.182657,0,0.074248,0.000028,0.363636,0.928,y
Male,0,0.62963,0.280534,0.481633,0,0.032787,0.022472,0.045455,0,0.06383,0.21519,0.218645,0.081967,0.020737,0.368508,0.060729,0.328698,0,0.143159,0.011044,0.727273,0.856,y
Male,0.617647,0.555556,0.209097,0.40102,0,0.114754,0.05618,0.181818,0.125,0.113475,0.202532,0.039909,0.081967,0.012133,0.260773,0.060729,0.144,0,0.159167,0.000008,0.727273,0.84,n
Male,0.352941,0.444444,0.212477,0.440816,0,0,0,0,0,0,0.291139,0.218414,0,0.018993,0.259669,0.026316,0.040723,0,0.095287,0.003263,0.727273,0.904,y
Male,0.235294,0.407407,0.227143,0.40102,0.096154,0.098361,0,0.045455,0.125,0.099291,0.202532,0.043432,0.016393,0.091177,0.325414,0.125506,0.119756,0,0.160844,0.000157,0.545455,0.84,n
Male,0.5,0.62963,0.285117,0.321429,0.230769,0.163934,0.067416,0.090909,0.1875,0.241135,0.417722,0.316191,0.040984,0.096572,0.344751,0.123482,0.048725,0.014814,0.036895,0.000157,0,0.968,n
Male,0.441176,0.666667,0.211732,0.360204,0.019231,0.016393,0.033708,0.068182,0.0625,0.049645,0.151899,0.349352,0.032787,0.039218,0.225414,0.228745,0.171419,0,0.067387,0.000157,0.181818,0.936,y
Male,0.441176,0.518519,0.210816,0.481633,0,0.04918,0,0,0,0.028369,0.177215,0.327098,0.032787,0.007783,0.284254,0.072874,0.082784,0,0.020734,0.000157,0.090909,0.984,y
Male,0.676471,0.703704,0.240662,0.560204,0,0.016393,0.044944,0.045455,0.0625,0.056738,0.101266,0.046071,0,0.02406,0.31326,0.289474,0.513294,0,0.239361,0.000157,0.636364,0.76,n
Male,0.617647,0.555556,0.244329,0.480612,0,0,0.191011,0.045455,0,0.156028,0.012658,0.046786,0.016393,0.007789,0.278729,0.07085,0.446233,0,0.211809,0.000157,0.090909,0.792,n
Male,0.470588,0.62963,0.173522,0.40102,0,0.032787,0.011236,0.340909,0,0.028369,0.050633,0.032965,0,0.072403,0.245304,0.046559,0.339318,0,0.259529,0.000675,0.090909,0.744,n
Male,0.441176,0.592593,0.228976,0.480612,0,0.016393,0.033708,0.181818,0.0625,0.106383,0.101266,0.043789,0.02459,0.048284,0.289779,0.157895,0.055888,0,0.274775,0.000675,0.181818,0.728,n
Male,0.382353,0.407407,0.151753,0.880612,0,0.032787,0,0.068182,0,0.014184,0.063291,0.028716,0.008197,0.000053,0.210773,0.012146,0.06943,0,0.297142,0.00035,0.363636,0.704,n
Male,0.441176,0.740741,0.164356,0.679592,0.019231,0.032787,0.011236,0.068182,0,0.042553,0.063291,0.031176,0.065574,0.021896,0.191989,0.131579,0.147789,0,0.327787,0.00035,0.545455,0.672,y
Male,0.5,0.481481,0.192713,0.280612,0.057692,0.065574,0.011236,0,0,0.056738,0.113924,0.257936,0.032787,0.008705,0.219337,0.17004,0.083822,0,0.014941,0.00035,0.909091,0.984,y
Female,0.588235,0.407407,0.233559,0.320408,0,0,0.022472,0,0,0.028369,0.088608,0.331674,0.016393,0.087888,0.236188,0.186235,0.043362,0,0.078059,0.00035,0.909091,0.92,n
Female,0.529412,0.333333,0.075905,0.161224,0,0,0.011236,0.045455,0,0.021277,0.139241,0.013911,0.04918,0.007503,0.121271,0.058704,0.24298,0,0.253082,0.00035,0.909091,0.744,n
Female,0.794118,0.518519,0.031107,0.520408,0,0.016393,0.011236,0,0,0.014184,0.025316,0.28465,0,0.003866,0.044199,0.016194,0.030148,0,0.066886,0.00035,0.272727,0.936,n
Female,0.617647,0.481481,0.025321,0.560204,0,0,0,0.045455,0,0,0,0.291141,0,0.00373,0.034254,0.036437,0.035304,0,0.064447,0.00035,0.636364,0.936,n
Male,0.617647,0.703704,0.248854,0.4,0,0.016393,0.011236,0,0,0.021277,0.050633,0.04767,0.139344,0.064552,0.235635,0.295547,0.432284,0,0.339112,0.00035,0.090909,0.664,n
Male,0.647059,0.740741,0.202509,0.40102,0,0.065574,0.011236,0.136364,0,0.113475,0.101266,0.038623,0.090164,0.00118,0.227348,0.068826,0.181512,0,0.323213,0.00035,0.090909,0.68,y
Female,0.529412,0.481481,0.171517,0.480612,0,0,0.044944,0.113636,0,0.028369,0.126582,0.253397,0.040984,0.011062,0.219337,0.123482,0.051001,0,0.081413,0.00035,0.454545,0.92,n
Male,0.117647,0.37037,0.224335,0.361224,0,0,0.033708,0.045455,0,0.042553,0.21519,0.359834,0.081967,0.005343,0.290331,0.1417,0.229506,0,0.099556,0.00035,0.181818,0.904,n
Male,0.352941,0.555556,0.271082,0.361224,0.019231,0.016393,0.089888,0.045455,0.25,0.099291,0.113924,0.31449,0.065574,0.162532,0.274586,0.147773,0.196158,0,0.153831,0.00035,0.363636,0.848,n
Male,0.529412,0.851852,0.20417,0.321429,0.134615,0.131148,0.213483,0,0.1875,0.304965,0.189873,0.33821,0.032787,0.062219,0.221271,0.066802,0.096608,0,0.118156,0.00035,0.909091,0.88,n
Male,0.382353,0.592593,0.211217,0.440816,0,0.065574,0.033708,0.045455,0.0625,0.085106,0.050633,0.257282,0.02459,0.097602,0.284254,0.093117,0.227653,0,0.124102,0.00035,0.090909,0.88,n
Male,0.264706,0.37037,0.150836,0.280612,0.019231,0.04918,0.022472,0.159091,0.0625,0.049645,0.088608,0.028537,0.008197,0.026381,0.180663,0.062753,0.072869,0,0.225639,0.00035,0.363636,0.776,n
Male,0.5,0.444444,0.193171,0.440816,0.057692,0.163934,0.05618,0.045455,0.125,0.177305,0.101266,0.036801,0.016393,0.027018,0.275691,0.172065,0.038925,0,0.289062,0.00035,0.363636,0.712,n
Male,0.352941,0.444444,0.225309,0.240816,0.269231,0.180328,0.011236,0.045455,0.0625,0.29078,0.265823,0.262252,0.065574,0.046343,0.310497,0.15587,0.06212,0,0.265583,0.00035,0.363636,0.736,n
Male,0.558824,0.481481,0.278414,0.320408,0.057692,0.229508,0.022472,0.068182,0.0625,0.177305,0.189873,0.05344,0.065574,0.029413,0.333978,0.192308,0.053375,0,0.251252,0.00035,0.090909,0.752,n
Male,0.5,0.407407,0.214883,0.321429,0,0.065574,0.05618,0.090909,0.0625,0.099291,0.113924,0.242661,0.147541,0.015027,0.299724,0.101215,0.337226,0.01116,0.051379,0.004241,0.272727,0.952,n
Female,0.352941,0.62963,0.160231,0.321429,0,0.032787,0.089888,0.090909,0,0.078014,0.050633,0.269777,0.032787,0.008835,0.223481,0.251012,0.177861,0.159787,0.002287,0.004241,0.454545,1,n
Female,0.5,0.555556,0.162007,0.441837,0,0.065574,0.011236,0.090909,0,0.035461,0.088608,0.242227,0.040984,0.049435,0.232873,0.068826,0,0.00919,0.018295,0.004175,0.454545,0.984,n
Female,0.352941,0.62963,0.160231,0.321429,0,0.032787,0.089888,0.113636,0,0.078014,0.050633,0.269777,0.032787,0.008835,0.223481,0.251012,0.177861,0.159787,0.002287,0.00023,0.454545,1,y
Male,0.617647,0.444444,0.084269,0.439796,0,0,0,0.022727,0,0,0.075949,0.223802,0.016393,0.001972,0.124862,0.091093,0,0,0.082742,0.019615,0.272727,0.92,n
Male,0.705882,0.62963,0.113142,0.361224,0,0.016393,0.033708,0,0,0.042553,0.063291,0.226751,0.032787,0.004531,0.183978,0.062753,0.06651,0,0.066886,0.019615,0.272727,0.936,n
Male,0.617647,0.555556,0.278586,0.40102,0,0.163934,0.05618,0.068182,0.3125,0.184397,0.189873,0.271287,0.114754,0.034952,0.312983,0.07085,0.205334,0,0.088121,0.019615,0.636364,0.912,n
Male,0.352941,0.62963,0.20566,0.281633,0.076923,0.229508,0.05618,0,0.1875,0.22695,0.025316,0.039238,0.016393,0.027773,0.274862,0.060729,0.041137,0,0.037244,0.019615,0,0.968,y
Male,0.529412,0.592593,0.206519,0.321429,0.038462,0.131148,0.11236,0.022727,0,0.156028,0.164557,0.248419,0.04918,0.000621,0.316298,0.048583,0.199071,0,0.110228,0.019615,0.909091,0.888,y
Male,0.294118,0.592593,0.339024,0.639796,0.019231,0.032787,0.101124,0,0,0.085106,0.075949,0.453628,0,0.725242,0.289779,0.145749,0.084803,0,0.107788,0.022197,0.181818,0.896,n
Male,0.588235,0.407407,0.213279,0.280612,0,0.032787,0.022472,0,0,0.028369,0.240506,0.040726,0.106557,0.029729,0.221547,0.257085,0.726007,0,0.021344,0.000077,0,0.984,n
Male,0.382353,0.37037,0.031393,0.640816,0.019231,0,0,0,0,0.007092,0.050633,0.138946,0.008197,0.002607,0.051657,0.048583,0.123149,0,0.016727,0.000171,0.636364,0.984,n
Male,0.5,0.518519,0.174725,0.521429,0.038462,0.016393,0.033708,0,0,0.078014,0.126582,0.166349,0.090164,0.040569,0.257182,0.133603,0.075505,0,0.03659,0.000171,0.090909,0.968,n
Male,0.411765,0.37037,0.188818,0.40102,0,0.065574,0.044944,0.022727,0,0.106383,0.164557,0.225908,0.065574,0.032483,0.270718,0.078947,0.120407,0.010725,0.05397,0.000171,1,0.944,n
Male,0.5,0.37037,0.353231,0.520408,0,0.032787,0.067416,0.068182,0,0.070922,0.075949,0.370625,0.221311,0.002202,0.388674,0.133603,0.021544,0,0.11576,0.000171,0.181818,0.888,n
Male,0.558824,0.407407,0.232356,0.480612,0.057692,0,0.044944,0,0,0.049645,0.113924,0.352589,0.139344,0.00454,0.274033,0.089069,0.036537,0,0.089646,0.000171,0.454545,0.912,n
Male,0.705882,0.592593,0.231554,0.440816,0.057692,0.032787,0.134831,0.022727,0,0.163121,0.253165,0.269888,0.07377,0.02427,0.316022,0.050607,0.113829,0,0.137518,0.002313,0.454545,0.864,n
Male,0.411765,0.555556,0.211732,0.241837,0.288462,0.114754,0.101124,0.136364,0,0.241135,0.468354,0.264878,0.254098,0.021705,0.29558,0.078947,0.311151,0,0.040859,0.002313,0.545455,0.96,y
Female,0.529412,0.444444,0.157482,0.241837,0.019231,0,0,0.204545,0,0.021277,0.151899,0.260548,0.07377,0.024902,0.237293,0.101215,0.204265,0,0.106525,0.000333,0.272727,0.896,n
Male,0.5,0.592593,0.254468,0.202041,0.038462,0.147541,0.438202,0,0.3125,0.460993,0.177215,0.288767,0.098361,0.087073,0.310221,0.091093,0.197416,0.003423,0.005336,0.000144,0,1,y
Male,0.5,0.592593,0.254468,0.202041,0.038462,0.147541,0.438202,0,0.3125,0.460993,0.177215,0.288767,0.098361,0.087073,0.310221,0.091093,0.197416,0.003423,0.005336,0.003126,0,1,n
Male,0.470588,0.518519,0.210816,0.440816,0.019231,0.04918,0.033708,0.045455,0,0.056738,0.113924,0.280508,0.040984,0.031715,0.225414,0.182186,0.020696,0.032432,0.049092,0.00013,0.545455,0.952,n
Male,0.5,0.555556,0.22972,0.321429,0.019231,0.016393,0.022472,0.022727,0.0625,0.042553,0.291139,0.333456,0.122951,0.026027,0.340608,0.105263,0.111096,0,0.087511,0.047197,0.727273,0.912,y
Male,0.323529,0.259259,0.230866,0.440816,0.019231,0,0.011236,0.090909,0,0.014184,0.265823,0.266787,0.114754,0.010062,0.335083,0.214575,0.231448,0,0.15871,0.000029,0.818182,0.84,n
Male,0.352941,0.333333,0.171402,0.480612,0,0.114754,0.022472,0.045455,0,0.092199,0.088608,0.300274,0.032787,0.003756,0.231492,0.129555,0.150332,0,0.098184,0.016153,0.363636,0.904,n
Male,0.441176,0.62963,0.188359,0.440816,0.019231,0.163934,0.078652,0,0.0625,0.148936,0.151899,0.243758,0.008197,0.098316,0.254972,0.093117,0.202801,0,0.041774,0.016153,0.454545,0.96,n
Male,0.617647,0.407407,0.23333,0.360204,0,0.065574,0.067416,0.022727,0,0.099291,0.253165,0.350224,0.040984,0.047564,0.240331,0.172065,0.1673,0,0.105349,0.002077,0.454545,0.896,n
Unknown,0.5,0.666667,0.242725,0.4,0,0,0,0.25,0,0,0.050633,0.046473,0.008197,0.027447,0.29116,0.186235,0.139161,0,0.275188,0.021538,0.090909,0.728,n
Male,0.529412,0.407407,0.306829,0.281633,0,0.016393,0.011236,0.068182,0,0.028369,0.405063,0.364213,0.352459,0.020425,0.346685,0.216599,0.22119,0,0.150172,0.00033,0.909091,0.848,n
Unknown,0.529412,0.37037,0.193,0.321429,0.038462,0.04918,0.067416,0.022727,0.0625,0.092199,0.063291,0.264813,0.040984,0.025093,0.24116,0.202429,0.139245,0,0.073485,0.000044,0.454545,0.928,n
Male,0.5,0.407407,0.245302,0.281633,0,0.032787,0.011236,0.090909,0,0.021277,0.341772,0.257835,0.106557,0.025751,0.346961,0.151822,0.135497,0,0.018143,0.013736,0.454545,0.984,y
Male,0.235294,0.222222,0.289528,0.40102,0.192308,0.016393,0,0,0,0.099291,0.025316,0.055609,0.196721,0.032908,0.327624,0.153846,0.409378,0,0.175981,0.005258,0.636364,0.824,y
Male,0.5,0.444444,0.298236,0.440816,0.038462,0,0.022472,0.022727,0.6875,0.120567,0.075949,0.242794,0.016393,0.009494,0.290884,0.125506,0.110866,0,0.077035,0.000149,0,0.928,n
Male,0.470588,0.555556,0.172548,0.321429,0.019231,0,0,0.022727,0.0625,0.06383,0.126582,0.224631,0.081967,0.009014,0.197238,0.095142,0.344181,0,0.08187,0.00007,0.454545,0.92,n
Male,0.5,0.592593,0.216258,0.520408,0.019231,0.016393,0.022472,0,0.375,0.078014,0.113924,0.327585,0,0.05091,0.292541,0.078947,0.071559,0,0.113887,0.004137,0.363636,0.888,n
Male,0.352941,0.444444,0.212191,0.561224,0.076923,0.016393,0.078652,0.090909,0,0.085106,0.037975,0.318088,0,0.044949,0.257735,0.119433,0.198525,0.058041,0.134926,0.004137,0.818182,0.864,n
Female,0.735294,0.666667,0.251088,0.440816,0,0.065574,0.022472,0,0,0.042553,0.139241,0.268071,0.172131,0.036869,0.281492,0.109312,0.323975,0,0.14011,0.004137,0.090909,0.864,n
Male,0.176471,0.185185,0.199931,0.402041,0.019231,0,0.011236,0.045455,0,0.014184,0.151899,0.326776,0.081967,0.062067,0.302762,0.117409,0.109667,0.025495,0.050616,0.004137,0.363636,0.952,n
Male,0.411765,0.481481,0.255958,0.520408,0.019231,0.032787,0,0.022727,0,0.028369,0.316456,0.302375,0,0.020165,0.330939,0.263158,0.014165,0,0.015703,0.004137,0.727273,0.984,n
Male,0.411765,0.518519,0.174095,0.361224,0.076923,0.04918,0.044944,0.045455,0,0.106383,0.050633,0.253505,0.188525,0.096255,0.236188,0.058704,0.205911,0,0.121967,0.004137,0.363636,0.88,n
Male,0.411765,0.518519,0.174095,0.361224,0.076923,0.04918,0.044944,0.022727,0,0.106383,0.050633,0.253505,0.188525,0.096255,0.236188,0.058704,0.205911,0,0.121967,0.004137,0.363636,0.88,n
Female,0.470588,0.481481,0.279732,0.4,0,0.04918,0,0.045455,0,0.021277,0.139241,0.286088,0.016393,0.031871,0.310773,0.230769,0.187641,0,0.284946,0.004137,0.909091,0.712,n
Female,0.617647,0.592593,0.236824,0.280612,0.019231,0.114754,0.067416,0.045455,0,0.099291,0.139241,0.288716,0.008197,0.013224,0.270718,0.303644,0.195468,0,0.203075,0.004137,0.181818,0.8,n
Female,0.558824,0.592593,0.257333,0.280612,0.019231,0.016393,0.089888,0.022727,0.0625,0.085106,0.151899,0.283076,0.016393,0.048036,0.31989,0.095142,0.231942,0,0.196563,0.004137,0,0.808,n
Female,0.205882,0.555556,0.197582,0.240816,0.019231,0.098361,0.044944,0.022727,0,0.085106,0.139241,0.265578,0.008197,0.009654,0.30221,0.060729,0.094581,0,0.189659,0.010164,0.909091,0.808,n
Female,0.352941,0.407407,0.349736,0.240816,0.038462,0,0.123596,0.045455,0.0625,0.113475,0.189873,0.283689,0.04918,0.054264,0.369061,0.263158,0.160907,0,0.209217,0.039011,0.454545,0.792,n
Female,0.382353,0.407407,0.269248,0.361224,0,0.131148,0.044944,0.022727,0.0625,0.113475,0.177215,0.345818,0.02459,0.013791,0.363536,0.105263,0.133428,0,0.164699,0.002417,0,0.84,n
