Gender,Polarity,Subjectivity,WordCount,FleschReading,OT,NT,BoM,DC,PoGP,AllScriptureCount,StoryNames,TalkingSpeed,AuthorityMentions,WeToYouRatio,WordQuantity,FirstPersonPronoun,PercentInItalics,PercentInQuotes,DaysElapsed,NameSearchResults,Pageviews,MonthGiven,YearGiven,Popular
Male,0.2,0.56,4760.0,7.56,0.0,1.0,7.0,0.0,0.0,8.0,10.0,2.80699216243757,9.0,192.045,1232.0,85.0,0.017016806722689074,0.0,5881,268000.0,43372.0,10.0,2001.0,y
Male,0.19,0.56,4545.0,6.0,6.0,1.0,5.0,0.0,2.0,20.0,15.0,0.4545,13.0,147.682,1422.0,35.0,0.14763476347634763,0.0,4131,268000.0,1801.0,8.0,2006.0,n
Male,0.15,0.47,4346.0,6.0,0.0,1.0,10.0,0.0,0.0,23.0,13.0,2.670663991223147,1.0,77.067,1381.0,60.0,0.160147261849977,0.0,3466,268000.0,2159.0,6.0,2008.0,n
Male,0.12,0.49,5120.0,9.53,1.0,0.0,2.0,1.0,0.0,10.0,18.0,0.512,10.0,96.1,1603.0,71.0,0.0703125,0.001171875,7512,268000.0,1137.0,5.0,1997.0,n
Male,0.23,0.52,3785.0,4.82,0.0,1.0,0.0,1.0,0.0,2.0,15.0,2.0183365565098685,18.0,15.429,1178.0,105.0,0.011360634081902245,0.0007926023778071334,15242,268000.0,488.0,3.0,1976.0,n
Male,0.2,0.5,4284.0,6.39,0.0,1.0,1.0,0.0,0.0,3.0,12.0,2.198011186392443,35.0,36.543,1375.0,53.0,0.4579831932773109,0.0,13842,268000.0,448.0,1.0,1980.0,n
Male,0.14,0.52,4454.0,4.04,1.0,4.0,0.0,4.0,0.0,9.0,13.0,2.573194103799746,13.0,28.521,1373.0,37.0,0.043780871127076786,0.0,13506,268000.0,899.0,12.0,1980.0,n
Male,0.14,0.53,4446.0,4.82,1.0,2.0,0.0,1.0,1.0,13.0,9.0,2.057378303404839,17.0,0.667,1343.0,34.0,0.16914080071974807,0.001349527665317139,11595,268000.0,780.0,3.0,1986.0,n
Male,0.19,0.51,4743.0,5.6,1.0,6.0,2.0,2.0,2.0,12.0,18.0,0.4743,6.0,7.22,1466.0,44.0,0.03731815306767868,0.0,14696,268000.0,390.0,9.0,1977.0,n
Male,0.2,0.5,3875.0,6.0,2.0,4.0,1.0,0.0,1.0,21.0,10.0,2.220735576394068,5.0,8.667,1252.0,48.0,0.11716129032258064,0.0,10963,268000.0,275.0,11.0,1987.0,n
Male,0.16,0.5,3627.0,5.61,1.0,7.0,1.0,2.0,0.0,11.0,9.0,2.1922507833352674,13.0,12.012,1236.0,33.0,0.04824924179762889,0.0008271298593879239,14269,268000.0,274.0,11.0,1978.0,n
Male,0.14,0.53,4982.0,6.78,0.0,3.0,15.0,5.0,1.0,23.0,2.0,2.424126825332953,1.0,334.261,1314.0,85.0,0.10818948213568848,0.0,2682,771000.0,1386.0,7.0,2010.0,n
Male,0.21,0.53,4876.0,5.22,1.0,3.0,9.0,0.0,0.0,13.0,23.0,2.678810804317156,0.0,5.818,1391.0,211.0,0.0030762920426579163,0.0036915504511894994,427,3330000.0,353.0,9.0,2016.0,y
Male,0.21,0.53,4876.0,5.22,1.0,3.0,9.0,0.0,0.0,13.0,23.0,2.678810804317156,0.0,5.818,1391.0,211.0,0.0030762920426579163,0.0036915504511894994,427,793000.0,1557.0,9.0,2016.0,y
Male,0.15,0.49,4026.0,7.17,0.0,0.0,2.0,2.0,1.0,16.0,9.0,2.4495269277602505,8.0,117.6,1217.0,56.0,0.06756085444610035,0.0,3095,637000.0,519.0,6.0,2009.0,n
Male,0.2,0.53,5063.0,4.43,4.0,7.0,3.0,0.0,2.0,20.0,20.0,2.4138091048707806,13.0,18.893,1423.0,85.0,0.027849101323326093,0.0,4651,637000.0,3733.0,3.0,2005.0,y
Male,0.19,0.5,3653.0,4.04,1.0,0.0,7.0,0.0,0.0,8.0,11.0,2.7768937305396992,1.0,23.203,1012.0,107.0,0.049548316452231046,0.0,5734,637000.0,2213.0,3.0,2002.0,n
Male,0.16,0.49,3830.0,6.39,1.0,6.0,2.0,2.0,0.0,11.0,15.0,2.6357853860496525,3.0,32.961,1349.0,39.0,0.08093994778067885,0.0026109660574412533,5307,637000.0,799.0,5.0,2003.0,n
Male,0.22,0.5,4293.0,4.04,0.0,0.0,15.0,2.0,0.0,19.0,11.0,2.5719235967549707,9.0,38.086,1145.0,71.0,0.14907989750757047,0.0,1121,637000.0,3423.0,11.0,2014.0,y
Male,0.15,0.53,5376.0,3.66,2.0,16.0,52.0,1.0,0.0,87.0,17.0,3.042150993905135,12.0,193.143,1562.0,70.0,0.12202380952380952,0.0,484,4310000.0,1612.0,8.0,2016.0,y
Male,0.21,0.55,5132.0,5.6,1.0,19.0,5.0,6.0,5.0,36.0,13.0,2.0379323325986047,2.0,13.364,1178.0,45.0,0.2162899454403741,0.0,12545,9070.0,819.0,7.0,1983.0,n
Male,0.24,0.53,3758.0,9.13,1.0,6.0,7.0,0.0,1.0,21.0,7.0,0.3758,0.0,622.286,994.0,20.0,0.03565726450239489,0.0,7785,676.0,233.0,8.0,1996.0,n
Male,0.21,0.55,5132.0,5.6,1.0,19.0,5.0,2.0,5.0,36.0,13.0,2.0379323325986047,2.0,13.364,1178.0,45.0,0.2162899454403741,0.0,12545,312000.0,50.0,7.0,1983.0,n
Male,0.14,0.45,6954.0,6.79,2.0,2.0,6.0,0.0,3.0,17.0,65.0,0.6954,2.0,166.667,2096.0,25.0,0.11389128559102675,0.0,7442,44000.0,926.0,7.0,1997.0,n
Male,0.18,0.49,4478.0,5.21,0.0,7.0,9.0,4.0,0.0,21.0,10.0,2.7783936359605295,3.0,198.375,1338.0,84.0,0.11523001339883877,0.0,3480,5150.0,4534.0,5.0,2008.0,y
Male,0.02,0.54,5353.0,6.79,0.0,2.0,2.0,2.0,0.0,9.0,18.0,2.008998270602647,10.0,72.2,1607.0,30.0,0.20736035867737718,0.0,6644,2010000.0,8159.0,9.0,1999.0,y
Male,0.23,0.52,4106.0,6.0,0.0,7.0,5.0,8.0,2.0,16.0,17.0,0.4106,10.0,42.25,1217.0,30.0,0.09084266926449099,0.0,7379,1510.0,513.0,9.0,1997.0,n
Male,0.14,0.49,4165.0,6.39,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2.006932308799342,0.0,66.13,1213.0,13.0,0.025690276110444176,0.0,4446,594000.0,2682.0,9.0,2005.0,n
Male,0.1,0.48,4421.0,6.0,5.0,6.0,0.0,2.0,2.0,14.0,17.0,0.4421,2.0,317.4,1451.0,62.0,0.07554851843474326,0.0,7456,28700.0,1317.0,7.0,1997.0,n
Male,0.19,0.54,5433.0,5.22,12.0,10.0,6.0,4.0,3.0,34.0,34.0,2.88133034410852,5.0,336.182,1521.0,61.0,0.030738082090925822,0.004417448923246825,1765,28700.0,2552.0,1.0,2013.0,y
Male,0.17,0.55,4152.0,5.6,1.0,1.0,3.0,3.0,1.0,7.0,13.0,3.1778866441506834,4.0,136.533,1089.0,113.0,0.10814065510597302,0.0,3165,28700.0,5341.0,3.0,2009.0,y
Male,0.17,0.51,4136.0,6.79,0.0,3.0,0.0,0.0,0.0,4.0,15.0,2.978873120243553,4.0,27.106,1302.0,36.0,0.05222437137330754,0.0,1023,28700.0,4080.0,2.0,2015.0,y
Male,0.25,0.56,4657.0,7.56,0.0,1.0,4.0,2.0,1.0,8.0,9.0,0.4657,0.0,83.769,1407.0,143.0,0.3238136139145373,0.0,11061,28700.0,326.0,8.0,1987.0,n
Male,0.23,0.52,4721.0,6.78,0.0,0.0,17.0,2.0,0.0,22.0,2.0,0.4721,2.0,27.129,1282.0,35.0,0.2815081550518958,0.0,9796,28700.0,682.0,2.0,1991.0,n
Male,0.18,0.54,3485.0,6.0,0.0,2.0,1.0,15.0,0.0,4.0,5.0,0.3485,0.0,252.05,1161.0,23.0,0.2140602582496413,0.0,11987,123000.0,407.0,2.0,1985.0,n
Male,0.17,0.53,4453.0,6.78,0.0,1.0,3.0,8.0,1.0,15.0,9.0,0.4453,3.0,168.091,1322.0,78.0,0.035257130024702446,0.0,12687,123000.0,1621.0,3.0,1983.0,n
Male,0.15,0.48,3105.0,10.7,0.0,2.0,0.0,3.0,0.0,2.0,6.0,0.3105,1.0,0.2,1036.0,6.0,0.043800322061191624,0.0,13714,63800.0,2009.0,5.0,1980.0,n
Male,0.17,0.57,3325.0,8.73,1.0,2.0,1.0,3.0,0.0,6.0,6.0,0.3325,8.0,76.235,968.0,65.0,0.09323308270676692,0.0,15121,63800.0,3328.0,7.0,1976.0,n
Male,0.19,0.5,3820.0,4.82,3.0,4.0,1.0,0.0,0.0,8.0,10.0,2.3603695193496748,4.0,30.316,1067.0,84.0,0.05287958115183246,0.0,757,63800.0,8686.0,11.0,2015.0,y
Female,0.22,0.48,4533.0,5.21,0.0,0.0,2.0,0.0,0.0,4.0,8.0,3.0197962198253543,2.0,305.951,1128.0,92.0,0.027354952570041915,0.0,3655,63800.0,1821.0,11.0,2007.0,n
Female,0.2,0.46,1781.0,3.65,0.0,0.0,1.0,2.0,0.0,3.0,12.0,0.1781,6.0,26.133,712.0,29.0,0.15328467153284672,0.0,11691,63800.0,1182.0,11.0,1985.0,n
Female,0.29,0.51,999.0,7.17,0.0,1.0,1.0,0.0,0.0,2.0,3.0,2.5992700881861137,0.0,13.474,433.0,8.0,0.01901901901901902,0.0,3142,63800.0,208.0,4.0,2009.0,n
Female,0.23,0.5,898.0,7.56,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.657318377122205,0.0,13.0,397.0,18.0,0.022271714922048998,0.0,3030,63800.0,80.0,8.0,2009.0,n
Male,0.23,0.56,4800.0,5.99,0.0,1.0,1.0,0.0,0.0,3.0,5.0,0.48,17.0,224.72,1126.0,146.0,0.27270833333333333,0.0,15641,63800.0,241.0,2.0,1975.0,n
Male,0.24,0.57,3991.0,6.0,0.0,4.0,1.0,6.0,0.0,16.0,9.0,0.3991,11.0,4.122,1096.0,34.0,0.11450764219493861,0.0,14911,63800.0,2655.0,2.0,1977.0,n
Female,0.2,0.5,3450.0,6.78,0.0,0.0,4.0,5.0,0.0,4.0,11.0,2.3197789508413065,5.0,38.521,1067.0,61.0,0.03217391304347826,0.0,3809,63800.0,116.0,6.0,2007.0,n
Male,0.06,0.47,4372.0,5.61,0.0,0.0,3.0,2.0,0.0,6.0,18.0,3.2716192270238342,10.0,18.615,1324.0,70.0,0.14478499542543458,0.0,4642,63800.0,738.0,3.0,2005.0,n
Male,0.14,0.52,5188.0,5.61,1.0,1.0,8.0,2.0,4.0,14.0,10.0,2.866120991408266,8.0,565.786,1267.0,73.0,0.12374710871241326,0.0,7134,63800.0,1300.0,5.0,1998.0,n
Male,0.2,0.6,4020.0,5.22,7.0,8.0,19.0,0.0,3.0,43.0,16.0,3.078239349189754,4.0,216.6,1074.0,33.0,0.060945273631840796,0.0,5496,63800.0,1207.0,11.0,2002.0,n
Male,0.15,0.53,4143.0,6.39,0.0,4.0,3.0,2.0,1.0,12.0,5.0,2.3545195257089513,3.0,339.765,1302.0,46.0,0.14361573738836592,0.0,5769,63800.0,2474.0,2.0,2002.0,n
Male,0.11,0.47,3089.0,4.82,1.0,3.0,2.0,7.0,1.0,7.0,8.0,0.3089,1.0,91.848,927.0,31.0,0.045969569439948205,0.0,10431,63800.0,288.0,5.0,1989.0,n
Male,0.19,0.49,3828.0,6.39,3.0,10.0,5.0,2.0,2.0,25.0,9.0,0.3828,2.0,94.065,1271.0,85.0,0.024555903866248695,0.0,13343,63800.0,456.0,5.0,1981.0,n
Male,0.14,0.49,4389.0,4.43,14.0,11.0,1.0,2.0,1.0,41.0,22.0,2.3989678261920755,8.0,161.333,1397.0,77.0,0.039188881294144454,0.0,12265,63800.0,1076.0,5.0,1984.0,n
Male,0.21,0.5,5316.0,5.21,3.0,14.0,2.0,3.0,1.0,25.0,16.0,0.5316,8.0,102.4,1482.0,95.0,0.0336719337848006,0.0,11607,63800.0,556.0,2.0,1986.0,n
Male,0.19,0.48,4207.0,5.22,0.0,4.0,5.0,4.0,1.0,14.0,10.0,2.223767851392894,18.0,52.324,1358.0,50.0,0.2127406703113858,0.0033277870216306157,2430,772000.0,1138.0,4.0,2011.0,n
Female,0.14,0.54,3253.0,5.22,0.0,2.0,8.0,4.0,0.0,11.0,5.0,2.46626232,4.0,30.769,1082.0,124.0,0.112204119,0.047648325,176,772000.0,726.0,6,2017,y
Female,0.19,0.52,3284.0,6.4,0.0,4.0,1.0,4.0,0.0,5.0,8.0,2.2198838684383078,5.0,172.098,1116.0,34.0,0.0,0.0027405602923264312,911,760000.0,1353.0,6.0,2015.0,y
Female,0.14,0.54,3253.0,5.22,0.0,2.0,8.0,5.0,0.0,11.0,5.0,2.46626232,4.0,30.769,1082.0,124.0,0.112204119,0.047648325,176,42000.0,3842.0,6,2017,y
Male,0.23,0.49,1927.0,6.38,0.0,0.0,0.0,1.0,0.0,0.0,7.0,2.055118849218763,2.0,6.881,725.0,45.0,0.0,0.0,3870,3570000.0,184.0,4.0,2007.0,n
Male,0.26,0.54,2431.0,5.61,0.0,1.0,3.0,0.0,0.0,6.0,6.0,2.081487688598254,4.0,15.789,939.0,31.0,0.04195804195804196,0.0,3142,3570000.0,783.0,4.0,2009.0,n
Male,0.23,0.52,5319.0,6.0,0.0,10.0,5.0,3.0,5.0,26.0,16.0,2.4797665224526333,14.0,121.684,1406.0,35.0,0.12953562699755594,0.0,4117,3570000.0,1967.0,8.0,2006.0,n
Male,0.14,0.54,4046.0,4.83,4.0,14.0,5.0,0.0,3.0,32.0,3.0,0.4046,2.0,96.694,1268.0,30.0,0.025951557093425604,0.0,1781,3570000.0,4382.0,1.0,2013.0,y
Male,0.2,0.53,4061.0,5.22,2.0,8.0,10.0,1.0,0.0,22.0,14.0,2.2752569772306224,6.0,2.178,1418.0,24.0,0.1255848313223344,0.0,5132,3570000.0,2864.0,11.0,2003.0,n
Male,0.12,0.53,6374.0,8.34,1.0,2.0,9.0,0.0,0.0,12.0,7.0,4.1104052882829585,0.0,2524.571,1322.0,72.0,0.05349858801380609,0.0,5020,4040000.0,996.0,3.0,2004.0,n
Male,0.22,0.48,4179.0,4.82,0.0,2.0,2.0,0.0,0.0,4.0,20.0,0.4179,13.0,103.5,1075.0,127.0,0.4580043072505384,0.0,1051,14000.0,2457.0,1.0,2015.0,y
Male,0.15,0.47,1004.0,8.35,1.0,0.0,0.0,0.0,0.0,1.0,5.0,1.296268880250922,1.0,9.091,460.0,24.0,0.07768924302788845,0.0,839,31200.0,258.0,8.0,2015.0,n
Male,0.19,0.51,3506.0,7.18,2.0,1.0,3.0,0.0,0.0,11.0,11.0,1.5413274466484994,11.0,141.235,1204.0,66.0,0.04763262977752424,0.0,1751,31200.0,2528.0,2.0,2013.0,y
Male,0.16,0.47,3752.0,6.0,0.0,4.0,4.0,1.0,0.0,15.0,14.0,2.073947199102616,8.0,113.087,1253.0,39.0,0.07595948827292111,0.0031982942430703624,2549,31200.0,1094.0,12.0,2010.0,n
Male,0.19,0.47,6622.0,7.17,0.0,2.0,6.0,3.0,0.0,10.0,7.0,3.3681233723958335,27.0,7.681,1680.0,66.0,0.01359106010268801,0.0,5386,31200.0,2388.0,3.0,2003.0,n
Male,0.21,0.48,4512.0,6.78,3.0,0.0,4.0,0.0,0.0,7.0,10.0,3.2068291055751827,17.0,15.82,1265.0,44.0,0.02304964539007092,0.0,4187,31200.0,1819.0,6.0,2006.0,n
Male,0.26,0.53,4498.0,6.39,3.0,2.0,12.0,1.0,0.0,23.0,21.0,2.467249610915431,9.0,84.5,1417.0,25.0,0.07180969319697643,0.0,6385,421000.0,830.0,6.0,2000.0,n
Male,0.16,0.52,4152.0,4.44,15.0,7.0,9.0,6.0,0.0,34.0,38.0,2.4224482538623087,31.0,75.571,1343.0,39.0,0.19629094412331408,0.0,1947,421000.0,7363.0,7.0,2012.0,y
Female,0.2,0.49,3205.0,4.44,1.0,0.0,0.0,9.0,0.0,3.0,13.0,2.3837266957556524,9.0,86.7,1132.0,50.0,0.12886115444617785,0.0,4962,60700.0,1237.0,4.0,2004.0,n
Male,0.19,0.53,4898.0,4.05,2.0,9.0,39.0,0.0,5.0,65.0,15.0,2.6360846876740167,12.0,303.114,1396.0,45.0,0.1245406288280931,0.0010208248264597796,316,26300.0,6774.0,1.0,2017.0,y
Male,0.19,0.53,4898.0,4.05,2.0,9.0,39.0,0.0,5.0,65.0,15.0,2.6360846876740167,12.0,303.114,1396.0,45.0,0.1245406288280931,0.0010208248264597796,316,569000.0,1444.0,1.0,2017.0,y
Male,0.18,0.51,4136.0,6.39,1.0,3.0,3.0,2.0,0.0,8.0,10.0,2.562222641412419,5.0,110.413,1089.0,90.0,0.013056092843326886,0.009671179883945842,2325,23700.0,2173.0,7.0,2011.0,y
Male,0.19,0.52,4466.0,5.22,1.0,1.0,2.0,1.0,1.0,6.0,24.0,3.0357272331786542,15.0,90.613,1506.0,52.0,0.07008508732646664,0.0,4089,8590000.0,7180.0,9.0,2006.0,y
Male,0.13,0.44,4486.0,6.39,1.0,0.0,1.0,4.0,0.0,2.0,22.0,2.4395242075828816,14.0,35.042,1486.0,106.0,0.14600980829246546,0.0,7358,5290.0,333.0,10.0,1997.0,n
Male,0.14,0.46,3448.0,6.78,0.0,7.0,2.0,2.0,0.0,13.0,8.0,2.738988967784575,4.0,13.091,1111.0,64.0,0.09483758700696056,0.0,4579,2940000.0,1369.0,5.0,2005.0,n
Male,0.17,0.54,3744.0,6.39,1.0,10.0,7.0,0.0,1.0,21.0,13.0,2.2335783667435454,1.0,342.25,1196.0,46.0,0.12793803418803418,0.0,1989,2940000.0,956.0,6.0,2012.0,n
Male,0.23,0.48,4529.0,5.6,0.0,4.0,6.0,1.0,0.0,14.0,21.0,3.1856796116504857,5.0,165.586,1143.0,85.0,0.10554206226540075,0.0,4908,378000.0,278.0,6.0,2004.0,n
Unknown,0.19,0.55,4693.0,5.99,0.0,0.0,0.0,11.0,0.0,0.0,5.0,0.4693,1.0,95.559,1327.0,92.0,0.08779032601747283,0.0,12706,3920000.0,775.0,2.0,1983.0,n
Male,0.2,0.48,5812.0,4.83,0.0,1.0,1.0,3.0,0.0,4.0,33.0,3.310780429710286,43.0,71.115,1528.0,107.0,0.13953888506538198,0.0,6966,60200.0,1904.0,11.0,1998.0,n
Unknown,0.2,0.47,3825.0,5.22,2.0,3.0,6.0,1.0,1.0,13.0,6.0,2.4218691300012916,5.0,87.364,1146.0,100.0,0.08784313725490196,0.0,3445,8030.0,706.0,6.0,2008.0,n
Male,0.19,0.48,4738.0,4.83,0.0,2.0,1.0,4.0,0.0,3.0,28.0,2.359469121107712,13.0,89.653,1529.0,75.0,0.08547910510764035,0.0,904,2500000.0,8834.0,6.0,2015.0,y
Male,0.1,0.43,5510.0,6.0,10.0,1.0,0.0,0.0,0.0,14.0,3.0,0.551,24.0,114.568,1459.0,76.0,0.25825771324863883,0.0,8151,957000.0,3183.0,8.0,1995.0,n
Male,0.19,0.49,5662.0,6.39,2.0,0.0,2.0,1.0,11.0,17.0,7.0,2.2249549140773914,2.0,33.062,1326.0,62.0,0.06993995054750972,0.0,3608,27200.0,2283.0,1.0,2008.0,n
Male,0.18,0.52,3468.0,5.22,1.0,0.0,0.0,1.0,1.0,9.0,11.0,2.062530926069249,10.0,31.391,987.0,47.0,0.2171280276816609,0.0,3830,12900.0,2168.0,6.0,2007.0,n
Male,0.19,0.53,4231.0,7.17,1.0,1.0,2.0,0.0,6.0,11.0,10.0,2.983230171026308,0.0,177.231,1332.0,39.0,0.04514299220042543,0.0,5300,753000.0,390.0,5.0,2003.0,n
Male,0.14,0.49,4160.0,7.57,4.0,1.0,7.0,4.0,0.0,12.0,4.0,2.898292237035716,0.0,156.481,1206.0,59.0,0.12524038461538461,0.01730769230769231,6266,753000.0,225.0,10.0,2000.0,n
Female,0.27,0.55,4839.0,6.39,0.0,4.0,2.0,0.0,0.0,6.0,12.0,2.451003565832838,21.0,128.356,1292.0,54.0,0.2043810704691052,0.0,6504,753000.0,1060.0,2.0,2000.0,n
Male,0.08,0.42,3946.0,6.01,1.0,0.0,1.0,2.0,0.0,2.0,13.0,2.9759929529452225,10.0,216.071,1369.0,58.0,0.0691839837810441,0.007602635580334516,2395,753000.0,708.0,5.0,2011.0,n
Male,0.16,0.5,4924.0,7.17,1.0,2.0,0.0,1.0,0.0,4.0,26.0,2.7577773680980306,0.0,70.208,1471.0,130.0,0.008935824532900082,0.0,792,753000.0,1026.0,9.0,2015.0,y
Male,0.16,0.51,3495.0,5.61,4.0,3.0,4.0,2.0,0.0,15.0,5.0,2.320741787429349,23.0,335.077,1128.0,29.0,0.12989985693848355,0.0,5671,753000.0,1120.0,5.0,2002.0,n
Male,0.16,0.51,3495.0,5.61,4.0,3.0,4.0,1.0,0.0,15.0,5.0,2.320741787429349,23.0,335.077,1128.0,29.0,0.12989985693848355,0.0,5671,753000.0,984.0,5.0,2002.0,n
Female,0.18,0.5,5339.0,5.99,0.0,3.0,0.0,2.0,0.0,3.0,12.0,2.6121306453464705,2.0,110.959,1398.0,114.0,0.11837422738340513,0.0,13154,753000.0,495.0,11.0,1981.0,n
Female,0.23,0.53,4590.0,4.82,1.0,7.0,6.0,2.0,0.0,14.0,12.0,2.635628646240066,1.0,46.049,1253.0,150.0,0.1233115468409586,0.0,9395,753000.0,1999.0,3.0,1992.0,n
Female,0.21,0.53,4948.0,4.82,1.0,1.0,8.0,1.0,1.0,12.0,13.0,2.585190778859256,2.0,167.226,1431.0,47.0,0.1463217461600647,0.0,9096,753000.0,776.0,1.0,1993.0,n
Female,0.09,0.52,3905.0,4.43,1.0,6.0,4.0,1.0,0.0,12.0,12.0,2.428706124693069,1.0,33.62,1367.0,30.0,0.05966709346991037,0.0,8779,1850000.0,463.0,11.0,1993.0,n
Female,0.14,0.48,6561.0,4.43,2.0,0.0,11.0,2.0,1.0,16.0,16.0,2.590671529226692,6.0,188.907,1609.0,130.0,0.10150891632373114,0.0,9677,7100000.0,2254.0,6.0,1991.0,n
Female,0.15,0.48,5156.0,5.61,0.0,8.0,4.0,1.0,1.0,16.0,15.0,3.1462762149003476,3.0,48.022,1589.0,52.0,0.08417377812257563,0.0,7633,440000.0,1071.0,1.0,1997.0,n
Female,0.09,0.47,3555.0,4.83,3.0,10.0,4.0,0.0,0.0,17.0,19.0,3.064091661303668,8.0,19.114,1305.0,41.0,0.031223628691983123,0.0,5531,440000.0,2112.0,10.0,2002.0,n
Female,0.22,0.52,4479.0,6.0,0.0,1.0,2.0,2.0,0.0,5.0,6.0,3.0089159035212174,10.0,202.5,1276.0,41.0,0.06876534940835008,0.0,5741,440000.0,1159.0,3.0,2002.0,n
Female,0.2,0.54,4259.0,5.61,1.0,4.0,4.0,4.0,0.0,11.0,11.0,3.1022737867698473,10.0,237.552,1225.0,40.0,0.1258511387649683,0.0,4961,7220000.0,1738.0,4.0,2004.0,n
Female,0.23,0.51,5239.0,5.61,3.0,4.0,4.0,2.0,2.0,22.0,27.0,2.50158866080172,10.0,31.579,1423.0,69.0,0.06489788127505249,0.0,1779,5250000.0,2197.0,1.0,2013.0,y
Female,0.19,0.54,8138.0,4.43,1.0,6.0,18.0,4.0,2.0,38.0,21.0,2.479465749979993,6.0,39.51,1829.0,142.0,0.11317276972229048,0.0,2999,13500.0,3400.0,9.0,2009.0,y
Female,0.09,0.47,3555.0,4.83,3.0,10.0,4.0,0.0,0.0,17.0,19.0,3.064091661303668,8.0,19.114,1305.0,41.0,0.031223628691983123,0.0,5531,40500000.0,5295.0,10.0,2002.0,y
Female,0.28,0.46,3458.0,4.04,7.0,4.0,2.0,2.0,2.0,15.0,15.0,0.3458,0.0,71.273,1054.0,98.0,0.030653556969346442,0.0,4961,1980.0,3613.0,4.0,2004.0,y
Female,0.08,0.52,3344.0,6.39,2.0,4.0,2.0,1.0,0.0,8.0,10.0,2.7549782941104097,0.0,41.0,1023.0,73.0,0.03738038277511962,0.0,5601,467000.0,4207.0,7.0,2002.0,y
Male,0.09,0.51,3576.0,4.83,0.0,0.0,1.0,1.0,1.0,2.0,13.0,2.4714338370807223,10.0,7.579,1295.0,31.0,0.10095078299776286,0.0,5727,3020000.0,1092.0,3.0,2002.0,n
Male,0.11,0.49,4512.0,6.4,0.0,1.0,5.0,0.0,2.0,11.0,15.0,2.7553861937564124,2.0,15.244,1627.0,22.0,0.05319148936170213,0.0024379432624113476,232,3020000.0,3841.0,4.0,2017.0,y
Male,0.25,0.49,5186.0,5.22,5.0,1.0,8.0,0.0,2.0,21.0,11.0,2.4350805612862256,5.0,158.824,1464.0,68.0,0.10721172387196298,0.004627844195912071,1093,3020000.0,1677.0,12.0,2014.0,y
Female,0.14,0.46,4613.0,4.43,3.0,0.0,1.0,1.0,0.0,6.0,10.0,3.294899584012678,6.0,72.2,1378.0,147.0,0.11012356384131801,0.0,3039,3020000.0,3743.0,8.0,2009.0,y
Female,0.17,0.5,4793.0,5.22,6.0,2.0,0.0,0.0,0.0,9.0,11.0,2.38805266171795,11.0,104.224,1231.0,151.0,0.16544961402044647,0.0,239,3020000.0,3721.0,4.0,2017.0,y
Male,0.2,0.44,5958.0,7.57,0.0,0.0,1.0,1.0,0.0,3.0,19.0,2.6052704764581147,23.0,26.884,1568.0,61.0,0.08794897616649883,0.0,7197,12700.0,1116.0,3.0,1998.0,n
Male,0.16,0.48,17912.0,6.4,0.0,1.0,12.0,0.0,0.0,15.0,80.0,7.28632423003827,40.0,176.947,3893.0,78.0,0.39286511835640914,0.0,15079,12700.0,538.0,8.0,1976.0,n
Male,0.13,0.44,7074.0,9.13,0.0,0.0,0.0,2.0,0.0,0.0,45.0,2.499632510911599,49.0,5.333,1858.0,19.0,0.04028837998303647,0.0,15756,12700.0,317.0,10.0,1974.0,n
Male,0.18,0.49,5437.0,7.56,0.0,4.0,3.0,0.0,0.0,9.0,25.0,2.679317658561201,7.0,53.289,1548.0,85.0,0.1760161853963583,0.0,6833,12700.0,573.0,3.0,1999.0,n
Female,0.17,0.51,4617.0,4.84,6.0,3.0,4.0,3.0,1.0,17.0,23.0,2.867701863,17.0,176.333,1427.0,91.0,0.160493827,0.111977475,155,5750.0,50265.0,6,2017,y
Male,0.22,0.51,3726.0,5.61,1.0,13.0,3.0,0.0,0.0,20.0,19.0,2.02183538808821,11.0,25.0,1084.0,32.0,0.3384326355340848,0.0,14495,283000.0,3113.0,3.0,1978.0,n
Male,0.18,0.47,3153.0,6.79,0.0,0.0,1.0,1.0,0.0,6.0,13.0,1.651269482151835,11.0,696.2,1090.0,22.0,0.023786869647954328,0.0,11397,283000.0,4529.0,9.0,1986.0,n
Male,0.15,0.51,3619.0,4.43,1.0,1.0,3.0,1.0,0.0,7.0,11.0,1.936161076046886,33.0,24.596,982.0,35.0,0.1834760983697154,0.0,13791,772000.0,6124.0,2.0,1980.0,n
Male,0.18,0.46,7355.0,6.39,1.0,0.0,8.0,3.0,0.0,12.0,38.0,2.3626868305452953,22.0,21.564,1953.0,101.0,0.21278042148198503,0.0,14856,772000.0,4129.0,3.0,1977.0,n
Male,0.24,0.49,4510.0,7.17,1.0,1.0,1.0,4.0,0.0,3.0,12.0,2.076498639609465,7.0,30.488,1215.0,17.0,0.04368070953436807,0.0,14150,772000.0,7519.0,3.0,1979.0,n
Male,0.17,0.53,5202.0,5.6,0.0,4.0,2.0,1.0,0.0,11.0,10.0,1.793002533595532,25.0,114.083,1396.0,58.0,0.06805074971164937,0.0,15695,772000.0,3740.0,12.0,1974.0,n
