Gender,Polarity,Subjectivity,WordCount,FleschReading,OT,NT,BoM,DC,PoGP,AllScriptureCount,StoryNames,TalkingSpeed,AuthorityMentions,WeToYouRatio,WordQuantity,FirstPersonPronoun,PercentInItalics,PercentInQuotes,DaysElapsed,NameSearchResults,Pageviews,MonthGiven,YearGiven,Popular
Male,0.14,0.49,4110.0,6.79,1.0,2.0,0.0,0.0,0.0,15.0,14.0,0.411,3.0,85.333,1493.0,38.0,0.02335766423357664,0.0,2654,27000000.0,698.0,8.0,2010.0,n
Male,0.22,0.55,3344.0,6.0,3.0,10.0,1.0,0.0,1.0,18.0,12.0,1.9989288037032786,3.0,128.0,1121.0,76.0,0.17912679425837322,0.0,3823,27000000.0,635.0,6.0,2007.0,n
Male,0.15,0.44,5329.0,6.39,4.0,3.0,11.0,6.0,1.0,22.0,26.0,0.5329,8.0,209.067,1618.0,50.0,0.005066616626008632,0.0,10795,27000000.0,1714.0,5.0,1988.0,n
Male,0.16,0.48,7983.0,6.01,1.0,3.0,0.0,0.0,3.0,12.0,54.0,3.1858466411726214,9.0,189.391,2469.0,87.0,0.026806964800200426,0.003006388575723412,2388,27000000.0,3333.0,5.0,2011.0,y
Male,0.24,0.54,4660.0,5.22,2.0,8.0,17.0,1.0,0.0,30.0,11.0,3.24047975789583,6.0,99.738,1437.0,54.0,0.008369098712446352,0.0,5174,27000000.0,2379.0,9.0,2003.0,n
Male,0.19,0.49,4105.0,5.61,1.0,1.0,1.0,0.0,0.0,5.0,17.0,2.25195242355065,9.0,75.031,1415.0,95.0,0.0438489646772229,0.0,2941,27000000.0,3612.0,11.0,2009.0,y
Male,0.17,0.52,9458.0,4.44,4.0,9.0,11.0,0.0,1.0,31.0,72.0,4.72436382430042,18.0,70.141,2429.0,219.0,0.151406216959188,0.0033833791499259885,1408,27000000.0,24339.0,1.0,2014.0,y
Male,0.2,0.56,4328.0,6.77,1.0,2.0,0.0,0.0,0.0,3.0,13.0,0.4328,24.0,8.321,1163.0,82.0,0.18391866913123844,0.0,15550,1390000.0,530.0,5.0,1975.0,n
Male,0.28,0.56,3986.0,5.21,3.0,9.0,1.0,0.0,1.0,14.0,11.0,0.3986,19.0,82.688,1126.0,40.0,0.07350727546412443,0.0,14778,732000.0,664.0,6.0,1977.0,n
Male,0.18,0.51,6427.0,6.39,1.0,9.0,16.0,4.0,0.0,33.0,17.0,2.279537155001433,37.0,34.844,1839.0,76.0,0.1082931383227011,0.0,8487,1390000.0,1431.0,9.0,1994.0,n
Male,0.21,0.54,3181.0,6.0,0.0,8.0,2.0,5.0,0.0,10.0,13.0,2.557402881399537,7.0,52.562,1242.0,23.0,0.09273813266268469,0.0,14050,15500000.0,248.0,6.0,1979.0,n
Male,0.23,0.54,5045.0,4.04,3.0,8.0,4.0,4.0,1.0,20.0,10.0,3.470362394341395,6.0,378.225,1403.0,69.0,0.2132804757185332,0.0,5426,1260.0,3760.0,1.0,2003.0,y
Male,0.22,0.49,5115.0,4.43,4.0,3.0,1.0,5.0,0.0,8.0,22.0,1.9446342541526083,19.0,14.297,1473.0,145.0,0.08836754643206256,0.0,6597,4130.0,1330.0,11.0,1999.0,n
Male,0.12,0.5,4531.0,6.0,0.0,0.0,4.0,2.0,0.0,7.0,17.0,2.7218051978009306,12.0,61.735,1500.0,44.0,0.20348708894283823,0.0,11357,582.0,1275.0,10.0,1986.0,n
Male,0.16,0.53,4557.0,4.43,1.0,0.0,5.0,7.0,0.0,9.0,11.0,2.4622707572072438,12.0,46.286,1399.0,58.0,0.06319947333772219,0.0,6238,586000.0,3031.0,10.0,2000.0,n
Male,0.15,0.51,5457.0,5.61,8.0,3.0,4.0,2.0,1.0,21.0,16.0,2.2592830574885485,11.0,105.026,1715.0,40.0,0.1816016126076599,0.0,9250,1090.0,874.0,8.0,1992.0,n
Male,0.18,0.51,4154.0,6.0,1.0,7.0,14.0,4.0,1.0,26.0,16.0,0.4154,11.0,215.579,1387.0,49.0,0.22893596533461724,0.0,7617,7000000.0,909.0,1.0,1997.0,n
Male,0.2,0.52,5773.0,4.43,0.0,13.0,7.0,4.0,1.0,24.0,15.0,3.1995622332312568,4.0,90.741,1563.0,42.0,0.15849644898666204,0.0,5050,322000.0,548.0,2.0,2004.0,n
Male,0.21,0.53,4222.0,7.95,1.0,14.0,8.0,1.0,0.0,25.0,14.0,3.098433610445728,0.0,197.37,1215.0,40.0,0.021316911416390336,0.0,4194,322000.0,719.0,6.0,2006.0,n
Male,0.16,0.5,3659.0,5.21,0.0,3.0,4.0,5.0,1.0,15.0,5.0,2.343621898229121,7.0,75.674,1035.0,46.0,0.09948073244055752,0.0,4005,322000.0,2159.0,12.0,2006.0,n
Male,0.18,0.43,4900.0,9.91,1.0,0.0,0.0,2.0,0.0,1.0,18.0,1.988057320426018,12.0,50.4,1246.0,124.0,0.0034693877551020408,0.0,2227,322000.0,175.0,10.0,2011.0,n
Male,0.27,0.53,845.0,6.39,0.0,1.0,0.0,10.0,0.0,1.0,1.0,2.90294543035164,0.0,62.0,387.0,19.0,0.0,0.007100591715976331,3142,322000.0,164.0,4.0,2009.0,n
Female,0.13,0.51,5417.0,6.78,0.0,4.0,4.0,5.0,0.0,9.0,18.0,2.872386907387926,3.0,231.841,1519.0,156.0,0.017352778290566733,0.0,7113,322000.0,1399.0,6.0,1998.0,n
Female,0.16,0.46,868.0,6.78,0.0,0.0,0.0,5.0,0.0,0.0,4.0,2.6425629207018013,1.0,2.0,408.0,41.0,0.027649769585253458,0.0,1938,322000.0,38.0,8.0,2012.0,n
Female,0.25,0.54,6454.0,6.78,0.0,0.0,2.0,0.0,2.0,7.0,4.0,2.4350035342261553,7.0,0.824,1440.0,71.0,0.07080880074372482,0.0,3559,322000.0,3768.0,3.0,2008.0,y
Female,0.18,0.52,5901.0,6.01,0.0,3.0,2.0,6.0,1.0,15.0,19.0,3.1228096078389345,25.0,238.05,1522.0,22.0,0.12116590408405355,0.0,2143,322000.0,6298.0,1.0,2012.0,y
Female,0.23,0.51,4160.0,6.39,2.0,7.0,1.0,4.0,0.0,11.0,17.0,3.4652497645407214,1.0,160.364,1296.0,65.0,0.028846153846153848,0.0,4012,322000.0,772.0,12.0,2006.0,n
Male,0.21,0.57,4588.0,6.0,1.0,1.0,4.0,5.0,5.0,16.0,14.0,2.2912949353875307,17.0,79.717,1348.0,51.0,0.25370531822144726,0.0,7323,322000.0,610.0,11.0,1997.0,n
Male,0.19,0.57,4942.0,7.18,5.0,12.0,18.0,6.0,2.0,58.0,5.0,1.5637366661547731,7.0,124.457,1345.0,29.0,0.07891541885876163,0.0,8702,322000.0,760.0,2.0,1994.0,n
Male,0.28,0.6,4185.0,4.05,1.0,19.0,27.0,1.0,5.0,65.0,2.0,1.9567388496276976,6.0,144.5,1193.0,36.0,0.15388291517323777,0.0,6112,322000.0,750.0,3.0,2001.0,n
Male,0.18,0.5,3538.0,6.0,1.0,2.0,0.0,18.0,0.0,4.0,15.0,2.6220770288858324,23.0,160.067,1186.0,40.0,0.053985302430751836,0.0,4411,322000.0,2140.0,11.0,2005.0,n
Male,0.17,0.47,1171.0,11.47,0.0,0.0,0.0,2.0,0.0,0.0,13.0,0.1171,8.0,0.167,546.0,22.0,0.01964133219470538,0.0,45985,1550000.0,221.0,1.0,1892.0,n
Female,0.23,0.49,4368.0,6.39,0.0,10.0,1.0,2.0,0.0,14.0,8.0,0.4368,2.0,2272.111,1178.0,54.0,0.050595238095238096,0.0,8632,19400000.0,573.0,4.0,1994.0,n
Female,0.2,0.5,3541.0,6.78,0.0,1.0,4.0,3.0,0.0,5.0,10.0,2.2166420720877125,2.0,881.667,1058.0,65.0,0.030499858796950014,0.0,11152,11300.0,498.0,5.0,1987.0,n
Female,0.18,0.47,5144.0,7.17,0.0,0.0,0.0,8.0,0.0,8.0,17.0,3.014627742701757,49.0,60.828,1479.0,139.0,0.10439346811819596,0.0,6364,207000.0,604.0,6.0,2000.0,n
Female,0.15,0.49,3910.0,5.6,0.0,5.0,2.0,7.0,0.0,8.0,17.0,2.4560301507537687,1.0,295.364,1231.0,104.0,0.007928388746803069,0.0,5475,207000.0,447.0,12.0,2002.0,n
Male,0.17,0.49,4607.0,4.05,1.0,8.0,2.0,12.0,6.0,21.0,27.0,2.5757460550327407,5.0,108.696,1560.0,10.0,0.17668764922943347,0.0,4042,679000.0,1083.0,11.0,2006.0,n
Male,0.19,0.5,3097.0,4.83,1.0,9.0,2.0,2.0,0.0,21.0,5.0,2.9382260969883416,8.0,61.929,1011.0,18.0,0.15014530190506942,0.0,5153,4000000.0,1104.0,10.0,2003.0,n
Male,0.2,0.51,5891.0,6.01,0.0,1.0,2.0,0.0,0.0,5.0,28.0,3.885309822295387,15.0,38.208,2023.0,41.0,0.12239008657273807,0.0,5230,4000000.0,4097.0,8.0,2003.0,y
Male,0.14,0.47,3848.0,5.62,4.0,5.0,1.0,0.0,1.0,11.0,18.0,2.4620413957368976,5.0,18.692,1440.0,45.0,0.04391891891891892,0.0038981288981288983,190,4000000.0,1665.0,5.0,2017.0,y
Male,0.21,0.5,4389.0,7.56,1.0,1.0,1.0,1.0,0.0,4.0,6.0,2.583560026810788,10.0,384.091,1321.0,76.0,0.004101161995898838,0.001594896331738437,246,4000000.0,1527.0,3.0,2017.0,y
Male,0.14,0.47,3848.0,5.62,4.0,5.0,1.0,0.0,1.0,11.0,18.0,2.4620413957368976,5.0,18.692,1440.0,45.0,0.04391891891891892,0.0038981288981288983,190,66700000.0,428.0,5.0,2017.0,y
Female,0.14,0.55,3366.0,7.56,0.0,0.0,2.0,8.0,2.0,4.0,9.0,1.6779871532120416,9.0,45.0,1144.0,31.0,0.060308972073677955,0.0,1639,175000.0,821.0,6.0,2013.0,n
Male,0.14,0.5,5793.0,6.39,2.0,8.0,15.0,1.0,0.0,28.0,8.0,3.2719250418710013,4.0,222.222,1541.0,85.0,0.04470913171068531,0.0,7106,2310000.0,1325.0,6.0,1998.0,n
Male,0.14,0.41,1815.0,3.64,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.1815,3.0,5.939,629.0,57.0,0.015977961432506887,0.0,5585,44100.0,211.0,8.0,2002.0,n
Male,0.17,0.5,4212.0,4.83,0.0,14.0,4.0,6.0,1.0,26.0,7.0,2.4556139423525387,6.0,25.274,1204.0,37.0,0.11609686609686609,0.0,995,2230.0,2041.0,3.0,2015.0,y
Male,0.2,0.5,3983.0,5.21,0.0,3.0,5.0,4.0,0.0,8.0,7.0,2.4041711736073554,0.0,816.043,1107.0,59.0,0.05046447401456189,0.0,2346,7580.0,1229.0,6.0,2011.0,n
Male,0.19,0.47,3781.0,6.0,0.0,2.0,2.0,3.0,0.0,4.0,13.0,2.647462469191127,3.0,49.441,1295.0,36.0,0.2499338799259455,0.0,5713,7580.0,1078.0,4.0,2002.0,n
Unknown,0.14,0.49,5355.0,7.16,2.0,3.0,1.0,7.0,0.0,10.0,7.0,3.2024648513784206,6.0,445.786,1342.0,59.0,0.004668534080298786,0.0028011204481792717,932,7580.0,5097.0,5.0,2015.0,y
Male,0.13,0.42,4101.0,6.78,0.0,0.0,2.0,0.0,0.0,6.0,7.0,2.3077771508490548,6.0,66.692,1130.0,62.0,0.07559131919044136,0.0,3557,34700.0,677.0,3.0,2008.0,n
Male,0.15,0.44,1506.0,5.62,0.0,0.0,0.0,0.0,0.0,2.0,17.0,0.1506,8.0,14.0,654.0,6.0,0.04249667994687915,0.0,965,1450000.0,54.0,4.0,2015.0,n
Male,0.17,0.48,5540.0,7.96,0.0,0.0,0.0,3.0,0.0,0.0,23.0,2.274238393550249,24.0,120.714,1575.0,76.0,0.0927797833935018,0.003249097472924188,828,4150.0,201.0,8.0,2015.0,n
Male,0.24,0.49,1542.0,5.22,0.0,1.0,0.0,0.0,0.0,1.0,12.0,3.317993768540886,1.0,5.297,621.0,5.0,0.3469520103761349,0.0025940337224383916,587,18600.0,223.0,4.0,2016.0,n
Male,0.14,0.49,4317.0,6.01,0.0,1.0,17.0,1.0,0.0,18.0,13.0,3.2782200361234484,12.0,56.641,1305.0,33.0,0.09034051424600417,0.007644197359277276,813,2190000.0,1649.0,9.0,2015.0,y
Male,0.15,0.45,1425.0,6.79,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.1100861366546386,0.0,7.579,652.0,8.0,0.13894736842105262,0.0,1203,9410.0,248.0,8.0,2014.0,n
Male,0.19,0.43,1166.0,6.01,0.0,0.0,0.0,3.0,0.0,0.0,20.0,3.3996316579764514,11.0,10.667,522.0,7.0,0.0686106346483705,0.0,951,17900.0,183.0,4.0,2015.0,n
Male,0.16,0.5,2116.0,6.8,2.0,5.0,3.0,0.0,2.0,12.0,15.0,0.2116,8.0,90.0,860.0,19.0,0.11625708884688091,0.005671077504725898,1177,2710000.0,903.0,9.0,2014.0,y
Male,0.14,0.5,1619.0,7.18,0.0,1.0,0.0,13.0,0.0,1.0,4.0,3.0092563908749583,4.0,16.667,634.0,14.0,0.1099444101297097,0.0,475,8040.0,385.0,8.0,2016.0,y
Male,0.15,0.49,4981.0,4.83,0.0,0.0,6.0,9.0,0.0,9.0,25.0,0.4981,23.0,76.085,1511.0,35.0,0.2870909455932544,0.0,1044,3180.0,2456.0,1.0,2015.0,y
Male,0.22,0.51,5323.0,8.36,0.0,0.0,1.0,12.0,0.0,3.0,19.0,2.3799403621431954,3.0,198.45,1514.0,63.0,0.1685139958669923,0.0,464,3180.0,3083.0,8.0,2016.0,y
Male,0.15,0.47,4393.0,6.01,1.0,2.0,6.0,2.0,3.0,16.0,24.0,3.142562381794742,6.0,306.783,1432.0,15.0,0.06897336671978146,0.0,694,3180.0,8906.0,1.0,2016.0,y
Male,0.13,0.51,6953.0,5.61,0.0,14.0,9.0,4.0,0.0,31.0,29.0,4.00666144200627,4.0,869.143,1822.0,38.0,0.06385732777218467,0.0,7071,2040.0,754.0,7.0,1998.0,n
Male,0.14,0.51,3740.0,4.83,1.0,2.0,1.0,0.0,1.0,16.0,9.0,3.2081717452711636,4.0,105.018,1183.0,46.0,0.05080213903743316,0.0016042780748663102,1058,4400000.0,13016.0,1.0,2015.0,y
Male,0.23,0.53,3661.0,6.39,2.0,4.0,2.0,10.0,0.0,12.0,13.0,3.067945652416814,10.0,3.448,1106.0,42.0,0.08686151324774652,0.0,449,3060000.0,1234.0,9.0,2016.0,y
Male,0.16,0.5,4334.0,5.23,0.0,8.0,5.0,4.0,2.0,23.0,15.0,3.42798747975162,14.0,34.028,1413.0,11.0,0.07614213197969544,0.006229810798338717,323,3060000.0,1224.0,1.0,2017.0,y
Male,0.16,0.43,1307.0,7.18,0.0,0.0,0.0,7.0,0.0,0.0,6.0,3.2520621897799318,0.0,4.5,586.0,9.0,0.2593726090283091,0.0,839,3060000.0,332.0,8.0,2015.0,n
Male,0.09,0.58,1439.0,4.05,0.0,0.0,0.0,11.0,3.0,4.0,9.0,3.2688894408131866,1.0,1.684,633.0,11.0,0.10979847116052814,0.0,216,3060000.0,792.0,4.0,2017.0,y
Female,0.23,0.47,4023.0,6.0,0.0,2.0,1.0,9.0,0.0,6.0,6.0,2.357723894884077,8.0,180.923,1080.0,85.0,0.10464827243350733,0.0,464,3060000.0,5384.0,8.0,2016.0,y
Female,0.23,0.54,3646.0,4.04,0.0,5.0,10.0,5.0,1.0,18.0,6.0,2.3866525506940013,3.0,55.684,1077.0,43.0,0.1047723532638508,0.0032912781130005485,2983,3060000.0,6415.0,9.0,2009.0,y
Female,0.19,0.47,5168.0,6.39,3.0,9.0,3.0,2.0,0.0,16.0,20.0,2.5767308276077494,9.0,192.891,1568.0,32.0,0.14280185758513933,0.0,1576,16500.0,6685.0,8.0,2013.0,y
Female,0.16,0.49,6902.0,7.96,0.0,1.0,4.0,3.0,1.0,11.0,13.0,3.9194530256223876,14.0,45.511,2075.0,82.0,0.08301941466241669,0.0,5993,224000.0,604.0,7.0,2001.0,n
Male,0.18,0.52,5121.0,4.82,0.0,0.0,9.0,9.0,1.0,10.0,14.0,2.945758016419394,10.0,59.016,1414.0,88.0,0.20816246826791643,0.0,8324,4240000.0,698.0,2.0,1995.0,n
Male,0.15,0.51,4542.0,6.78,2.0,0.0,0.0,0.0,0.0,6.0,5.0,2.4424537392880494,20.0,38.716,1320.0,70.0,0.23007485689123733,0.0,6142,15300.0,644.0,2.0,2001.0,n
Male,0.23,0.49,4819.0,4.82,4.0,1.0,7.0,0.0,0.0,15.0,23.0,0.4819,9.0,24.976,1263.0,127.0,0.1245071591616518,0.0,8576,1810000.0,421.0,6.0,1994.0,n
Male,0.16,0.51,5280.0,4.83,0.0,5.0,31.0,0.0,1.0,75.0,7.0,3.007107709130673,23.0,141.12,1190.0,27.0,0.12083333333333333,0.0,7498,74900.0,5017.0,5.0,1997.0,y
Male,0.11,0.52,4434.0,6.78,2.0,0.0,8.0,0.0,1.0,13.0,9.0,2.4312338429505553,6.0,64.692,1415.0,95.0,0.03946774921064502,0.0,6953,74900.0,1388.0,11.0,1998.0,n
Male,0.21,0.47,2763.0,5.22,0.0,0.0,2.0,2.0,0.0,4.0,5.0,1.6305803953444362,8.0,11.758,944.0,33.0,0.16757148027506333,0.0,1679,74900.0,345.0,4.0,2013.0,n
Male,0.26,0.54,4021.0,5.21,4.0,0.0,1.0,14.0,0.0,8.0,5.0,2.5048090340070965,2.0,17.655,1196.0,65.0,0.12534195473762746,0.0,15968,12500000.0,2212.0,3.0,1974.0,n
Male,0.2,0.49,4726.0,5.99,1.0,0.0,0.0,1.0,0.0,2.0,17.0,2.263826297556639,18.0,64.892,1447.0,73.0,0.141557342361405,0.0,10342,1220.0,462.0,8.0,1989.0,n
Male,0.21,0.51,4393.0,5.21,4.0,3.0,2.0,0.0,0.0,10.0,10.0,0.4393,2.0,20.132,1189.0,74.0,0.13908490780787616,0.0,11721,23800.0,2201.0,10.0,1985.0,n
Male,0.21,0.49,4659.0,6.78,1.0,0.0,5.0,6.0,0.0,6.0,21.0,2.436090319917901,5.0,35.766,1319.0,63.0,0.07769907705516205,0.0,15254,171000.0,1114.0,2.0,1976.0,n
Male,0.23,0.53,5044.0,6.38,4.0,2.0,1.0,9.0,1.0,12.0,28.0,2.5865888479252592,21.0,99.692,1367.0,32.0,0.30055511498810467,0.0,6114,3790000.0,1829.0,3.0,2001.0,n
Male,0.2,0.5,5437.0,6.39,3.0,6.0,9.0,0.0,0.0,19.0,13.0,2.0880284958091573,44.0,118.132,1494.0,50.0,0.24664336950524185,0.0,8305,1500000.0,1233.0,3.0,1995.0,n
Male,0.21,0.53,3553.0,4.82,2.0,4.0,3.0,10.0,4.0,14.0,7.0,2.2253761781403294,6.0,202.5,1082.0,39.0,0.29074021953278917,0.0,8814,475000.0,1018.0,10.0,1993.0,n
Male,0.24,0.52,4468.0,6.0,0.0,2.0,5.0,9.0,0.0,14.0,14.0,2.752858832807571,5.0,89.395,1432.0,61.0,0.18263205013428827,0.0,5580,475000.0,1021.0,8.0,2002.0,n
Male,0.26,0.54,3913.0,4.82,3.0,2.0,6.0,2.0,6.0,18.0,13.0,2.2849332602507646,2.0,52.9,1022.0,42.0,0.27906976744186046,0.0,3683,257000.0,841.0,10.0,2007.0,n
Male,0.2,0.48,4009.0,4.43,0.0,1.0,4.0,0.0,1.0,6.0,10.0,2.0938753232780196,4.0,71.122,1224.0,55.0,0.38538288850087304,0.0,2460,48800.0,275.0,3.0,2011.0,n
Male,0.14,0.45,3847.0,7.17,0.0,0.0,0.0,14.0,0.0,1.0,12.0,2.838874151855292,7.0,6.722,1215.0,34.0,0.07018455939693267,0.0,14610,11500.0,157.0,11.0,1977.0,n
Male,0.21,0.5,4903.0,6.78,0.0,0.0,1.0,0.0,0.0,1.0,13.0,2.427599473978854,12.0,76.056,1460.0,107.0,0.15969814399347337,0.0,13632,10700.0,282.0,8.0,1980.0,n
Male,0.13,0.48,3666.0,6.38,0.0,6.0,7.0,4.0,0.0,14.0,9.0,2.1890435563538393,4.0,95.062,1125.0,33.0,0.19939989088925258,0.0,9423,535000.0,1182.0,2.0,1992.0,n
Male,0.21,0.5,5068.0,5.6,1.0,0.0,12.0,0.0,1.0,17.0,17.0,2.2684113720158843,5.0,24.045,1316.0,96.0,0.26815311760063143,0.0,9159,44500.0,479.0,11.0,1992.0,n
Male,0.16,0.47,6317.0,6.0,2.0,7.0,0.0,4.0,1.0,13.0,12.0,2.417278586414361,6.0,49.209,1720.0,197.0,0.103530156719962,0.0,14941,21000.0,773.0,1.0,1977.0,n
Male,0.19,0.49,5025.0,6.78,0.0,2.0,0.0,1.0,0.0,2.0,16.0,2.550947886546022,6.0,76.327,1394.0,92.0,0.0499502487562189,0.0,14206,3720000.0,2755.0,1.0,1979.0,n
Male,0.14,0.46,3608.0,5.99,0.0,1.0,3.0,0.0,0.0,4.0,9.0,0.3608,0.0,176.0,1161.0,51.0,0.06873614190687362,0.0,16213,18700.0,581.0,7.0,1973.0,n
Male,0.19,0.47,5285.0,5.21,3.0,6.0,5.0,0.0,3.0,18.0,27.0,2.491269949014994,9.0,45.098,1425.0,91.0,0.3691579943235572,0.0,5141,32700.0,1060.0,11.0,2003.0,n
Male,0.25,0.53,5190.0,6.0,0.0,3.0,5.0,0.0,1.0,13.0,11.0,2.5705693092845596,2.0,122.904,1490.0,39.0,0.1622350674373796,0.0,12153,32700.0,807.0,8.0,1984.0,n
Male,0.19,0.53,3974.0,5.61,8.0,2.0,0.0,1.0,0.0,11.0,9.0,2.4994465241717987,9.0,23.674,1362.0,75.0,0.2667337695017615,0.0,11215,32700.0,704.0,3.0,1987.0,n
Male,0.17,0.5,4001.0,6.79,0.0,0.0,2.0,0.0,0.0,4.0,24.0,2.5559354429862218,9.0,169.0,1422.0,17.0,0.26768307923019247,0.0,11031,32700.0,392.0,9.0,1987.0,n
Male,0.23,0.49,4401.0,6.39,4.0,1.0,0.0,1.0,0.0,10.0,9.0,2.0566958277254375,12.0,124.031,1348.0,5.0,0.10952056350829358,0.0,10888,32700.0,762.0,2.0,1988.0,n
Male,0.21,0.48,4067.0,6.78,7.0,4.0,0.0,1.0,0.0,12.0,32.0,2.593608851218981,6.0,27.562,1143.0,23.0,0.16769117285468405,0.0,7596,32700.0,629.0,2.0,1997.0,n
Male,0.19,0.49,4315.0,6.0,8.0,2.0,0.0,3.0,0.0,10.0,3.0,1.9081482721861116,3.0,97.524,1296.0,41.0,0.0996523754345307,0.0025492468134414832,10111,32700.0,2335.0,3.0,1990.0,n
Male,0.18,0.5,5401.0,4.43,9.0,4.0,1.0,0.0,0.0,19.0,8.0,2.63366803982149,3.0,139.13,1331.0,40.0,0.1744121458989076,0.02980929457507869,13478,32700.0,1042.0,1.0,1981.0,n
Female,0.22,0.49,2700.0,7.56,0.0,2.0,0.0,5.0,0.0,3.0,4.0,2.303811927033441,1.0,14.329,941.0,22.0,0.02074074074074074,0.0,587,32700.0,281.0,4.0,2016.0,n
Female,0.2,0.5,2915.0,6.78,4.0,2.0,5.0,2.0,0.0,13.0,7.0,0.2915,2.0,23.814,995.0,14.0,0.06106346483704974,0.0,2666,32700.0,823.0,8.0,2010.0,n
Female,0.15,0.48,4657.0,4.82,0.0,1.0,0.0,2.0,0.0,2.0,7.0,0.4657,6.0,41.565,1230.0,155.0,0.11724286021043591,0.0,15842,32700.0,919.0,7.0,1974.0,n
Female,0.18,0.51,4407.0,5.61,0.0,1.0,2.0,0.0,0.0,3.0,4.0,3.539235968338816,14.0,576.0,1264.0,115.0,0.07578851826639438,0.0068073519400953025,4901,32700.0,6693.0,6.0,2004.0,y
Male,0.15,0.47,6002.0,6.0,5.0,10.0,14.0,2.0,0.0,37.0,10.0,2.6354645771079035,1.0,201.19,1748.0,49.0,0.08730423192269243,0.0,4852,32700.0,3038.0,8.0,2004.0,n
Male,0.15,0.49,4015.0,6.39,0.0,3.0,6.0,0.0,0.0,12.0,11.0,3.0888923993500637,0.0,10.8,1095.0,64.0,0.2590286425902864,0.0,5629,32700.0,308.0,7.0,2002.0,n
Male,0.11,0.42,9822.0,4.83,0.0,1.0,0.0,5.0,0.0,1.0,72.0,3.622848065625853,52.0,6.0,2734.0,84.0,0.232030136428426,0.0,7246,1370000.0,1343.0,1.0,1998.0,n
Male,0.22,0.51,3677.0,5.6,0.0,0.0,0.0,4.0,0.0,0.0,14.0,0.3677,0.0,6.881,986.0,138.0,0.07206962197443569,0.0,8226,924000.0,206.0,5.0,1995.0,n
Male,0.09,0.46,4108.0,5.21,0.0,0.0,1.0,7.0,0.0,1.0,10.0,2.116978705159354,2.0,8.0,1143.0,202.0,0.017526777020447908,0.0,3767,30300.0,548.0,8.0,2007.0,n
Male,0.2,0.54,3971.0,7.57,0.0,1.0,2.0,4.0,0.0,6.0,8.0,2.5881262079225817,11.0,133.762,1314.0,24.0,0.12616469403173003,0.0,5111,30300.0,540.0,12.0,2003.0,n
Male,0.18,0.49,3832.0,6.39,2.0,5.0,3.0,2.0,1.0,12.0,9.0,2.783039148471362,2.0,113.636,1050.0,135.0,0.024791231732776618,0.0,2367,9200.0,976.0,6.0,2011.0,n
Male,0.13,0.5,4686.0,6.38,2.0,2.0,1.0,5.0,1.0,6.0,9.0,3.2446969585062857,0.0,56.067,1258.0,196.0,0.0678617157490397,0.0,6035,543000.0,1565.0,5.0,2001.0,n
Male,0.29,0.53,2902.0,6.0,3.0,2.0,1.0,2.0,0.0,6.0,6.0,2.4257777757963885,8.0,65.951,946.0,47.0,0.1206064782908339,0.0,1359,2610.0,2578.0,3.0,2014.0,y
Male,0.21,0.49,4228.0,4.83,1.0,5.0,1.0,2.0,0.0,9.0,30.0,1.7899263722733576,3.0,1312.2,1427.0,26.0,0.056291390728476824,0.0,1646,19800.0,4311.0,5.0,2013.0,y
Male,0.19,0.55,4249.0,5.99,1.0,2.0,0.0,6.0,0.0,4.0,16.0,2.287412573357987,4.0,280.167,1285.0,42.0,0.077665333019534,0.0,6077,326000.0,5601.0,4.0,2001.0,y
Male,0.11,0.47,3965.0,6.79,0.0,2.0,0.0,17.0,1.0,9.0,15.0,2.618194016210572,2.0,333.062,1259.0,45.0,0.11525851197982345,0.0,1338,326000.0,1213.0,4.0,2014.0,y
Male,0.14,0.49,3981.0,6.78,2.0,2.0,3.0,4.0,0.0,7.0,22.0,2.445059354568205,5.0,131.522,1344.0,86.0,0.059532780708364735,0.0,5139,326000.0,1570.0,11.0,2003.0,n
Male,0.16,0.46,3407.0,6.0,1.0,0.0,0.0,5.0,0.0,2.0,21.0,0.3407,21.0,33.8,1299.0,47.0,0.15233343117111828,0.0026416201937188143,8170,326000.0,947.0,7.0,1995.0,n
Unknown,0.2,0.52,2324.0,4.43,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.4911506241787122,9.0,25.037,667.0,141.0,0.0,0.0,4460,15800000.0,449.0,9.0,2005.0,n
Unknown,0.11,0.43,6317.0,7.17,0.0,6.0,1.0,11.0,0.0,7.0,26.0,3.0742850839340985,14.0,69.828,1591.0,91.0,0.06727877156878265,0.0,6889,916000.0,894.0,1.0,1999.0,n
Unknown,0.13,0.45,4751.0,9.92,0.0,6.0,1.0,0.0,0.0,7.0,13.0,0.4751,1.0,65.333,1484.0,74.0,0.014312776257629972,0.0,7364,62700.0,377.0,10.0,1997.0,n
Unknown,0.14,0.46,4629.0,6.39,0.0,0.0,3.0,29.0,0.0,3.0,24.0,3.229655056932351,9.0,135.692,1462.0,30.0,0.054223374378915536,0.0,4887,13300000.0,957.0,7.0,2004.0,n
Male,0.19,0.51,3061.0,6.77,6.0,6.0,0.0,4.0,0.0,12.0,12.0,2.8058817490271233,10.0,10.811,873.0,63.0,0.031035609278013722,0.0,14246,13300000.0,213.0,11.0,1978.0,n
