@relation 'features-weka.filters.unsupervised.attribute.Remove-R22,25-weka.filters.unsupervised.attribute.Remove-R2,7,9,11-12,15,17-18,20'

@attribute Gender {Male,Female,Unknown,Combo}
@attribute Subjectivity numeric
@attribute WordCount numeric
@attribute FleschReading numeric
@attribute OT numeric
@attribute BoM numeric
@attribute PoGP numeric
@attribute TalkingSpeed numeric
@attribute AuthorityMentions numeric
@attribute WordQuantity numeric
@attribute PercentInQuotes numeric
@attribute NameSearchResults numeric
@attribute MonthGiven numeric
@attribute YearGiven numeric
@attribute PopularByAbsolute {y,n}

@data
Male,0.5,5182,4.05,7,30,7,2.996021,9,1382,0,2460,2,2016,n
Female,0.5,6301,4.04,0,12,0,0.6301,1,1591,0,5130,4,1996,n
Female,0.5,6668,4.43,1,1,0,2.915668,8,1763,0,5130,11,1997,n
Female,0.52,4940,6,1,5,0,0.494,1,1535,0.001215,5130,5,1995,n
Female,0.48,4186,6,0,2,0,2.773959,4,1401,0,1410000,5,2000,n
Female,0.55,1344,4.43,0,1,0,0.1344,3,518,0.064732,34500,9,1996,n
Female,0.58,2017,5.22,1,4,2,2.053971,6,767,0.058007,392000,9,1999,n
Female,0.53,1681,5.61,0,3,0,1.921143,0,640,0.038073,36700,1,2000,n
Female,0.52,826,5.22,0,0,0,1.791757,3,369,0.043584,36700,1,1996,n
Female,0.56,1266,4.04,0,7,0,2.599589,3,507,0.128752,36700,1,1999,n
Female,0.48,1145,4.83,0,0,0,0.716073,1,484,0.057642,36700,1,1997,n
Female,0.49,1506,4.83,0,1,0,2.306279,5,655,0.217131,376000,9,1998,n
Female,0.51,2090,5.61,2,1,1,2.524155,2,725,0.046411,518000,9,2000,n
Female,0.49,1669,5.22,0,1,2,0.1669,7,642,0.086279,623000,9,1997,n
Female,0.48,4341,6,1,6,0,2.412628,7,1310,0.004838,17100,6,2010,n
Unknown,0.47,2939,9.52,0,0,0,0.2939,1,1059,0,17100,3,1974,n
Unknown,0.48,4172,4.82,1,3,0,0.4172,1,1263,0,17100,10,1975,n
Unknown,0.56,4978,5.99,0,6,0,0.4978,1,1264,0,17100,3,1980,n
Unknown,0.55,3773,5.99,0,0,0,1.675671,0,1150,0,17100,1,1979,n
Unknown,0.56,4652,5.99,0,3,0,1.952615,1,1247,0,17100,1,1978,n
Unknown,0.54,4618,5.6,2,3,0,0.4618,1,1339,0,17100,3,1986,n
Unknown,0.55,4046,5.99,2,1,0,1.606047,1,1212,0,17100,11,1982,n
Unknown,0.52,5900,4.82,2,7,0,0.59,1,1486,0,17100,8,1988,n
Unknown,0.51,6068,5.99,1,6,0,0.6068,5,1542,0,17100,3,1981,n
Unknown,0.48,4013,7.95,0,3,0,0.4013,2,1104,0,17100,3,1957,n
Unknown,0.5,4087,5.99,2,1,0,2.098773,1,1218,0,17100,9,1972,n
Unknown,0.5,3545,8.34,0,4,0,2.301773,4,1150,0,173,4,1996,n
Unknown,0.52,3567,4.82,1,1,0,2.45191,0,1226,0,12500000,12,1973,n
Unknown,0.49,3355,9.12,0,3,1,2.347528,0,957,0,12500000,3,1965,n
Unknown,0.48,4747,6.39,1,12,0,2.469734,2,1321,0,12500000,5,1976,y
Unknown,0.53,3181,4.43,1,3,0,2.339741,3,921,0,12500000,3,1979,n
Unknown,0.52,4507,5.6,0,7,5,0.4507,8,991,0,92900,2,1978,n
Unknown,0.55,3878,4.82,3,3,0,3.110083,4,1228,0,372000,11,1974,n
Unknown,0.44,3444,6.79,1,0,0,0.3444,23,1119,0,372000,11,1972,n
Unknown,0.45,3216,5.61,5,1,3,0.3216,10,945,0,557000,3,1977,n
Male,0.48,5126,6.39,0,3,0,4.005689,9,1341,0,557000,3,2005,n
Male,0.56,4918,4.82,0,4,3,2.748987,12,1329,0,157000,10,2014,n
Male,0.57,4682,6,0,3,0,3.03599,13,1307,0.004485,157000,6,2015,y
Male,0.46,5537,7.56,6,0,0,2.041049,6,1659,0,9110,1,2012,n
Male,0.48,4415,7.56,0,2,0,2.169115,4,1289,0,9110,7,1976,n
Male,0.53,6020,4.82,4,0,2,0.602,21,1246,0,9110,9,1973,n
Male,0.48,4167,6.39,2,0,1,0.4167,6,1021,0,9110,12,1977,n
Male,0.49,3902,5.6,0,0,0,2.179262,8,939,0,9110,9,1980,n
Male,0.48,4936,5.21,2,8,0,2.045087,2,1135,0,762000,9,1974,n
Male,0.49,7072,5.99,1,0,0,0.7072,23,1192,0,31100,9,1979,n
Male,0.5,4198,9.15,0,2,0,0.4198,9,1314,0,455000,12,1996,n
Male,0.47,5486,7.56,0,7,0,3.603597,6,1511,0,46900,8,2001,n
Female,0.56,4519,6.39,1,6,0,3.10121,3,1284,0,457,5,2004,y
Male,0.53,5070,7.17,1,15,1,2.381553,11,1559,0,537000,9,1995,y
Male,0.54,4597,7.95,0,3,0,1.995629,6,1402,0,661000,3,1993,n
Female,0.49,5826,10.3,0,3,0,0.5826,0,1799,0,2160,5,1996,n
Male,0.51,3467,7.56,1,1,0,0.3467,5,912,0,5740000,4,1976,n
Male,0.4,2872,4.43,0,4,0,1.677424,3,901,0,820000,5,1987,n
Male,0.51,3642,6,0,1,0,1.770736,6,1099,0,24600,9,1991,n
Male,0.54,3119,7.95,1,0,0,2.112243,8,937,0,3180000,3,1977,n
Male,0.51,3010,6.39,0,0,0,1.745046,1,1005,0,3090,3,1982,n
Male,0.5,3455,4.82,0,5,1,1.978765,7,1060,0,4330000,11,1992,n
Male,0.51,3792,4.43,0,0,0,0.3792,22,1028,0,1200000,6,1988,n
Male,0.53,3089,7.17,0,0,0,2.293957,10,1047,0,1200000,3,1989,n
Male,0.52,3184,5.21,0,0,0,2.260781,45,891,0,31100,12,1977,n
Male,0.41,2965,4.43,0,0,0,0.2965,3,866,0,7910,2,1973,n
Male,0.53,2723,4.43,1,4,0,2.016026,7,872,0,7910,11,1984,n
Male,0.53,2976,4.43,0,0,0,2.799799,12,935,0,7910,1,1975,n
Male,0.55,3995,7.17,0,1,0,0.3995,38,1090,0,7910,2,1990,n
Male,0.46,10579,4.82,1,0,3,3.708176,27,1889,0,6790,8,1976,n
Male,0.48,10509,4.03,1,0,0,3.118393,5,1820,0,6790,2,1974,y
Male,0.5,10428,4.43,5,0,1,4.342028,3,2016,0,96000,9,1973,y
Unknown,0.41,8634,7.18,1,0,0,2.279883,39,2302,0.004401,19300,8,1999,n
Male,0.5,7651,4.03,6,2,2,0.7651,12,1560,0,21600,8,1982,n
Male,0.5,7586,8.74,0,0,1,0.7586,8,1968,0,76000,8,1991,n
Male,0.53,7464,6.77,2,0,0,0.7464,5,1649,0,63600,9,1978,n
Male,0.45,7439,5.21,2,3,0,2.189805,10,1555,0,322000,1,1982,n
Male,0.49,7393,4.44,7,8,0,3.143169,9,1928,0,4450,8,2012,y
Male,0.45,7376,6.39,2,0,0,3.842307,1,1787,0,259000,9,1999,n
Male,0.51,7380,4.82,10,0,0,1.680495,11,1824,0,6790,9,1986,n
Unknown,0.48,7180,6.79,0,4,2,3.401511,10,2223,0,5170,11,2005,y
Female,0.5,7190,4.03,10,4,1,2.251976,8,1606,0,930000,5,1984,n
Male,0.47,7156,4.03,2,2,4,3.068148,23,1640,0,6790,8,1979,n
Male,0.52,6805,4.43,0,2,0,0.6805,14,1540,0,94100,3,1988,n
Unknown,0.51,6799,7.95,1,2,0,2.964015,7,1655,0.019415,501000,6,1981,n
Male,0.46,6764,8.34,2,8,0,4.104422,2,1577,0,31600,10,1998,n
Male,0.46,6684,5.2,0,0,0,0.6684,29,1496,0,52000,10,1973,n
Male,0.48,6681,4.82,0,1,0,2.494099,21,1474,0.073342,1090000,7,1981,n
Female,0.53,6649,6,0,3,0,0.6649,6,1793,0,3630000,11,1996,n
Male,0.5,6649,4.43,0,0,0,0.6649,0,1452,0,5100000,11,1996,n
Male,0.48,6629,5.21,0,0,0,2.637068,15,1811,0,6790,8,1981,n
Male,0.46,6605,4.83,10,15,13,2.797111,38,1873,0,79600,3,1986,n
Male,0.52,6595,6,0,0,0,0.6595,12,1665,0,22200000,6,1990,n
Unknown,0.44,6601,7.97,0,3,2,0.6601,2,1919,0,19300,8,2000,n
Male,0.47,6517,6.78,4,1,0,3.788202,15,1721,0,1300,7,2001,n
Male,0.49,6462,9.91,0,0,0,0.6462,2,1543,0,2860000,8,1990,n
Male,0.49,6468,5.21,0,4,0,0.6468,16,1581,0,322000,7,1975,n
Male,0.57,6461,4.03,0,17,4,3.918937,5,1264,0,6790,3,1975,n
Male,0.47,6316,10.7,0,0,0,1.852788,3,1674,0,2860000,8,1993,n
Male,0.47,6324,5.21,0,0,0,0.6324,16,1683,0,947000,10,1975,n
Female,0.48,6323,5.61,2,3,0,2.422739,12,1765,0,8750,2,2002,n
Male,0.51,6324,4.44,8,89,7,0.6324,2,1719,0,79600,2,1990,n
Female,0.51,6284,7.18,1,1,2,0.6284,7,1970,0,48500,6,1999,n
Female,0.59,6294,4.83,2,1,0,3.375417,10,1733,0.008897,85000,5,2016,y
Male,0.6,6225,4.43,7,6,5,0.6225,4,1350,0,322000,11,1996,n
Male,0.48,6128,9.91,0,0,0,0.6128,0,1677,0,2860000,8,1992,n
Male,0.49,6095,6,0,4,0,3.022898,4,1522,0,637000,4,1998,n
Female,0.49,6095,6,0,4,0,3.022898,4,1522,0,637000,4,1998,y
Male,0.5,6103,6.4,0,1,0,2.411141,2,1867,0,3880000,9,2012,n
Female,0.51,6081,4.83,2,29,1,3.238543,16,1663,0.007729,26800,12,2003,y
Male,0.49,6086,11.08,0,0,0,0.6086,9,1495,0,2860000,8,1991,n
Male,0.46,6066,7.17,0,6,2,0.6066,13,1864,0,1450,12,1996,n
Male,0.4,6070,8.74,0,0,0,0.607,62,1371,0,11700,1,1978,n
Male,0.53,6123,4.82,1,3,2,3.101611,10,1367,0,322000,8,1993,n
Male,0.49,6051,11.48,0,0,0,0.6051,6,1550,0,2420,8,1993,n
Male,0.51,6029,4.82,0,0,0,2.513802,17,1503,0,6790,6,1983,n
Male,0.48,6020,4.82,0,1,0,0.602,4,1544,0,947000,11,1974,n
Male,0.54,6035,3.65,0,1,0,2.887081,1,1506,0,2610000,7,1998,n
Male,0.5,5999,6.39,0,1,0,0.5999,6,1714,0,15700000,5,1986,y
Male,0.51,5990,6.78,3,3,0,0.599,16,1709,0,440000,3,1995,n
Male,0.54,5994,5.99,0,0,0,0.5994,8,1192,0,11700,6,1975,n
Male,0.42,5975,6.78,0,0,1,2.598084,12,1877,0,1450,6,1993,n
Male,0.54,5978,4.43,0,2,0,2.148361,122,1435,0,376000,9,2009,y
Male,0.47,5970,4.04,0,0,0,0.597,3,1630,0,708,10,1980,n
Male,0.53,5955,4.83,0,7,1,2.583933,11,1640,0,5480000,7,2016,y
Male,0.52,5950,6.39,5,0,1,3.214354,8,1917,0,1230000,3,1998,n
Male,0.46,5954,6.78,0,15,0,0.5954,6,1580,0,6560,5,1995,n
Male,0.5,5950,5.61,3,23,0,0.595,2,1511,0,819000,7,1996,n
Male,0.55,5907,8.34,1,3,0,2.758727,3,1730,0,2220,6,1996,n
Male,0.5,5906,5.6,1,0,2,0.5906,12,1440,0,6180,8,1985,n
Male,0.51,5934,5.6,3,0,0,3.450043,3,1495,0,63600,5,1977,n
Male,0.47,5878,4.83,4,25,4,3.50081,14,1673,0,278000,2,1998,n
Female,0.56,5849,4.43,12,13,1,2.910746,16,1506,0,584000,9,2005,y
Unknown,0.45,5840,5.22,0,3,3,2.56134,10,1675,0,963,5,2011,n
Male,0.52,5797,6,3,12,7,3.267641,22,1764,0,893000,10,1995,n
Female,0.53,5798,4.04,3,5,3,2.570101,9,1581,0,212000,2,1999,n
Male,0.47,5734,7.18,2,19,5,2.105364,7,1620,0,79600,1,1998,y
Male,0.57,5725,4.43,4,1,0,2.915904,17,1572,0,6790,2,2001,n
Male,0.49,5716,6.78,1,15,0,2.356945,8,1494,0,79600,1,1999,n
Female,0.48,5693,6,1,1,0,2.805336,21,1508,0,144,7,1997,n
Combo,0.51,5690,5.21,0,0,0,2.161539,1,1465,0,110000,1,1990,n
Male,0.48,5711,4.04,2,5,1,2.529821,9,1482,0,3610,3,1984,n
Male,0.49,5684,5.61,5,16,4,2.673787,19,1642,0,7680000,8,1986,n
Male,0.52,5741,4.83,1,7,5,2.804596,23,1627,0,9250,8,2005,n
Male,0.57,5665,4.82,0,0,0,2.306326,25,1277,0,22200000,9,2010,y
Unknown,0.4,5657,9.14,0,1,0,0.5657,20,1572,0,19300,8,1998,n
Male,0.49,5628,5.99,0,0,0,0.5628,0,1566,0,63600,5,1973,n
Male,0.57,5647,3.25,3,2,0,0.5647,6,1378,0,673,6,1985,n
Male,0.5,5602,4.81,0,1,0,3.075697,4,1237,0,52000,5,1977,n
Male,0.53,5622,5.21,0,6,0,0.5622,0,1387,0,27300,4,1995,n
Male,0.48,5584,6.39,1,4,3,0.5584,28,1759,0,12800,8,1995,n
Male,0.45,5567,6.39,0,0,0,2.351526,26,1607,0,3460000,8,2010,n
Male,0.5,5567,7.18,0,2,0,0.5567,15,1709,0,340,6,1999,n
Male,0.46,5692,7.18,5,7,0,2.732363,15,1680,0.036543,79600,10,1978,y
Unknown,0.45,5562,11.09,0,1,0,0.5562,0,1681,0,501000,5,1997,n
Male,0.46,5541,8.34,0,1,1,0.5541,12,1496,0,96000,10,1975,n
Unknown,0.48,5529,5.22,0,13,2,2.748697,11,1407,0,19300,3,2006,n
Male,0.51,5498,8.73,0,1,0,0.5498,6,1333,0,5450,8,1979,n
Male,0.42,5483,3.65,3,2,1,3.441144,4,1453,0,24200000,11,1999,y
Male,0.5,5499,5.21,2,2,3,1.964401,0,1321,0,6180,3,1983,n
Male,0.46,5480,5.61,0,1,0,0.548,4,1625,0,151000,1,1983,n
Male,0.57,5484,6,8,6,2,2.638162,12,1497,0,9250,11,2002,n
Unknown,0.47,5495,7.58,2,2,5,0.5495,10,1563,0,19300,8,1997,n
Male,0.47,5477,9.13,0,1,0,0.5477,4,1618,0,2420,8,1994,n
Male,0.53,5457,6.39,4,9,1,2.076198,3,1323,0.000733,322000,3,2009,n
Male,0.52,5456,6.39,1,3,0,2.607966,6,1738,0,879,7,1984,n
Male,0.51,5463,6,0,12,2,0.5463,7,1621,0,79600,1,1996,y
Male,0.45,5466,4.05,0,10,0,2.399749,33,1447,0.014636,735000,3,2007,y
Male,0.5,5488,7.96,0,1,0,2.978499,27,1578,0.010386,298000,8,2000,y
Combo,0.5,5428,7.56,0,0,0,3.074662,7,1470,0,110000,12,1995,n
Male,0.49,5440,5.99,0,0,0,0.544,10,1392,0,11700,12,1976,n
Male,0.47,5413,5.61,0,0,2,2.796424,4,1642,0,727000,8,1983,n
Unknown,0.44,5416,9.14,0,1,0,0.5416,7,1610,0,19300,8,1996,n
Combo,0.53,5399,5.61,1,17,2,2.902239,15,1430,0,7420,1,2001,n
Male,0.5,5397,4.43,6,2,0,1.552767,3,1599,0.000556,322000,6,1986,n
Male,0.49,5392,4.43,0,0,0,0.5392,14,1333,0,947000,9,1972,n
Male,0.48,5386,5.21,2,0,0,3.221538,5,1191,0,6790,10,1976,n
Male,0.49,5379,4.44,1,5,1,2.872675,17,1714,0.002789,28800,5,2008,n
Unknown,0.45,5351,8.75,0,1,0,0.5351,25,1494,0.018314,19300,8,2001,n
Male,0.44,5343,3.26,2,7,1,2.989546,5,1414,0,985000,1,2015,y
Male,0.46,5308,4.83,1,1,0,2.375247,23,1599,0.006217,1050000,10,2016,n
Male,0.49,5320,4.44,7,27,4,2.142808,14,1613,0,7680000,1,1995,n
Male,0.54,5341,4.82,0,1,0,3.224245,47,1628,0.001123,6790,9,1985,n
Female,0.55,5272,6,1,24,1,2.599318,9,1523,0,26800,3,2000,y
Male,0.49,5282,7.55,1,1,1,0.5282,6,1284,0,63600,1,1975,y
Male,0.46,5268,4.83,2,4,3,2.176891,13,1431,0,735000,1,2010,n
Male,0.51,5264,4.43,0,0,0,0.5264,4,1362,0,947000,10,1973,n
Female,0.57,5258,4.04,1,5,0,2.647213,12,1304,0,1180,3,1999,n
Combo,0.51,5251,6,0,0,0,2.291537,4,1409,0,110000,1,1993,n
Male,0.5,5235,11.87,0,1,0,2.397892,7,1500,0,2860000,1,1991,y
Male,0.56,5248,4.83,5,17,2,2.571109,16,1542,0,62300,9,2013,n
Male,0.49,5235,6.79,0,2,1,2.917947,14,1641,0,5540000,5,1998,n
Female,0.46,5242,4.43,6,5,0,3.000863,10,1449,0,6560,2,2010,n
Male,0.51,5185,7.17,0,0,0,0.5185,4,1569,0,549000,8,1982,n
Male,0.48,5210,6.78,0,1,1,0.521,30,1301,0,2750,7,1974,n
Male,0.51,5213,6.78,0,0,0,0.5213,17,1496,0,11700,1,1979,n
Male,0.46,5192,5.6,0,0,0,2.436578,7,1316,0,15700000,6,1982,n
Male,0.51,5195,6.39,5,2,4,2.914505,2,1678,0,1050,11,1999,n
Male,0.54,5162,4.83,8,22,6,1.732512,5,1486,0,79600,3,1991,y
Male,0.44,5154,6.79,1,0,0,2.264075,2,1775,0,6200000,6,2010,n
Male,0.56,5159,5.99,2,3,0,0.5159,7,1315,0,63600,1,1974,n
Female,0.52,5132,8.74,0,5,0,0.5132,10,1424,0,6860,5,1995,n
Male,0.5,5145,4.43,0,0,0,0.5145,2,1298,0,947000,10,1977,n
Female,0.56,5101,6.38,1,2,0,0.5101,13,1417,0,112000,5,1974,n
Male,0.5,5087,5.6,0,6,0,0.5087,8,1568,0,2420,9,1997,n
Female,0.46,5090,6.01,2,4,0,3.301285,3,1685,0,297000,4,2005,y
Male,0.54,5079,6.39,4,6,2,2.617259,8,1737,0,12800,7,1981,n
Male,0.5,5063,6.78,0,1,0,2.911823,8,1249,0,322000,11,1976,y
Male,0.52,5062,6,4,2,1,0.5062,13,1420,0,8540,2,1996,n
Male,0.51,5036,5.21,0,2,0,3.328152,4,1430,0.000596,6790,2,1979,n
Male,0.48,4992,4.82,0,0,0,0.4992,5,1379,0.0002,947000,10,1978,n
Male,0.57,5020,4.04,1,4,0,3.30342,5,1367,0.004183,6790,9,1995,n
Male,0.52,5023,4.82,2,8,0,2.256885,6,1526,0,4220000,5,1999,n
Male,0.55,5000,6,1,8,1,2.873334,2,1273,0,14000000,2,2000,n
Male,0.5,5001,7.17,0,2,0,2.257924,11,1513,0,440000,6,1998,n
Male,0.5,5009,6,1,1,0,2.780866,8,1507,0,2030,11,1999,n
Male,0.52,4982,4.43,2,0,0,0.4982,3,1409,0.002208,12900000,9,1975,n
Male,0.52,5013,6.79,3,2,0,2.163071,18,1425,0,22200000,8,1993,n
Male,0.5,4976,7.95,0,0,0,2.952831,5,1589,0,79600,10,1976,y
Male,0.44,4956,5.61,1,3,1,2.772202,15,1537,0.001211,7450000,7,2014,n
Male,0.5,4990,5.22,5,5,0,2.216243,39,1466,0,735000,8,2015,y
Male,0.5,4973,6,1,2,1,2.886488,4,1473,0,870000,8,2010,n
Male,0.49,4937,7.95,5,1,2,2.65243,8,1478,0,79600,1,1976,n
Male,0.46,4939,5.21,0,1,4,0.4939,5,1270,0,6180,4,1979,n
Male,0.52,4939,4.82,0,11,4,2.075933,6,1289,0,708,6,1983,n
Male,0.44,4925,4.83,0,8,2,1.852851,6,1598,0.003046,2980000,5,2013,y
Male,0.46,4917,4.04,0,0,0,1.887969,12,1096,0.00061,66100,2,1953,y
Male,0.46,4920,6,0,1,0,0.492,15,1467,0,96000,11,1972,n
Male,0.55,4912,7.17,0,0,0,2.921324,12,1363,0,96000,9,1978,n
Male,0.56,4896,5.99,0,0,0,0.4896,3,1287,0,947000,2,1980,n
Male,0.54,4869,6.78,0,2,1,2.381386,4,1280,0,96000,9,1977,y
Female,0.44,4884,5.61,0,1,0,3.439514,25,1550,0,115000,8,2002,n
Combo,0.45,4875,5.61,1,3,2,2.347096,4,1253,0,7420,1,2002,n
Male,0.43,4893,6.01,0,0,0,3.355513,32,1525,0,9780000,9,2005,n
Male,0.51,4841,6.78,3,8,1,0.4841,5,1326,0,1590,3,1995,n
Male,0.49,4857,5.6,4,4,0,2.537119,6,1289,0,6180,12,1975,n
Unknown,0.53,4856,5.22,9,10,1,0.4856,7,1429,0,19300,4,1998,n
Female,0.53,4850,5.99,2,0,0,3.250667,0,1028,0.008866,1320000,6,1953,n
Male,0.47,4842,6,0,1,1,2.380887,16,1413,0.001652,12900000,11,1976,y
Male,0.41,4835,5.99,3,0,0,0.4835,1,1297,0,914,5,1982,n
Female,0.52,4842,4.43,0,17,0,2.56265,9,1275,0,257000,5,2016,n
Male,0.54,4833,6.78,0,1,0,1.921974,5,1304,0,22200000,3,1996,n
Male,0.53,4807,7.17,0,4,1,0.4807,17,1444,0,79600,11,1977,y
Male,0.51,4790,7.95,0,2,0,3.092334,3,1395,0,1260000,11,2002,n
Male,0.47,4813,4.83,0,4,1,2.677818,11,1433,0.005818,7980,1,2016,y
Male,0.52,4758,8.34,0,2,1,3.488297,6,1588,0,19900,5,2005,n
Male,0.55,4778,8.34,0,3,0,2.372525,1,1243,0,22200000,8,1997,y
Male,0.5,4765,9.12,2,6,0,2.579856,3,1411,0,13400,6,2014,y
Male,0.49,4777,6,0,4,0,3.201033,2,1512,0,1300,7,2003,n
Male,0.5,4777,5.6,0,6,0,2.793402,28,1198,0,13700,6,2000,n
Male,0.52,4753,6.77,1,0,1,0.4753,10,1110,0,2990000,8,1978,n
Male,0.54,4784,7.96,0,0,0,2.342966,1,1383,0,96000,9,1976,y
Male,0.49,4759,4.44,6,7,1,2.806254,6,1541,0.005253,806000,3,2012,n
Male,0.46,4753,4.82,1,7,2,3.044297,5,1214,0,10900000,2,2007,n
Male,0.49,4759,5.61,5,1,1,1.917189,5,1499,0,7680000,1,1990,n
Female,0.51,4764,6.39,6,1,0,2.769767,5,1452,0,8750,2,1998,n
Male,0.53,4749,6,2,6,1,3.780666,4,1488,0,79600,10,1980,n
Male,0.51,4747,9.52,0,3,0,3.316723,2,1471,0,410000,7,2000,n
Male,0.46,4721,5.6,3,5,0,0.4721,1,1321,0,21600,2,1986,n
Male,0.45,4744,4.82,9,0,0,3.264029,8,1323,0,14500,3,2001,n
Male,0.46,4739,7.17,1,14,2,3.219756,10,1170,0,3850,8,2006,n
Male,0.46,4718,5.21,0,0,0,0.4718,2,1222,0,947000,2,1984,n
Male,0.51,4684,7.95,1,2,0,2.771381,2,1522,0,24600,12,2013,n
Male,0.47,4677,6.78,0,0,1,2.271929,12,1101,0,382000,5,1975,y
Male,0.49,4668,4.83,1,9,1,2.489733,10,1396,0,151000,8,1991,n
Male,0.49,4670,6.78,5,7,3,3.076861,1,1646,0,2320000,5,2015,n
Female,0.49,4638,4.04,1,6,0,3.391832,6,1358,0,35800,11,1995,n
Male,0.48,4648,4.43,1,0,4,1.996057,5,1483,0,376000,1,2009,y
Combo,0.51,4646,5.61,1,11,0,2.53845,20,1365,0,7420,9,2001,n
Male,0.49,4643,4.05,16,32,7,2.123225,4,1345,0,7680000,2,1992,n
Male,0.45,4649,4.43,2,4,0,3.590797,13,1356,0,475000,7,2005,n
Male,0.49,4654,5.61,0,1,0,2.510515,19,1375,0,468000,3,2007,y
Male,0.48,4643,6,0,4,1,2.989528,17,1407,0,8820000,7,2006,n
Male,0.48,4628,6.39,0,2,0,2.915377,23,1363,0.000648,523000,5,2014,n
Male,0.5,4603,4.82,0,0,0,0.4603,2,1145,0,708,5,1979,n
Male,0.42,4569,7.58,0,0,0,2.338135,3,1514,0,628000,7,1999,n
Unknown,0.56,4567,6.39,1,8,2,2.85427,2,1352,0,4390000,3,2008,n
Male,0.54,4579,6.78,0,5,2,0.4579,7,1277,0,2780000,5,1975,n
Male,0.49,4570,5.61,0,4,0,2.699295,22,1457,0,479,5,2000,n
Unknown,0.44,4575,6.4,4,0,0,1.732129,5,1415,0,19300,9,1999,n
Male,0.52,4560,6.4,6,15,3,2.295006,1,1594,0,7680000,3,1987,n
Male,0.48,4568,4.43,3,1,0,2.367775,7,1534,0,376000,11,2005,y
Unknown,0.46,4558,7.57,3,3,0,2.496888,12,1452,0,19300,1,1996,n
Male,0.53,4514,5.61,0,1,0,1.086205,3,1255,0,244000,7,2013,y
Female,0.56,4526,6.78,4,0,0,2.011167,2,1327,0,6860,7,1983,n
Female,0.45,4550,6,0,3,0,2.97439,10,1346,0.006593,478000,2,2014,n
Male,0.52,4532,7.95,1,0,0,2.490562,4,1241,0,643000,11,2001,y
Male,0.48,4539,4.82,0,0,0,0.4539,6,1212,0,947000,3,1981,n
Male,0.55,4538,5.99,4,2,1,0.4538,2,1024,0,322000,5,1978,n
Male,0.51,4529,4.43,5,1,1,2.239029,3,1314,0.003754,12900000,6,1978,n
Male,0.57,4527,5.22,0,8,1,2.653005,18,1235,0,8830000,7,2008,y
Male,0.56,4528,4.43,1,4,0,2.041692,2,1056,0,4260000,5,1990,y
Male,0.48,4541,6,4,12,1,2.429919,10,1281,0,42900,6,2016,n
Male,0.48,4529,5.6,0,6,0,3.18568,5,1143,0,378000,6,2004,n
Male,0.54,4515,4.44,8,25,5,2.189072,2,1223,0,3010000,1,2012,y
Male,0.53,4499,8.35,1,1,0,1.916055,7,1250,0,22200000,9,1998,n
Male,0.54,4495,6.78,0,1,0,2.99154,6,1234,0,6900000,3,2006,n
Male,0.46,4491,6.78,2,0,0,2.686759,13,1330,0,982,6,2001,n
Female,0.5,4474,7.17,1,0,0,2.688245,11,1240,0,1140,6,2015,y
Male,0.54,4477,6.77,0,7,0,2.503064,1,1071,0,1090000,12,1984,y
Male,0.48,4475,7.17,1,1,0,2.556251,8,1339,0,16100,12,2007,n
Male,0.51,4464,5.21,0,0,0,0.4464,5,1194,0,947000,12,1976,n
Male,0.47,4459,6.39,4,6,2,2.217131,17,1161,0,9080,2,2006,n
Female,0.46,4444,9.52,0,2,0,2.556962,3,1239,0.016202,43000,6,2016,n
Female,0.46,4418,9.52,0,2,0,2.54153,3,1237,0,43000,6,2016,y
Female,0.49,4432,5.61,0,4,0,0.4432,8,1335,0,2620000,11,1976,n
Unknown,0.48,4439,7.18,1,2,1,2.726926,33,1368,0,174000,7,2007,y
Male,0.52,4422,7.17,0,1,0,2.887207,6,1310,0,6370000,6,2003,n
Male,0.49,4416,6.78,0,0,0,1.894754,10,1210,0,22200000,6,1978,n
Male,0.44,4408,6.78,0,0,0,1.909782,22,1453,0,762,6,1999,n
Male,0.47,4418,6.38,0,2,3,2.164671,1,972,0,541000,10,1982,n
Female,0.53,4414,4.43,0,4,1,2.634775,12,1260,0,18100000,7,2001,y
Male,0.51,4375,5.21,0,13,0,2.93905,11,1203,0,3880000,3,2006,y
Male,0.56,4385,2.07,2,0,13,0.4385,2,1255,0,52000,5,1978,n
Male,0.54,4366,4.04,1,5,3,2.124584,12,1197,0,322000,9,2010,n
Male,0.51,4370,4.83,8,7,4,2.492744,3,1397,0,7680000,1,1991,n
Male,0.45,4348,4.05,52,16,2,2.724147,9,1331,0,7680000,9,1997,n
Unknown,0.51,4342,7.17,1,11,0,0.4342,9,1280,0,401000,6,1975,n
Male,0.52,4349,5.21,1,3,1,2.902987,3,1291,0,10900,2,2003,n
Male,0.5,4330,6.39,0,1,0,2.093204,18,1288,0,7740,3,2010,y
Female,0.53,4331,6.39,3,3,1,0.4331,5,1464,0,410,6,1997,n
Male,0.53,4328,3.65,0,4,1,2.186129,3,1384,0,9800000,11,2000,n
Male,0.55,4342,7.17,0,12,0,3.250704,6,1256,0,8100000,5,2009,n
Male,0.52,4335,6.39,4,0,0,0.4335,2,1137,0,541000,3,1985,y
Male,0.55,4312,4.82,0,4,1,2.558701,14,1053,0,1590,3,2011,y
Unknown,0.52,4306,6.78,0,2,0,2.311138,0,1402,0,1120000,6,1990,n
Male,0.51,4317,6.78,1,9,2,2.266685,9,1274,0,4660,2,2012,n
