@relation 'features-weka.filters.unsupervised.attribute.Remove-R22,25-weka.filters.unsupervised.attribute.Remove-R2,7,9,11-12,15,17-18,20'

@attribute Gender {Male,Female,Unknown,Combo}
@attribute Subjectivity numeric
@attribute WordCount numeric
@attribute FleschReading numeric
@attribute OT numeric
@attribute BoM numeric
@attribute PoGP numeric
@attribute TalkingSpeed numeric
@attribute AuthorityMentions numeric
@attribute WordQuantity numeric
@attribute PercentInQuotes numeric
@attribute NameSearchResults numeric
@attribute MonthGiven numeric
@attribute YearGiven numeric
@attribute PopularByAbsolute {y,n}

@data
Male,0.47,3503,8.75,0,3,0,1.784918,4,1241,0,13900000,9,2016,y
Male,0.49,5064,8.74,1,1,0,2.985699,6,1561,0,5010000,8,1976,n
Male,0.49,5443,8.35,1,1,1,0.5443,13,1578,0,5010000,9,1979,n
Male,0.58,5141,5.61,1,14,12,2.244283,5,1381,0,5010000,10,1987,y
Male,0.42,4435,7.17,0,3,0,2.615614,18,1337,0,5010000,3,1991,n
Male,0.52,2698,6,1,0,0,2.104874,8,938,0,15000,4,2012,n
Male,0.47,4698,8.35,0,0,0,3.200807,6,1478,0,12100000,1,1973,y
Male,0.51,1996,5.61,1,4,1,2.065036,3,723,0,12100000,8,2015,n
Male,0.54,4902,4.83,1,12,0,2.813154,4,1418,0.002448,12100000,3,1998,y
Male,0.48,4654,8.74,0,0,0,0.4654,16,1359,0,1460000,8,1990,n
Male,0.47,5462,7.17,2,0,0,0.5462,2,1566,0,142000000,9,1978,n
Male,0.48,5261,6.4,0,4,0,3.096824,12,1486,0.016727,3070000,9,1981,y
Male,0.55,4444,7.57,1,9,0,2.0503,11,1238,0,25100,8,1998,n
Male,0.53,4434,6,3,26,1,2.305277,5,1288,0,241000,8,1990,n
Male,0.54,5323,6.39,2,12,0,2.273683,15,1547,0,993000,8,1994,y
Male,0.54,4866,7.57,2,11,0,2.132519,11,1391,0,7690,6,1992,y
Male,0.47,6933,8.73,0,1,0,3.205195,12,1848,0,4360,9,1975,n
Male,0.49,3882,6.78,1,1,0,2.31958,6,1144,0,238000,1,2002,y
Male,0.52,5382,6.79,1,6,0,1.73157,9,1549,0,620000,9,2011,y
Male,0.51,4026,7.96,0,0,0,2.391479,7,1205,0,620000,2,1999,y
Male,0.45,4093,6.78,0,0,0,2.689819,4,1370,0,620000,11,2004,n
Male,0.43,4754,5.61,0,8,0,2.559914,14,1383,0.004417,268000,11,2011,n
Male,0.51,7760,5.6,2,5,1,0.776,4,1992,0.000387,268000,9,2014,y
Female,0.5,4034,4.82,1,4,1,3.032633,8,1266,0,268000,5,2005,n
Male,0.44,5262,9.52,1,1,0,0.5262,1,1582,0,268000,8,1999,n
Male,0.46,4790,6,0,0,0,3.133441,12,1375,0.003758,268000,6,2009,n
Male,0.54,5980,6.78,1,5,4,0.598,11,1298,0,268000,7,1974,n
Male,0.45,2901,6.39,0,0,0,1.804057,2,1068,0.022406,268000,5,2000,n
Male,0.5,5155,5.61,0,15,0,3.207846,28,1510,0,268000,12,2004,n
Male,0.5,2661,7.57,0,3,0,2.030339,7,927,0,268000,4,2008,y
Male,0.49,3487,6.78,1,11,0,2.649975,26,1029,0,268000,5,2005,y
Male,0.46,5396,6,1,28,3,2.270677,7,1418,0,268000,2,2007,y
Male,0.56,4760,7.56,0,7,0,2.806992,9,1232,0,268000,10,2001,y
Male,0.56,4545,6,6,5,2,0.4545,13,1422,0,268000,8,2006,n
Male,0.47,4346,6,0,10,0,2.670664,1,1381,0,268000,6,2008,n
Male,0.49,5120,9.53,1,2,0,0.512,10,1603,0.001172,268000,5,1997,n
Male,0.52,3785,4.82,0,0,0,2.018337,18,1178,0.000793,268000,3,1976,n
Male,0.5,4284,6.39,0,1,0,2.198011,35,1375,0,268000,1,1980,n
Male,0.52,4454,4.04,1,0,0,2.573194,13,1373,0,268000,12,1980,n
Male,0.53,4446,4.82,1,0,1,2.057378,17,1343,0.00135,268000,3,1986,n
Male,0.51,4743,5.6,1,2,2,0.4743,6,1466,0,268000,9,1977,n
Male,0.5,3875,6,2,1,1,2.220736,5,1252,0,268000,11,1987,n
Male,0.5,3627,5.61,1,1,0,2.192251,13,1236,0.000827,268000,11,1978,n
Male,0.53,4982,6.78,0,15,1,2.424127,1,1314,0,771000,7,2010,n
Male,0.53,4876,5.22,1,9,0,2.678811,0,1391,0.003692,3330000,9,2016,n
Male,0.53,4876,5.22,1,9,0,2.678811,0,1391,0.003692,793000,9,2016,n
Male,0.49,4026,7.17,0,2,1,2.449527,8,1217,0,637000,6,2009,n
Male,0.53,5063,4.43,4,3,2,2.413809,13,1423,0,637000,3,2005,y
Male,0.5,3653,4.04,1,7,0,2.776894,1,1012,0,637000,3,2002,n
Male,0.49,3830,6.39,1,2,0,2.635785,3,1349,0.002611,637000,5,2003,n
Male,0.5,4293,4.04,0,15,0,2.571924,9,1145,0,637000,11,2014,y
Male,0.53,5376,3.66,2,52,0,3.042151,12,1562,0,4310000,8,2016,n
Male,0.55,5132,5.6,1,5,5,2.037932,2,1178,0,9070,7,1983,n
Male,0.53,3758,9.13,1,7,1,0.3758,0,994,0,676,8,1996,n
Male,0.55,5132,5.6,1,5,5,2.037932,2,1178,0,312000,7,1983,n
Male,0.45,6954,6.79,2,6,3,0.6954,2,2096,0,44000,7,1997,n
Male,0.49,4478,5.21,0,9,0,2.778394,3,1338,0,5150,5,2008,y
Male,0.54,5353,6.79,0,2,0,2.008998,10,1607,0,2010000,9,1999,y
Male,0.52,4106,6,0,5,2,0.4106,10,1217,0,1510,9,1997,n
Male,0.49,4165,6.39,0,0,0,2.006932,0,1213,0,594000,9,2005,y
Male,0.48,4421,6,5,0,2,0.4421,2,1451,0,28700,7,1997,n
Male,0.54,5433,5.22,12,6,3,2.88133,5,1521,0.004417,28700,1,2013,n
Male,0.55,4152,5.6,1,3,1,3.177887,4,1089,0,28700,3,2009,y
Male,0.51,4136,6.79,0,0,0,2.978873,4,1302,0,28700,2,2015,y
Male,0.56,4657,7.56,0,4,1,0.4657,0,1407,0,28700,8,1987,n
Male,0.52,4721,6.78,0,17,0,0.4721,2,1282,0,28700,2,1991,n
Male,0.54,3485,6,0,1,0,0.3485,0,1161,0,123000,2,1985,n
Male,0.53,4453,6.78,0,3,1,0.4453,3,1322,0,123000,3,1983,n
Male,0.48,3105,10.7,0,0,0,0.3105,1,1036,0,63800,5,1980,n
Male,0.57,3325,8.73,1,1,0,0.3325,8,968,0,63800,7,1976,y
Male,0.5,3820,4.82,3,1,0,2.36037,4,1067,0,63800,11,2015,y
Female,0.48,4533,5.21,0,2,0,3.019796,2,1128,0,63800,11,2007,n
Female,0.46,1781,3.65,0,1,0,0.1781,6,712,0,63800,11,1985,n
Female,0.51,999,7.17,0,1,0,2.59927,0,433,0,63800,4,2009,n
Female,0.5,898,7.56,0,0,0,2.657318,0,397,0,63800,8,2009,n
Male,0.56,4800,5.99,0,1,0,0.48,17,1126,0,63800,2,1975,n
Male,0.57,3991,6,0,1,0,0.3991,11,1096,0,63800,2,1977,y
Female,0.5,3450,6.78,0,4,0,2.319779,5,1067,0,63800,6,2007,n
Male,0.47,4372,5.61,0,3,0,3.271619,10,1324,0,63800,3,2005,n
Male,0.52,5188,5.61,1,8,4,2.866121,8,1267,0,63800,5,1998,n
Male,0.6,4020,5.22,7,19,3,3.078239,4,1074,0,63800,11,2002,n
Male,0.53,4143,6.39,0,3,1,2.35452,3,1302,0,63800,2,2002,n
Male,0.47,3089,4.82,1,2,1,0.3089,1,927,0,63800,5,1989,n
Male,0.49,3828,6.39,3,5,2,0.3828,2,1271,0,63800,5,1981,n
Male,0.49,4389,4.43,14,1,1,2.398968,8,1397,0,63800,5,1984,n
Male,0.5,5316,5.21,3,2,1,0.5316,8,1482,0,63800,2,1986,n
Male,0.48,4207,5.22,0,5,1,2.223768,18,1358,0.003328,772000,4,2011,n
Female,0.54,3253,5.22,0,8,0,2.466262,4,1082,0.047648,772000,6,2017,n
Female,0.52,3284,6.4,0,1,0,2.219884,5,1116,0.002741,760000,6,2015,n
Female,0.54,3253,5.22,0,8,0,2.466262,4,1082,0.047648,42000,6,2017,y
Male,0.49,1927,6.38,0,0,0,2.055119,2,725,0,3570000,4,2007,n
Male,0.54,2431,5.61,0,3,0,2.081488,4,939,0,3570000,4,2009,n
Male,0.52,5319,6,0,5,5,2.479767,14,1406,0,3570000,8,2006,n
Male,0.54,4046,4.83,4,5,3,0.4046,2,1268,0,3570000,1,2013,y
Male,0.53,4061,5.22,2,10,0,2.275257,6,1418,0,3570000,11,2003,y
Male,0.53,6374,8.34,1,9,0,4.110405,0,1322,0,4040000,3,2004,n
Male,0.48,4179,4.82,0,2,0,0.4179,13,1075,0,14000,1,2015,n
Male,0.47,1004,8.35,1,0,0,1.296269,1,460,0,31200,8,2015,n
Male,0.51,3506,7.18,2,3,0,1.541327,11,1204,0,31200,2,2013,n
Male,0.47,3752,6,0,4,0,2.073947,8,1253,0.003198,31200,12,2010,n
Male,0.47,6622,7.17,0,6,0,3.368123,27,1680,0,31200,3,2003,n
Male,0.48,4512,6.78,3,4,0,3.206829,17,1265,0,31200,6,2006,n
Male,0.53,4498,6.39,3,12,0,2.46725,9,1417,0,421000,6,2000,n
Male,0.52,4152,4.44,15,9,0,2.422448,31,1343,0,421000,7,2012,y
Female,0.49,3205,4.44,1,0,0,2.383727,9,1132,0,60700,4,2004,n
Male,0.53,4898,4.05,2,39,5,2.636085,12,1396,0.001021,26300,1,2017,y
Male,0.53,4898,4.05,2,39,5,2.636085,12,1396,0.001021,569000,1,2017,n
Male,0.51,4136,6.39,1,3,0,2.562223,5,1089,0.009671,23700,7,2011,n
Male,0.52,4466,5.22,1,2,1,3.035727,15,1506,0,8590000,9,2006,y
Male,0.44,4486,6.39,1,1,0,2.439524,14,1486,0,5290,10,1997,n
Male,0.46,3448,6.78,0,2,0,2.738989,4,1111,0,2940000,5,2005,n
Male,0.54,3744,6.39,1,7,1,2.233578,1,1196,0,2940000,6,2012,n
Male,0.48,4529,5.6,0,6,0,3.18568,5,1143,0,378000,6,2004,n
Unknown,0.55,4693,5.99,0,0,0,0.4693,1,1327,0,3920000,2,1983,n
Male,0.48,5812,4.83,0,1,0,3.31078,43,1528,0,60200,11,1998,n
Unknown,0.47,3825,5.22,2,6,1,2.421869,5,1146,0,8030,6,2008,n
Male,0.48,4738,4.83,0,1,0,2.359469,13,1529,0,2500000,6,2015,y
Male,0.43,5510,6,10,0,0,0.551,24,1459,0,957000,8,1995,y
Male,0.49,5662,6.39,2,2,11,2.224955,2,1326,0,27200,1,2008,n
Male,0.52,3468,5.22,1,0,1,2.062531,10,987,0,12900,6,2007,n
Male,0.53,4231,7.17,1,2,6,2.98323,0,1332,0,753000,5,2003,n
Male,0.49,4160,7.57,4,7,0,2.898292,0,1206,0.017308,753000,10,2000,n
Female,0.55,4839,6.39,0,2,0,2.451004,21,1292,0,753000,2,2000,n
Male,0.42,3946,6.01,1,1,0,2.975993,10,1369,0.007603,753000,5,2011,n
Male,0.5,4924,7.17,1,0,0,2.757777,0,1471,0,753000,9,2015,n
Male,0.51,3495,5.61,4,4,0,2.320742,23,1128,0,753000,5,2002,n
Male,0.51,3495,5.61,4,4,0,2.320742,23,1128,0,753000,5,2002,n
Female,0.5,5339,5.99,0,0,0,2.612131,2,1398,0,753000,11,1981,n
Female,0.53,4590,4.82,1,6,0,2.635629,1,1253,0,753000,3,1992,n
Female,0.53,4948,4.82,1,8,1,2.585191,2,1431,0,753000,1,1993,n
Female,0.52,3905,4.43,1,4,0,2.428706,1,1367,0,1850000,11,1993,n
Female,0.48,6561,4.43,2,11,1,2.590672,6,1609,0,7100000,6,1991,n
Female,0.48,5156,5.61,0,4,1,3.146276,3,1589,0,440000,1,1997,n
Female,0.47,3555,4.83,3,4,0,3.064092,8,1305,0,440000,10,2002,n
Female,0.52,4479,6,0,2,0,3.008916,10,1276,0,440000,3,2002,n
Female,0.54,4259,5.61,1,4,0,3.102274,10,1225,0,7220000,4,2004,n
Female,0.51,5239,5.61,3,4,2,2.501589,10,1423,0,5250000,1,2013,n
Female,0.54,8138,4.43,1,18,2,2.479466,6,1829,0,13500,9,2009,y
Female,0.47,3555,4.83,3,4,0,3.064092,8,1305,0,40500000,10,2002,y
Female,0.46,3458,4.04,7,2,2,0.3458,0,1054,0,1980,4,2004,y
Female,0.52,3344,6.39,2,2,0,2.754978,0,1023,0,467000,7,2002,y
Male,0.51,3576,4.83,0,1,1,2.471434,10,1295,0,3020000,3,2002,n
Male,0.49,4512,6.4,0,5,2,2.755386,2,1627,0.002438,3020000,4,2017,y
Male,0.49,5186,5.22,5,8,2,2.435081,5,1464,0.004628,3020000,12,2014,n
Female,0.46,4613,4.43,3,1,0,3.2949,6,1378,0,3020000,8,2009,y
Female,0.5,4793,5.22,6,0,0,2.388053,11,1231,0,3020000,4,2017,y
Male,0.44,5958,7.57,0,1,0,2.60527,23,1568,0,12700,3,1998,n
Male,0.48,17912,6.4,0,12,0,7.286324,40,3893,0,12700,8,1976,n
Male,0.44,7074,9.13,0,0,0,2.499633,49,1858,0,12700,10,1974,n
Male,0.49,5437,7.56,0,3,0,2.679318,7,1548,0,12700,3,1999,n
Female,0.51,4617,4.84,6,4,1,2.867702,17,1427,0.111977,5750,6,2017,y
Male,0.51,3726,5.61,1,3,0,2.021835,11,1084,0,283000,3,1978,y
Male,0.47,3153,6.79,0,1,0,1.651269,11,1090,0,283000,9,1986,y
Male,0.51,3619,4.43,1,3,0,1.936161,33,982,0,772000,2,1980,y
Male,0.46,7355,6.39,1,8,0,2.362687,22,1953,0,772000,3,1977,y
Male,0.49,4510,7.17,1,1,0,2.076499,7,1215,0,772000,3,1979,y
Male,0.53,5202,5.6,0,2,0,1.793003,25,1396,0,772000,12,1974,y
Male,0.47,2662,5.22,3,6,0,1.473684,2,922,0,772000,10,1987,y
Male,0.53,4434,6,0,1,0,2.39184,15,1379,0,772000,12,1973,y
Male,0.52,4499,7.95,3,0,0,2.405642,11,1464,0,772000,5,1973,n
Male,0.5,3495,4.43,0,0,0,1.951055,4,1050,0,772000,4,1981,y
Male,0.52,3496,4.43,1,6,0,1.849083,13,1111,0,772000,10,1983,n
Male,0.44,3941,7.57,3,0,0,1.95658,6,1279,0,772000,4,1977,y
Male,0.55,5949,5.21,0,7,0,2.587022,6,1532,0,772000,10,1982,n
Male,0.51,4854,4.82,2,2,7,2.483779,5,1395,0,772000,5,1984,n
Male,0.44,4708,7.57,0,0,0,0.4708,2,1416,0,772000,5,1983,n
Male,0.59,3844,7.16,0,4,0,0.3844,0,1010,0,772000,6,1981,n
Male,0.57,4536,9.9,2,1,0,2.71979,0,1203,0,772000,5,1985,n
Male,0.52,3183,4.82,0,0,1,1.986171,3,1020,0,772000,2,2004,n
Male,0.51,3216,4.43,0,2,0,1.231892,9,1183,0,772000,6,1988,n
Male,0.55,4050,4.43,0,4,1,2.013787,11,1205,0,772000,2,2003,n
Male,0.38,5215,11.47,1,0,0,2.365526,6,1546,0,3420000,2,2010,n
Male,0.47,4353,7.56,0,0,0,0.4353,9,1467,0,3420000,11,1990,n
Male,0.49,4280,7.56,0,1,0,0.428,10,1095,0,1800000,9,1977,n
Male,0.47,4193,5.61,1,0,0,1.87441,15,1257,0,3350000,8,1983,n
Male,0.48,3904,6.78,0,1,0,0.3904,20,1129,0,2790000,3,1976,n
Male,0.49,4670,5.22,2,1,1,0.467,15,1319,0.05803,2790000,6,1981,n
Male,0.55,3043,7.17,0,1,1,0.3043,5,932,0,2790000,8,1986,n
Male,0.49,4689,7.17,0,0,0,0.4689,20,1421,0,2790000,8,1974,n
Male,0.54,3071,6.39,0,2,0,2.124667,5,1078,0,2790000,10,2002,n
Male,0.48,2472,5.61,0,0,0,2.362124,7,898,0,660000,11,1982,n
Male,0.46,4968,5.62,0,0,0,2.954454,9,1646,0,2170000,9,2008,n
Male,0.49,2627,6.78,0,11,0,0.2627,3,902,0.000381,27200,3,1978,n
Male,0.45,2921,6.39,0,0,0,0.2921,20,975,0,278000,2,1983,n
Male,0.44,4080,11.48,0,0,0,1.585142,10,1447,0,18300,11,1993,n
Male,0.52,4429,6.01,0,5,0,0.964799,6,1361,0.007451,18300,7,2013,n
Male,0.47,3878,5.21,1,1,0,2.026477,4,1014,0,18300,5,2013,n
Male,0.52,2799,5.61,2,1,0,1.676093,16,1005,0,18300,1,2014,y
Male,0.49,4052,4.04,1,4,0,2.133913,7,1245,0,18300,5,2007,n
Male,0.55,6062,4.83,6,8,2,2.02486,1,1765,0,18300,3,1994,n
Male,0.5,4546,7.57,0,7,1,3.031723,11,1305,0.00066,18300,4,2003,n
Female,0.49,5397,6,0,1,0,0.5397,6,1528,0,18300,7,1996,n
Female,0.5,3563,7.17,0,3,0,3.098333,0,1121,0,535000,4,2004,n
Male,0.42,814,9.14,0,0,0,1.177453,4,469,0,8470,4,2016,n
Male,0.47,5850,5.21,1,8,0,2.063713,15,1405,0,387000,11,1981,y
Male,0.54,4046,4.04,3,11,0,2.839803,3,1183,0,344000,2,2005,n
Male,0.48,3173,5.99,0,4,1,3.311611,6,836,0,6120,5,1976,n
Male,0.5,5552,4.82,4,10,1,3.009888,1,1388,0,4410000,5,1984,n
Male,0.49,5201,6,2,8,0,2.387725,5,1687,0.002884,1020000,6,1995,n
Male,0.55,5316,6.78,2,0,1,0.5316,0,1169,0,1020000,5,1986,n
Male,0.5,5149,7.17,0,0,1,0.5149,2,1107,0,1990000,5,1983,n
Male,0.59,3041,6.39,1,1,0,0.3041,1,911,0,4300,2,1979,n
Male,0.47,5016,9.13,0,1,0,2.11941,9,1486,0,546,11,1991,n
Male,0.49,5804,5.22,3,10,7,0.5804,7,1723,0,546,7,1995,n
Male,0.57,6605,7.55,0,3,0,0.6605,12,1383,0,50600000,7,1975,y
Male,0.53,3821,5.61,2,4,2,2.199581,7,1253,0,4410,12,2013,y
Male,0.5,6068,5.22,0,3,1,2.883563,15,1502,0,19400,12,1997,y
Male,0.53,3552,4.83,1,7,0,2.46007,10,1054,0,19300,6,2006,n
Male,0.51,4333,5.22,1,12,0,2.235887,11,1456,0,153000,3,2007,n
Male,0.5,5212,5.21,1,3,1,0.5212,4,1308,0,3260000,4,1974,n
Male,0.48,4586,5.6,0,0,0,0.4586,27,1042,0,1840,2,1988,y
Male,0.5,3216,4.82,0,3,0,0.3216,5,1135,0,3260000,12,1987,n
Male,0.51,3196,6,1,0,3,2.043119,5,1111,0,1910000,3,2010,y
Male,0.46,3705,6.39,0,4,0,0.3705,2,1198,0,719000,3,1986,n
Male,0.49,3336,6,2,2,1,0.3336,8,1104,0,13500,1,2005,n
Female,0.53,3448,6,0,1,0,0.3448,3,1143,0,725000,4,1997,n
Male,0.52,4843,6.78,5,1,1,2.097626,1,1515,0,25400000,3,1992,n
Male,0.55,3314,4.82,0,0,0,2.186185,1,954,0,15600,11,1997,n
Male,0.56,3393,5.61,7,1,0,2.051238,1,1201,0,15600,10,1994,n
Male,0.55,3676,7.17,0,0,0,0.3676,15,1134,0,15600,9,1982,n
Male,0.53,3554,7.56,0,0,0,1.909056,6,1095,0,15600,10,1990,y
Male,0.49,3270,3.26,2,0,0,2.186702,7,1140,0,15600,10,2006,n
Male,0.49,3842,5.6,1,0,0,2.044385,1,1181,0,15600,3,1977,y
Male,0.54,2918,6.38,0,0,0,1.85441,2,1006,0,15600,9,1973,y
Male,0.55,3182,4.82,0,0,0,2.089696,2,1081,0.003771,15600,2,1978,n
Male,0.56,2695,4.82,3,3,0,1.643164,3,848,0,15600,9,1983,n
Male,0.51,3768,7.16,0,0,0,2.009637,11,1207,0,15600,11,1979,n
Male,0.53,2617,4.43,3,0,0,1.989327,2,886,0,15600,11,1999,y
Male,0.54,3271,4.82,0,0,0,2.124335,3,1119,0,15600,10,1974,y
Male,0.51,2459,5.6,0,0,1,2.016226,4,746,0,15600,11,1969,y
Male,0.56,5296,4.82,0,1,0,0.5296,8,1488,0,15600,3,1994,y
Male,0.59,4094,6.39,0,1,1,1.983138,10,1194,0,4130000,10,1995,n
Male,0.52,3256,5.99,2,0,0,1.927059,6,1081,0,4130000,3,1979,n
Male,0.58,3820,4.04,3,0,0,0.382,3,1147,0,388000,2,1997,y
Male,0.57,2959,4.43,2,3,0,2.328445,0,994,0,433000,11,1998,n
Male,0.56,3037,4.82,0,0,0,2.238883,16,950,0,8450,9,2005,n
Male,0.59,1767,6,0,0,0,2.401024,7,717,0,8450,9,2003,n
Male,0.54,3305,6,1,1,0,2.626819,3,1148,0,36300,9,1996,y
Male,0.48,3337,6.78,0,0,0,2.252587,3,1044,0,69500,4,1976,n
Male,0.52,2426,5.22,0,0,1,1.7588,2,953,0,4390000,9,2007,n
Male,0.53,3320,5.61,0,1,1,1.994349,2,1087,0,31500000,10,1992,n
Male,0.56,3077,7.17,0,0,0,1.749377,8,888,0,31500000,9,1985,n
Male,0.58,3623,6.38,0,0,0,1.952564,6,1135,0,31500000,9,1989,n
Male,0.5,5161,3.65,0,3,0,3.914023,5,1514,0,31500000,7,2005,y
Male,0.44,3939,7.96,0,1,0,2.088436,12,1174,0.005331,31500000,3,2013,y
Male,0.5,4657,5.6,0,4,0,2.611611,9,1079,0,31500000,5,2008,y
Male,0.48,3940,7.95,0,1,0,2.472427,1,1077,0.003807,31500000,10,2011,n
Male,0.55,3455,4.43,0,4,0,0.3455,2,972,0,31500000,2,1996,n
Male,0.48,5929,5.6,0,0,0,0.5929,28,1331,0,31500000,8,1975,n
Male,0.51,5551,5.99,0,0,0,2.208686,7,1150,0,31500000,3,1980,n
Male,0.53,3975,6.39,0,0,0,1.987124,4,1205,0,31500000,10,1983,n
Male,0.54,3113,5.6,0,1,0,0.3113,1,942,0,31500000,7,2002,n
Male,0.51,4491,6,1,5,0,2.144758,5,1516,0,31500000,12,2009,n
Male,0.45,3696,6.79,0,1,1,2.422365,0,1313,0.000271,31500000,5,2003,n
Male,0.55,4461,5.21,0,0,0,0.4461,3,1279,0,31500000,7,1982,n
Male,0.56,5497,5.21,1,5,0,0.5497,7,1481,0,31500000,4,1997,n
Male,0.53,3792,4.82,0,0,0,2.875051,1,989,0,6120,6,2005,n
Male,0.59,3958,6,8,0,1,0.3958,2,1227,0,203000,7,1985,n
Male,0.53,7311,6.77,0,0,1,2.919679,23,1671,0,79600,9,1973,y
Male,0.54,3895,4.43,4,2,1,0.3895,12,983,0,79600,6,1996,n
Male,0.56,5506,5.6,0,5,3,0.5506,12,1355,0,79600,5,1973,n
Male,0.48,1701,5.61,0,0,0,0.1701,4,758,0,79600,11,1975,n
Male,0.5,5124,2.86,2,12,1,0.5124,4,1083,0,79600,9,1985,n
Male,0.54,5267,5.21,0,1,0,0.5267,9,1070,0,79600,1,1976,n
Male,0.48,7114,4.82,0,2,0,0.7114,11,1617,0,79600,6,1974,n
Male,0.51,2637,3.64,0,0,0,2.648126,4,750,0,1300,3,1974,n
Male,0.51,8805,5.21,1,3,0,0.8805,21,1710,0,52300,5,1977,n
Male,0.54,9178,5.6,0,1,0,4.318728,14,1625,0,6070,1,1973,n
Male,0.52,6890,3.26,1,1,0,0.689,12,1488,0.051379,307000,2,1981,n
Male,0.55,4108,4.82,2,3,0,3.473287,6,1219,0,17400,12,1979,n
Male,0.53,6024,2.86,0,4,0,2.540509,20,1163,0,343000,5,1983,n
Female,0.48,4527,3.65,0,3,1,2.973032,9,1340,0,7800,11,2004,n
Female,0.46,3492,3.26,6,4,1,2.38995,13,1211,0,586000,4,2004,n
Male,0.47,4770,5.99,1,8,0,2.538501,5,1121,0,8460000,1,1999,n
Male,0.52,6658,5.99,1,9,0,2.419043,8,1315,0,13200,2,1994,n
Male,0.46,1951,8.34,0,0,0,0.1951,7,676,0,6200000,8,1996,n
Male,0.53,4047,7.17,0,1,0,2.226955,5,1025,0,223000,10,1997,y
Male,0.45,5881,5.99,0,4,1,1.752215,9,1305,0,570000,5,1986,y
Male,0.5,4686,5.21,0,11,0,2.151744,8,1234,0,570000,11,1991,n
Male,0.47,5281,7.56,0,1,0,0.5281,5,1313,0,570000,8,1993,n
Male,0.49,6104,4.82,0,7,0,2.711546,29,1289,0,570000,10,1989,y
Male,0.53,2307,5.6,0,0,1,0.2307,8,755,0,570000,8,2001,n
Male,0.52,4823,6.38,2,5,0,2.656961,7,1309,0,570000,8,1996,n
Male,0.51,5238,7.95,2,3,2,2.726156,3,1234,0,570000,11,1995,y
Male,0.48,4390,3.25,0,0,0,2.471877,2,1114,0,570000,12,1980,n
Male,0.57,4884,5.6,0,5,0,2.742653,1,1098,0,570000,9,2006,y
Male,0.54,4492,5.99,0,7,2,2.907639,4,1133,0,570000,11,1986,n
Male,0.57,920,6.78,0,0,0,0.092,13,375,0,570000,9,2014,n
Male,0.56,4423,6.38,0,3,0,2.961788,5,1029,0,570000,8,2000,n
Male,0.47,5930,5.21,0,0,0,2.350548,21,1166,0,570000,9,1988,n
Male,0.52,4656,7.16,0,4,0,3.071478,3,1016,0,570000,9,1996,y
Male,0.54,3425,4.43,1,4,0,2.078517,6,877,0,570000,1,2008,y
Male,0.52,6760,4.82,0,1,0,0.676,9,1364,0,480000,8,1991,n
Male,0.54,5374,4.82,1,7,0,2.339723,10,1147,0,36700,9,1990,y
Unknown,0.47,3993,5.22,2,2,7,1.908359,5,1157,0.025044,347000,3,1999,n
Unknown,0.51,6233,4.43,2,1,0,3.265475,12,1817,0,28700,1,1983,y
Unknown,0.45,3605,4.43,2,0,0,1.765337,6,1145,0.011096,234,1,2009,n
Unknown,0.5,6211,4.43,5,2,2,3.038761,5,1828,0,1590000,3,1980,n
Unknown,0.53,5289,4.82,3,7,0,2.092783,11,1623,0,1590000,1,1989,n
Male,0.5,5488,7.96,0,1,0,2.978499,27,1578,0.010386,298000,8,2000,n
Female,0.51,4005,6.39,1,0,1,0.4005,9,1234,0,298000,7,1975,n
Male,0.44,3012,6.39,1,3,1,0.3012,1,906,0,298000,2,1979,n
Male,0.52,3278,5.6,1,2,0,1.808773,8,1015,0,18400,2,1993,n
Male,0.51,3346,7.56,3,4,0,1.571426,2,1109,0,40000,1,1992,n
Male,0.48,2791,4.04,1,7,0,1.805422,2,1000,0,40000,3,1989,y
Male,0.48,2455,5.21,0,0,0,0.2455,3,820,0,8720,4,1961,n
Male,0.5,3199,6.78,0,9,0,1.682277,19,1071,0,8720,9,1990,n
Male,0.46,1722,7.17,0,0,0,2.599052,2,696,0,8720,12,1972,y
Male,0.56,2891,6.78,0,0,0,2.091258,17,1056,0,17800000,2,1987,n
Male,0.51,4361,7.17,2,0,1,1.941543,3,1270,0,211000,5,1968,y
Male,0.47,2861,5.6,0,1,0,1.785714,7,841,0,1840000,10,1955,y
Male,0.54,5037,8.74,0,16,0,2.826037,3,1744,0,1200000,8,1983,y
Male,0.49,4149,6.78,0,0,0,2.333934,8,1202,0,2670,6,1985,n
Male,0.49,4770,4.43,0,0,0,2.899861,20,1472,0,2670,12,1997,n
Male,0.45,4180,6.39,0,2,0,0.418,3,1309,0,571000,3,1984,n
Male,0.52,4121,4.82,0,0,0,2.554069,11,1099,0,571000,5,1979,n
Male,0.49,4990,6,1,1,0,2.855266,4,1732,0,571000,8,1980,y
Male,0.52,4696,4.83,0,0,0,3.326307,4,1348,0.129259,571000,5,1981,y
Male,0.56,4700,5.6,0,0,0,0.47,75,1363,0,23000,8,1975,n
Male,0.5,6012,4.43,1,6,0,2.118187,18,1727,0,23000,8,1981,n
Male,0.55,3920,7.57,5,2,2,1.635323,2,1164,0,23000,6,1991,n
Male,0.52,843,6.4,0,0,0,2.535654,3,426,0.003559,19300,8,2007,n
Male,0.52,1052,7.17,0,0,0,3.064442,1,497,0,19300,8,2006,n
Male,0.41,864,9.14,0,0,0,2.490641,0,425,0,19300,4,2007,n
