Pageviews,Polarity,Subjectivity,WordCount,FleschReadingEase,Ot,Nt,Bom,Dyc,Pogp,AllScriptureCount,NameMentions,TimeElapsed,AppealToAuthority,WeToYouRatio,WordQuantity,UseOfI,WordsInItalics,QuotesInQuotationMarks,DaysElapsed,NameSearchResults,Name
1421,0.23,0.51,4173,8.2,2,8,1,1,0,12,0,1200.4906666666666,1,160.364,1295,65,120,234,4004,1990000,Julie Franklin
1959,0.21,0.57,4593,7.0,1,1,4,5,5,16,1,2002.3611666666666,17,81.25,1356,35,1216,575,7315,10800,K. Fred Skousen
3042,0.19,0.57,4953,9.1,5,12,18,22,3,60,0,3160.3786666666665,7,124.457,1354,29,389,511,8694,1480,K. Newell Dayley
6,0.28,0.6,4167,6.9,1,19,32,13,5,70,0,2138.7626666666665,6,144.5,1222,36,646,688,6104,1480,K. Newell Dayley
8076,0.18,0.51,3547,6.8,1,2,0,1,0,4,2,1349.312,23,171.5,1191,40,190,247,4403,50600000,K. Richard Young
1168,0.19,0.5,3554,7.9,0,1,4,0,0,5,0,1597.4613333333334,2,1017.308,1061,60,107,326,11144,39400,Kate L. Kirkham
965,0.17,0.48,5153,8.6,0,0,0,8,1,9,0,1706.3466666666666,45,60.828,1484,138,536,260,6356,19300,Katherine D. Pullins
201,0.16,0.49,3943,7.8,0,5,2,1,0,8,0,1592.0,1,295.364,1236,102,30,233,5467,153000,Kaye Terry Hanson
63,0.17,0.49,4601,6.2,1,8,2,4,6,21,1,1788.608,5,108.696,1570,10,814,430,4034,24200,Keith B. McMullin
237,0.19,0.5,3098,6.2,1,9,2,9,0,21,0,1054.0373333333334,8,61.929,1019,18,465,253,5145,24200,Keith B. McMullin
2062,0.2,0.51,5884,7.4,0,1,2,2,0,5,1,1516.224,15,37.231,2027,38,720,753,5222,18700,Keith J. Karren
116,0.14,0.47,3861,8.2,4,7,1,0,1,13,1,1562.9306666666666,5,18.692,1458,43,170,381,182,3190000,Keith J. Wilson
29,0.21,0.5,4411,8.8,1,1,1,1,0,4,0,1698.8186666666666,10,384.091,1322,75,18,187,238,1840,Keith Vorkink
684,0.14,0.47,3861,8.2,4,7,1,0,1,13,1,1562.9306666666666,5,18.692,1458,43,170,381,182,3190000,Keith J. Wilson
1264,0.14,0.55,3377,8.3,0,0,2,0,2,4,0,2005.9748333333334,9,45.0,1142,31,202,206,1631,1910000,Kelly D. Patterson
1164,0.14,0.49,5817,8.0,2,8,15,3,0,28,1,1770.5173333333332,4,209.455,1552,79,319,653,7098,1210000,Kenneth A. Solen
2280,0.16,0.51,4217,7.1,0,16,4,7,1,28,0,1715.2533333333333,6,25.274,1206,34,489,310,987,725000,Kent F. Richards
427,0.2,0.5,3990,6.1,0,3,5,0,0,8,0,1656.704,0,792.391,1114,57,201,149,2338,2780000,Kent P. Jackson
281,0.19,0.47,3804,7.5,0,2,3,0,0,5,0,1428.16,3,47.059,1296,35,971,261,5705,353000,Kent W. Colton
448,0.14,0.49,5374,9.3,2,3,1,4,0,10,0,1672.1495,6,445.786,1355,59,25,211,924,1480,Kerry M. Muhlestein
957,0.13,0.42,4111,7.3,0,0,2,4,0,6,1,1777.0346666666667,6,68.447,1133,62,309,257,3549,25400000,Kevin D. Stocks
533,0.17,0.48,5560,10.1,0,0,0,0,0,0,1,2435.9803333333334,24,117.029,1581,76,515,311,820,15600,Kevin J Worthen
1029,0.26,0.49,1516,7.6,0,1,0,0,0,1,0,464.7386666666667,1,5.444,603,5,537,142,579,15600,Kevin J Worthen
19,0.13,0.49,4352,8.4,0,1,20,0,0,21,0,1316.8731666666667,12,56.641,1309,32,391,489,805,15600,Kevin J Worthen
1074,0.15,0.45,1440,9.6,0,0,0,0,0,0,0,458.18666666666667,0,7.579,648,8,198,170,1195,15600,Kevin J Worthen
368,0.19,0.43,1152,7.6,0,0,0,0,0,0,0,342.97833333333335,11,10.667,515,7,80,98,943,15600,Kevin J Worthen
726,0.14,0.5,1623,9.1,0,2,0,0,0,2,1,538.0066666666667,4,16.667,632,14,178,72,467,15600,Kevin J Worthen
1161,0.23,0.51,5329,8.6,0,0,1,2,0,3,0,2236.6106666666665,2,198.45,1519,58,898,224,456,15600,Kevin J Worthen
3842,0.15,0.47,4421,8.2,1,2,6,4,3,16,0,1397.9038333333333,6,306.783,1440,15,305,479,686,15600,Kevin J Worthen
153,0.14,0.51,6980,9.7,0,15,10,8,0,33,1,1735.36,4,869.143,1835,38,444,812,7063,15600,Kevin J Worthen
14,0.14,0.51,3762,7.1,1,2,1,13,1,18,0,1165.773,4,106.963,1190,45,190,453,1050,15600,Kevin J Worthen
14,0.23,0.53,3692,7.9,2,5,2,4,0,13,0,1193.3066666666666,10,3.448,1105,42,319,321,441,15600,Kevin J Worthen
22,0.16,0.49,4353,8.1,0,10,5,9,2,26,0,1264.2986666666666,14,34.028,1419,11,331,733,315,15600,Kevin J Worthen
690,0.16,0.44,1319,7.9,0,0,0,0,0,0,0,401.89883333333336,0,4.5,588,9,337,115,831,15600,Kevin J Worthen
1842,0.05,0.59,1447,7.3,0,0,0,1,3,4,0,440.21066666666667,1,1.684,629,11,159,174,208,15600,Kevin J Worthen
3158,0.22,0.47,4038,7.2,0,2,1,3,0,6,0,1706.3066666666666,8,180.923,1077,85,421,158,456,4130000,Kim B. Clark
2588,0.23,0.54,3653,7.2,0,5,10,2,1,18,0,1527.6626666666666,3,55.684,1078,43,383,177,2975,4130000,Kim B. Clark
943,0.19,0.48,5197,9.2,4,9,3,1,0,17,0,2005.6421666666668,9,208.02,1578,29,741,392,1568,388000,Kristin L. Matthews
11,0.16,0.49,6923,9.5,0,1,4,5,1,11,1,1760.96,14,45.511,2079,82,576,560,5985,433000,Kristine Hansen
2129,0.18,0.52,5132,6.1,0,0,9,0,1,10,2,1738.432,10,58.0,1419,84,1066,330,8316,8450,L. Aldin Porter
60,0.14,0.51,4547,7.7,2,0,0,5,0,7,0,1859.6053333333334,20,38.716,1322,67,1046,213,6134,8450,L. Aldin Porter
2209,0.16,0.51,5282,6.8,0,5,34,44,1,84,1,1755.84,23,141.12,1190,26,648,1133,7490,69500,L. Lionel Kendrick
13,0.11,0.52,4436,7.8,2,0,9,2,1,14,1,1823.7653333333333,6,64.692,1421,95,174,477,6945,1770000,L. Robert Webb
899,0.21,0.48,2774,6.5,0,0,2,2,0,4,0,1694.4886666666666,8,11.758,940,33,464,97,1671,31500000,L. Tom Perry
2310,0.26,0.54,4019,7.6,4,0,1,3,0,8,2,1605.312,2,17.655,1200,65,503,233,15960,31500000,L. Tom Perry
1397,0.2,0.49,4732,7.8,1,0,0,1,0,2,1,2087.616,18,64.892,1450,73,668,64,10334,31500000,L. Tom Perry
777,0.21,0.49,4665,8.2,1,0,5,0,0,6,0,1912.4906666666666,5,35.556,1326,57,379,616,15246,31500000,L. Tom Perry
6778,0.23,0.53,5051,8.6,4,2,1,4,1,12,0,1950.0586666666666,21,99.692,1369,32,1538,242,6106,31500000,L. Tom Perry
1093,0.2,0.5,5448,7.6,3,6,9,1,0,19,0,2603.891666666667,44,118.132,1506,50,1343,310,8297,31500000,L. Tom Perry
566,0.21,0.53,3548,5.9,2,5,3,1,4,15,0,1596.584,6,193.6,1081,39,1032,176,8806,31500000,L. Tom Perry
5280,0.24,0.53,4471,7.3,0,2,5,7,0,14,1,1623.04,5,88.595,1433,61,815,286,5572,31500000,L. Tom Perry
20,0.25,0.53,3908,6.1,3,2,6,1,6,18,0,1712.5226666666667,2,51.923,1032,37,1106,252,3675,31500000,L. Tom Perry
1444,0.19,0.47,4008,6.3,0,1,4,0,1,6,0,1914.6316666666667,4,71.122,1225,52,1545,101,2452,31500000,L. Tom Perry
1382,0.21,0.5,4917,7.7,0,0,1,0,0,1,0,2019.6906666666666,12,68.0,1466,101,803,159,13624,31500000,L. Tom Perry
5816,0.12,0.48,3670,8.3,0,6,7,1,0,14,0,1674.704,4,95.062,1132,31,801,78,9415,31500000,L. Tom Perry
287,0.21,0.5,5067,6.6,1,0,12,3,1,17,1,2234.1626666666666,5,23.048,1325,86,1358,369,9151,31500000,L. Tom Perry
1266,0.16,0.47,6322,6.7,2,7,0,3,1,13,1,2613.269333333333,6,47.093,1720,196,653,653,14933,31500000,L. Tom Perry
5,0.2,0.49,5036,7.6,0,2,0,0,0,2,1,1969.856,6,76.327,1395,90,250,278,14198,31500000,L. Tom Perry
849,0.19,0.47,5298,6.6,3,6,6,1,3,19,0,2121.408,9,45.098,1432,91,1956,551,5133,31500000,L. Tom Perry
11,0.25,0.53,5192,7.1,0,3,5,4,1,13,0,2019.008,2,122.904,1490,39,842,156,12145,31500000,L. Tom Perry
5,0.18,0.53,3972,6.8,8,2,0,1,0,11,0,1589.952,8,24.2,1367,75,1058,339,11207,31500000,L. Tom Perry
18,0.18,0.5,3996,8.5,0,0,2,2,0,4,1,1565.376,9,156.25,1414,17,1071,239,11023,31500000,L. Tom Perry
46,0.23,0.49,4405,7.6,4,1,0,5,0,10,0,2139.84,12,124.031,1353,5,482,228,10880,31500000,L. Tom Perry
6,0.21,0.48,4068,7.8,7,4,0,1,0,12,0,1568.0853333333334,6,27.562,1152,23,714,209,7588,31500000,L. Tom Perry
5,0.19,0.49,4321,7.6,9,2,0,0,0,11,0,2261.3546666666666,3,88.595,1296,41,430,361,10103,31500000,L. Tom Perry
7,0.18,0.5,5408,5.5,9,4,1,5,0,19,1,2050.752,3,139.13,1332,40,941,0,13470,31500000,L. Tom Perry
15,0.21,0.49,2709,9.1,0,1,0,1,0,2,0,1171.9706666666666,1,14.329,937,22,56,23,579,566000,L. Whitney Clayton
5,0.19,0.51,4415,7.2,0,1,2,0,0,3,0,1245.184,14,473.062,1261,113,333,493,4893,6120,LaNae Valentine
7,0.15,0.47,6107,7.4,5,10,15,8,0,38,0,2277.3973333333333,1,201.19,1758,49,524,494,4844,7110,Lance B. Wickman
8,0.16,0.49,4016,7.1,0,3,6,3,0,12,0,1299.8186666666666,0,10.8,1104,62,1039,155,5621,1290000,Lane Fischer
7,0.11,0.42,9833,7.2,0,1,0,0,0,1,1,2711.1266666666666,47,5.261,2773,84,2284,1317,7238,1570000,Larry C. Porter
5,0.09,0.46,4110,5.5,0,0,1,0,0,1,1,1940.5013333333334,2,8.0,1143,201,71,304,3759,3480,Larry EchoHawk
187,0.21,0.54,3981,9.1,0,1,2,3,0,6,0,1534.3146666666667,11,133.762,1317,24,501,486,5103,681000,Larry H. Peer
11,0.18,0.48,3840,7.6,2,6,3,1,1,13,0,1376.912,2,125.0,1061,127,146,175,2359,610000,Larry L. Howell
677,0.13,0.5,4689,8.2,2,2,1,0,1,6,2,1444.2026666666666,0,56.067,1260,196,343,80,6027,417000,Larry L. St. Clair
1610,0.29,0.53,2910,7.6,3,2,1,0,0,6,1,1196.3173333333334,8,65.951,943,46,351,232,1351,1300000,Larry M. Gibson
593,0.21,0.49,4248,7.1,1,5,1,2,0,9,0,2362.108333333333,3,1312.2,1431,26,238,219,1638,1170000,Larry Tucker
8206,0.19,0.55,4262,6.3,1,2,0,1,0,4,0,1857.5573333333334,4,278.261,1286,39,330,212,6069,25700,LaVell Edwards
263,0.1,0.47,3973,8.7,0,2,0,7,1,10,0,1514.4026666666666,2,333.062,1260,43,456,310,1330,802000,Lawrence C. Walters
2798,0.14,0.48,3990,7.8,4,2,4,0,0,10,1,1628.1813333333334,5,131.522,1346,85,236,141,5131,2030000,Lawrence P. Vincent
2002,0.19,0.53,2332,4.6,0,0,0,0,0,0,0,1558.528,9,26.0,671,130,0,255,4452,140000,Lee F. Braithwaite
1579,0.11,0.43,6330,8.0,0,6,1,0,0,7,0,2054.786666666667,14,72.321,1598,91,442,193,6881,7220,Lee H. Radebaugh
367,0.14,0.46,4644,8.1,0,0,3,0,0,3,0,1433.28,9,135.692,1466,30,250,181,4879,1020000,Lee Wakefield
186,0.19,0.51,3068,8.1,6,6,0,0,0,12,1,1090.9226666666666,10,11.111,871,59,94,492,14238,46900,LeGrand Richards
1013,0.17,0.48,5491,6.2,0,3,0,0,0,3,2,1815.5733333333333,21,22.042,1205,226,280,1487,14651,46900,LeGrand Richards
30,0.18,0.51,4701,7.0,3,3,2,0,0,8,1,1919.68,15,12.462,1050,100,41,1140,15407,46900,LeGrand Richards
164,0.15,0.43,5035,7.1,2,2,0,0,0,4,1,2077.376,10,19.853,1082,216,41,1350,13916,46900,LeGrand Richards
606,0.28,0.5,3628,6.4,0,9,3,3,1,16,1,1647.296,6,14.132,907,76,214,926,15610,46900,LeGrand Richards
25,0.16,0.48,4443,5.2,2,8,4,0,0,14,0,2256.536,3,18.278,981,138,401,0,13181,46900,LeGrand Richards
16,0.23,0.49,4402,6.7,18,2,5,0,0,25,1,2023.7866666666666,15,20.632,1054,76,528,870,15029,46900,LeGrand Richards
52,0.25,0.48,4134,7.2,2,1,0,3,0,6,1,1688.9386666666667,13,68.512,1139,73,417,612,13517,46900,LeGrand Richards
824,0.16,0.51,4395,5.3,5,6,9,2,0,22,0,1998.3961666666667,3,195.571,1444,31,340,203,2485,1300,Len B. Novilla
126,0.15,0.5,3515,8.8,0,1,0,0,0,1,1,1960.0346666666667,22,133.333,1202,54,103,573,15708,52300,Leonard J. Arrington
1116,0.15,0.45,4139,7.1,1,5,1,1,0,8,0,1581.3558333333333,0,30.083,1444,67,232,281,742,6070,Leslee Thorne-Murphy
687,0.2,0.47,6459,7.1,0,0,1,1,0,2,3,2510.08,1,208.642,1619,177,209,823,665,142000,Liz Wiseman
5,0.17,0.53,4205,5.5,3,13,14,7,0,37,1,1848.014,3,56.333,1360,53,221,452,1078,308000,Lloyd D. Newell
17,0.15,0.49,3228,8.0,0,3,3,3,0,9,0,1258.176,1,88.364,1087,72,0,91,4984,44800,Lora Beth Larson Brown
438,0.19,0.51,3990,6.3,0,2,3,2,0,7,0,1741.1626666666666,6,23.405,956,60,883,438,15596,341000,Loren C. Dunn
1896,0.15,0.5,4660,6.7,1,3,1,0,1,6,1,2534.7296666666666,3,91.667,1066,74,42,236,12985,341000,Loren C. Dunn
703,0.15,0.48,4486,7.5,0,2,1,5,1,9,0,2136.266666666667,9,26.273,1141,44,302,322,13741,341000,Loren C. Dunn
5,0.15,0.42,3961,7.8,0,0,2,0,0,2,1,1587.2213333333334,10,272.25,1219,23,342,158,7672,341000,Loren C. Dunn
423,0.17,0.53,4479,6.7,3,8,6,6,4,27,0,1553.4293333333333,3,180.214,1204,81,104,528,4529,6210,Lynn A. Mickelsen
1681,0.17,0.5,5250,6.8,12,8,9,8,1,38,0,1662.656,7,189.062,1620,105,672,701,7133,7800,Lynn Clark Callister
984,0.16,0.48,4922,8.3,1,1,1,6,7,16,0,1409.3866666666668,4,488.893,1280,43,490,234,6013,586000,Lynn E. Garner
2083,0.17,0.56,5253,7.2,5,11,18,7,2,43,1,2041.1425,16,25.862,1556,21,384,884,1526,586000,Lynn G. Robbins
1105,0.19,0.5,3630,7.0,0,4,6,1,0,11,0,1311.982,4,297.846,1183,70,34,112,2366,6950000,Lynn Williams
1577,0.16,0.5,4085,8.6,1,1,2,0,0,4,0,1451.0546666666667,11,244.565,1254,34,131,277,3066,13200,Lynnette B. Erickson
1811,0.19,0.51,4179,7.4,0,13,28,5,3,49,0,2640.349166666667,9,208.895,1247,46,369,507,8750,6200000,M. Catherine Thomas
2705,0.14,0.51,5988,9.5,3,3,7,0,0,13,4,2755.64,1,71.574,1610,83,429,443,8330,223000,M. Gawain Wells
3993,0.21,0.51,4390,8.3,0,1,0,2,1,4,0,1859.9466666666667,12,44.485,1100,143,797,356,13545,570000,M. Russell Ballard
3366,0.23,0.54,5117,9.8,1,2,4,2,1,10,1,2497.088,9,10.865,1329,52,500,223,9207,570000,M. Russell Ballard
3437,0.19,0.47,5704,7.1,0,0,0,28,0,28,2,2990.036,18,35.211,1491,68,623,569,8416,570000,M. Russell Ballard
19,0.16,0.53,4179,9.5,1,0,2,2,0,5,1,1790.656,14,33.8,1221,64,643,298,11643,570000,M. Russell Ballard
5,0.2,0.52,3555,7.5,2,5,0,0,1,8,0,1757.0906666666667,1,42.014,1160,34,305,136,3022,570000,M. Russell Ballard
1026,0.18,0.5,4961,7.2,0,1,2,0,0,3,1,2598.732,9,21.285,1310,71,800,474,2571,570000,M. Russell Ballard
3377,0.24,0.48,5115,7.2,0,0,0,0,0,0,1,2419.392,2,38.893,1137,130,584,429,13960,570000,M. Russell Ballard
1479,0.24,0.54,5109,8.0,0,0,2,2,0,4,1,2268.1813333333334,7,52.0,1146,70,1066,87,11034,570000,M. Russell Ballard
5,0.22,0.53,5431,8.7,1,0,1,1,1,4,0,2733.87,16,90.919,1360,57,444,284,1554,570000,M. Russell Ballard
2971,0.21,0.49,4236,8.1,0,0,0,1,0,1,0,2363.942666666667,3,17.779,1119,105,799,136,12411,570000,M. Russell Ballard
3515,0.19,0.52,5910,8.9,0,0,6,5,0,11,1,2373.787333333333,13,50.087,1730,43,698,438,5208,570000,M. Russell Ballard
19022,0.19,0.52,4434,7.8,0,3,8,3,2,16,1,1758.5706666666667,10,8.736,1250,65,231,469,6097,570000,M. Russell Ballard
1060,0.15,0.51,5521,7.7,0,10,1,0,1,12,2,2415.6773333333335,12,63.202,1482,94,346,732,7924,570000,M. Russell Ballard
445,0.12,0.52,5940,7.1,0,4,9,12,0,25,1,2595.52,7,33.252,1608,59,289,415,5742,570000,M. Russell Ballard
253,0.16,0.45,5151,8.9,0,0,1,2,0,3,1,2460.352,37,16.333,1618,33,541,255,10234,570000,M. Russell Ballard
55,0.26,0.53,4905,7.3,0,0,0,0,0,0,2,1946.6453333333334,25,9.83,1031,157,42,656,14434,570000,M. Russell Ballard
534,0.11,0.49,6415,7.4,3,9,1,5,0,18,1,2425.3226666666665,14,124.471,1961,188,1537,553,7700,1090000,Madison U. Sowell
50265,0.14,0.52,3553,7.2,0,1,0,6,0,7,0,2116.784,7,42.481,1176,52,687,518,8463,36700,Truman G. Madsen
175,0.2,0.47,1095,6.2,0,0,2,0,0,2,0,342.44616666666667,1,85.333,534,17,17,115,467,1980000,Marcos Gallo
19,0.18,0.51,5237,6.0,8,15,36,16,7,82,1,1729.6275,9,202.316,1421,32,87,486,658,657000,Marcus B. Nash
22,0.2,0.5,6680,6.1,1,3,1,2,0,7,0,2286.9546666666665,8,6.139,1770,115,757,351,7324,8180,Margaret D. Nadauld
32,0.14,0.48,4189,7.1,0,1,2,0,0,3,1,1509.0346666666667,4,102.023,1401,69,218,334,6384,294000,Marie Tuttle
17,0.21,0.58,2017,7.4,1,3,4,5,2,15,1,982.6586666666667,6,121.0,767,16,89,117,6650,230000,Marilyn S. Bateman
6,0.24,0.53,1681,6.2,0,3,4,0,0,7,0,875.9906666666667,0,1682.0,640,22,124,64,6524,230000,Marilyn S. Bateman
319,0.23,0.52,826,5.5,0,0,0,0,0,0,0,461.504,3,26.667,369,8,26,36,7987,230000,Marilyn S. Bateman
20,0.15,0.56,1266,5.5,0,0,7,1,0,8,0,487.7866666666667,3,72.0,507,4,369,163,6895,230000,Marilyn S. Bateman
9,0.22,0.48,1145,6.4,0,2,0,0,0,2,0,1599.168,1,90.25,484,18,232,66,7623,230000,Marilyn S. Bateman
38,0.2,0.49,1506,5.9,0,1,1,1,0,3,0,653.3333333333334,5,24.067,655,5,165,327,7014,230000,Marilyn S. Bateman
19,0.22,0.51,2090,6.8,2,2,1,0,1,6,0,828.7786666666667,2,33.108,725,12,136,97,6272,230000,Marilyn S. Bateman
30,0.14,0.48,4354,7.3,1,3,8,1,0,13,1,1799.2826666666667,7,56.641,1314,98,410,298,2723,4870,Marilyn W. Berrett
11,0.23,0.56,4676,7.6,0,6,3,0,0,9,0,2382.4466666666667,1,80.083,1255,112,647,364,14553,347000,Marion D. Hanks
52,0.22,0.55,4065,6.5,2,0,1,0,0,3,1,2519.2281666666668,1,76.172,1216,88,580,400,12789,347000,Marion D. Hanks
95,0.21,0.51,4111,6.6,2,0,1,1,0,4,1,1947.328,1,16.133,1229,78,326,686,16492,347000,Marion D. Hanks
191,0.22,0.5,3565,9.5,0,2,4,0,0,6,0,1540.1173333333334,4,76.172,1153,54,210,191,7889,347000,Marion D. Hanks
3030,0.19,0.51,3588,6.7,1,2,1,0,0,4,0,1454.784,0,12.0,1233,74,884,332,16051,347000,Marion D. Hanks
4165,0.2,0.49,3368,10.3,0,0,3,1,1,5,0,1429.1626666666666,0,33.138,957,77,639,78,19229,347000,Marion D. Hanks
9,0.16,0.48,4745,8.2,1,0,12,2,0,15,0,1922.0693333333334,2,24.923,1329,38,553,476,15178,81500,Marion G. Romney
5021,0.13,0.53,3179,7.0,1,4,3,11,0,19,1,1359.552,3,17.286,919,45,989,397,14126,81500,Marion G. Romney
3594,0.15,0.57,3876,6.3,3,1,3,6,0,13,0,1246.912,4,13.255,1229,55,1152,255,15724,81500,Marion G. Romney
6750,0.17,0.49,5166,7.1,0,2,3,2,0,7,0,1279.68,9,91.667,1344,117,637,309,4641,4590000,Mark A. Peterson
3200,0.23,0.56,4923,7.3,0,2,4,0,3,9,1,1789.0226666666667,12,154.714,1334,121,266,468,1141,3140,Mark Alden Callister
2191,0.15,0.57,4679,7.1,0,0,4,0,0,4,0,1542.166,13,42.05,1312,87,198,226,875,672000,Mark B. Colton
3313,0.12,0.44,1187,8.7,0,0,0,0,0,0,0,2712.8213333333333,0,0.4,585,31,23,118,2128,45000,Mark DeMoss
201,0.12,0.48,4419,8.1,0,0,2,1,0,3,0,2035.392,4,156.056,1289,21,665,259,15115,847000,Mark E. Petersen
3073,0.17,0.49,3906,7.0,0,5,0,6,0,11,0,1790.5143333333333,8,277.885,941,29,112,248,13568,847000,Mark E. Petersen
1286,0.24,0.48,4936,7.7,2,6,8,1,0,17,0,2413.5893333333333,2,34.043,1137,47,876,502,15759,847000,Mark E. Petersen
4854,0.13,0.47,5502,8.2,0,0,8,0,0,8,0,1522.368,6,58.778,1513,34,381,252,5950,729000,Mark L. Grover
709,0.23,0.57,4521,8.8,1,8,6,6,0,21,0,1457.1733333333334,3,58.681,1295,50,324,324,4949,164000,Marleen Williams
858,0.28,0.53,5089,8.2,1,0,16,4,1,22,1,2128.862666666667,11,70.618,1565,75,453,470,8099,140000,Marlin K. Jensen
684,0.25,0.54,4596,9.9,0,1,3,4,0,8,2,2303.5346666666665,6,292.571,1412,94,406,305,9004,140000,Marlin K. Jensen
395,0.12,0.41,2886,6.5,0,1,4,4,0,9,1,1712.1493333333333,3,41.891,901,37,403,268,11160,298000,Marvin J. Ashton
887,0.21,0.51,3646,7.2,0,7,1,6,0,14,2,2056.772,6,19.841,1102,85,406,848,9578,298000,Marvin J. Ashton
262,0.18,0.55,3135,8.6,1,4,0,1,0,6,2,1476.6293333333333,8,46.421,941,75,580,489,14849,298000,Marvin J. Ashton
870,0.1,0.52,3013,7.1,0,2,0,3,0,5,0,1724.8826666666666,1,168.75,1006,21,108,220,13020,298000,Marvin J. Ashton
559,0.19,0.5,3456,6.3,0,0,5,8,1,14,1,1746.0386666666666,7,66.692,1062,50,573,427,9142,298000,Marvin J. Ashton
11,0.25,0.53,3097,7.9,0,5,0,2,0,7,1,1346.5813333333333,9,11.115,1051,29,317,658,10488,298000,Marvin J. Ashton
42,0.24,0.53,3193,6.3,0,0,0,0,0,0,3,1408.3626666666667,45,15.68,896,125,327,683,14597,298000,Marvin J. Ashton
8,0.22,0.54,2727,6.4,1,2,4,2,0,9,2,1350.6773333333333,7,6.0,874,63,577,209,12068,298000,Marvin J. Ashton
14,0.16,0.53,2978,6.3,0,3,0,1,0,4,1,1062.9333333333334,12,133.561,944,80,300,792,15645,298000,Marvin J. Ashton
10,0.25,0.56,4158,7.1,0,0,0,1,0,1,0,2283.104,26,21.025,1198,85,43,763,9220,298000,Marvin J. Ashton
5,0.12,0.44,4160,7.3,0,0,1,2,0,3,1,1752.2666666666667,7,105.485,1289,119,437,217,3451,41600,Mary Anne Prater
30,0.27,0.49,4665,5.3,1,4,6,0,0,11,1,1367.4026666666666,6,90.0,1375,80,860,302,8036,72100,Mary Ellen Edmunds
14,0.34,0.49,4194,5.9,2,2,9,1,0,14,2,1481.408,29,71.158,1352,72,562,999,4954,72100,Mary Ellen Edmunds
178,0.22,0.48,6335,6.4,2,4,3,2,0,11,0,2609.856,12,178.791,1770,65,309,742,5770,22400,Mary Ellen Smoot
26,0.2,0.52,4243,6.8,1,0,0,3,0,4,0,1794.4106666666667,7,69.59,1250,62,38,266,6216,22400,Mary Ellen Smoot
60,0.19,0.51,4766,7.1,6,3,1,0,0,10,0,1720.0,5,4.881,1462,65,124,267,7224,22400,Mary Ellen Smoot
103,0.17,0.53,4416,5.8,0,5,4,3,1,13,1,1675.2853333333333,12,458.273,1261,94,662,510,5971,39900000,Mary Williams
5,0.08,0.47,4935,4.7,0,3,0,0,0,3,1,2604.3866666666668,11,27.557,1116,193,65,915,23652,172000,Matthew Cowley
199,0.16,0.5,1094,8.7,0,1,0,2,0,3,0,418.57466666666664,0,65.333,574,4,206,114,3498,369000,Matthew N. Daley
295,0.0,0.0,0,-10000.0,0,0,0,0,0,0,0,2234.7146666666667,0,0.0,0,0,15,0,392,1070000,Matthew O. Richardson
41,0.22,0.51,4825,8.4,0,1,3,2,0,6,0,1548.992,3,93.633,1407,90,212,317,5495,2070000,Maurice L. Stocks
6,0.14,0.48,6108,8.4,0,17,9,4,4,34,2,3110.996,11,339.457,1724,74,330,536,8640,571000,Neal A. Maxwell
9,0.17,0.56,2602,6.2,1,7,20,8,5,41,0,1180.6933333333334,6,64.067,972,33,38,368,4998,571000,Neal A. Maxwell
11,0.19,0.53,4948,8.2,5,32,28,24,6,95,0,2110.9346666666665,8,484.0,1490,26,275,599,9226,571000,Neal A. Maxwell
17,0.18,0.55,5485,7.2,9,30,31,8,6,84,0,1907.0293333333334,8,157.786,1717,27,482,461,11354,571000,Neal A. Maxwell
21,0.19,0.53,4379,8.7,2,8,17,2,2,31,0,2182.412333333333,6,124.031,1430,33,205,303,12861,571000,Neal A. Maxwell
13,0.18,0.52,3819,9.2,1,10,6,5,0,22,0,1454.1013333333333,3,2401.0,1315,20,42,280,13874,571000,Neal A. Maxwell
15,0.2,0.54,6097,9.5,0,1,1,3,0,5,1,2173.9733333333334,6,529.923,1403,74,345,409,15787,571000,Neal A. Maxwell
16,0.15,0.45,4065,5.2,1,2,5,3,1,12,1,1633.1786666666667,3,22.154,1223,116,301,334,196,83500,McKay Christensen
22,0.12,0.5,3507,8.7,0,1,6,7,0,14,0,1808.9305,8,243.0,1177,44,302,226,2002,900000,Melissa Heath
25,0.15,0.51,5200,9.4,5,14,2,5,4,30,0,1782.464,2,234.722,1681,36,313,593,6587,1060,Melvin J. Luthy
13,0.24,0.54,5408,7.3,1,18,20,6,5,50,2,1860.288,15,235.111,1448,40,677,372,6153,23000,Merrill J. and Marilyn S. Bateman
18,0.11,0.45,4881,7.4,1,30,3,10,2,46,1,2077.0346666666665,4,21.6,1270,22,392,413,5796,23000,Merrill J. and Marilyn S. Bateman
7,0.16,0.51,4657,6.7,1,3,12,2,0,18,4,1830.2506666666666,20,47.022,1377,29,105,284,5908,23000,Merrill J. and Marilyn S. Bateman
865,0.13,0.48,4206,6.5,0,8,4,4,3,19,1,1498.7946666666667,8,25.6,1340,49,594,371,5425,23000,Merrill J. and Marilyn S. Bateman
343,0.16,0.47,3420,7.7,2,0,3,6,0,11,0,1289.2373333333333,2,9.8,1187,38,162,335,6895,50200,Merrill J. Bateman
412,0.19,0.45,2856,8.4,0,0,0,2,0,2,2,1115.4986666666666,8,10.316,977,19,145,151,7014,50200,Merrill J. Bateman
1322,0.11,0.42,3486,7.7,7,5,2,3,0,17,0,2191.3813333333333,5,42.667,1149,12,149,401,6524,50200,Merrill J. Bateman
