@relation 'features-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Remove-R22,25-weka.filters.unsupervised.attribute.Remove-R1,4-5,7-8,12-13,16,18'

@attribute Polarity numeric
@attribute Subjectivity numeric
@attribute OT numeric
@attribute DC numeric
@attribute PoGP numeric
@attribute AllScriptureCount numeric
@attribute AuthorityMentions numeric
@attribute WeToYouRatio numeric
@attribute FirstPersonPronoun numeric
@attribute PercentInQuotes numeric
@attribute DaysElapsed numeric
@attribute NameSearchResults numeric
@attribute MonthGiven numeric
@attribute YearGiven numeric
@attribute PopularByAbsolute {y,n}

@data
0.558824,0.407407,0.038462,0.136364,0,0.028369,0.04918,0.002951,0.022267,0,0.112166,0.001527,0.636364,0.888,n
0.529412,0.37037,0,0.090909,0,0.028369,0.057377,0.49298,0.133603,0,0.103977,0.002142,0.636364,0.896,n
0.411765,0.592593,0,0.113636,0.0625,0.035461,0.02459,0.011065,0.103239,0,0.032016,0.000035,0.727273,0.968,n
0.382353,0.740741,0.057692,0.113636,0,0.092199,0.090164,0.055257,0.04251,0,0.17609,0.002901,0.636364,0.824,n
0.617647,0.703704,0.019231,0.045455,0.0625,0.028369,0.016393,0.004792,0.074899,0,0.06388,0.021483,0.727273,0.936,n
0.676471,0.555556,0,0,0,0.028369,0.02459,0.001743,0.022267,0,0.074814,0.005461,0.272727,0.928,n
0.705882,0.481481,0,0.045455,0,0.007092,0.106557,0.006459,0.044534,0,0.104238,0.006373,0.636364,0.896,n
0.441176,0.555556,0,0.090909,0,0.056738,0.032787,0.016696,0.101215,0,0.087664,0.000003,0.727273,0.912,n
0.647059,0.518519,0,0.022727,0,0.06383,0.040984,0.076093,0.105263,0,0.087969,0.000277,0.636364,0.912,n
0.588235,0.592593,0,0.022727,0,0.014184,0.147541,0.094358,0.091093,0,0.040402,0.042472,0.636364,0.96,n
0.558824,0.740741,0,0.045455,0.5,0.141844,0.090164,0.069893,0.123482,0,0.126084,0.002538,0.909091,0.872,n
0.764706,0.62963,0,0.113636,0,0.007092,0.065574,0.033842,0.02834,0,0.1116,0.002538,0.727273,0.888,n
0.323529,0.518519,0,0.022727,0.0625,0.028369,0.057377,0.006101,0.174089,0,0.10352,0.002538,0.727273,0.896,n
0.882353,0.481481,0.038462,0.25,0.125,0.163121,0.032787,0.092532,0.091093,0,0.106525,0.002538,0.272727,0.896,n
0.676471,0.555556,0,0,0,0.014184,0.032787,0.00994,0.016194,0,0.08823,0.002538,0.636364,0.912,n
0.5,0.444444,0,0.068182,0,0.007092,0,0.002007,0.030364,0,0.032583,0.002538,0.636364,0.968,n
0.588235,0.703704,0,0,0.0625,0.049645,0.07377,0.018764,0.04251,0,0.095897,0.006813,0.636364,0.904,n
0.794118,0.62963,0,0.045455,0,0.014184,0,0.00239,0,0.019872,0.066886,0.010934,0.272727,0.936,n
0.529412,0.37037,0,0.045455,0,0,0.311475,0.002041,0.159919,0,0.061288,0.001335,0,0.944,n
0.617647,0.444444,0,0,0,0.021277,0.040984,0.119378,0.078947,0.002269,0.064185,0.000056,0.636364,0.936,n
0.794118,0.703704,0,0,0,0.028369,0.032787,0.006124,0.008097,0,0.080302,0.000056,0.636364,0.92,n
0.529412,0.296296,0.038462,0.022727,0,0.042553,0.057377,0.043415,0.062753,0,0.085072,0.000013,0,0.92,n
0.529412,0.518519,0.019231,0.25,0,0.014184,0.090164,0.105166,0.131579,0,0.048329,0.000013,0.636364,0.952,n
0.764706,0.518519,0,0,0,0.007092,0.016393,0.004041,0.022267,0,0.043102,0.000005,0.272727,0.96,n
0.470588,0.592593,0,0.068182,0,0.049645,0.032787,0.005144,0.206478,0,0.108856,0.017197,0,0.896,n
0.588235,0.444444,0,0,0,0.021277,0.098361,0.070378,0.119433,0,0.080041,0.000053,0.636364,0.92,n
0.411765,0.444444,0,0.136364,0.0625,0.028369,0.221311,0.10189,0.366397,0,0.111905,0.000053,0.636364,0.888,n
0.617647,0.62963,0,0.090909,0,0.035461,0.081967,0.007296,0.072874,0,0.053361,0.000017,0,0.952,n
0.617647,0.740741,0,0.113636,0,0.014184,0.008197,0.002622,0.026316,0,0.082742,0.000365,0.272727,0.92,n
0.441176,0.703704,0,0.318182,0.125,0.085106,0.098361,0.015091,0.07085,0,0.100775,0.000365,0,0.904,n
0.588235,0.666667,0.019231,0.113636,0,0.070922,0.131148,0.016617,0.068826,0.007038,0.069216,0.000365,0,0.936,n
0.705882,0.703704,0,0.090909,0,0,0.032787,0.010502,0.02834,0,0.019166,0.00162,0.272727,0.984,n
0.617647,0.481481,0,0,0,0,0.02459,0.007178,0.020243,0,0.035022,0.000375,0.272727,0.968,n
0.764706,0.703704,0,0.022727,0,0.049645,0.032787,0.006028,0.018219,0,0.072374,0,0.636364,0.928,n
0.5,0.444444,0,0,0,0.014184,0.139344,0.143165,0.066802,0,0.056257,0.003186,0.636364,0.944,n
0.588235,0.777778,0.115385,0.045455,0.25,0.170213,0.016393,0.028773,0.064777,0,0.093,0.000489,0,0.912,n
0.705882,1,0,0.136364,0,0.028369,0.032787,0.006028,0.030364,0,0.027094,0.000489,0.272727,0.976,n
0.323529,0.481481,0.057692,0.136364,0,0.035461,0.016393,0.041363,0.265182,0,0.046631,0.000489,0.909091,0.952,n
0.705882,0.518519,0,0.045455,0,0.028369,0.114754,0.002863,0.242915,0.004695,0.027748,0.000489,0.181818,0.976,y
0.441176,0.481481,0,0,0,0.007092,0.008197,0.009265,0.133603,0.002667,0.297339,0.000207,0.363636,0.704,n
0.352941,0.555556,0,0.113636,0,0.092199,0.008197,0.005606,0.054656,0.01482,0.264669,0.000094,0.454545,0.736,n
0.264706,0.259259,0.019231,0.204545,0.125,0.106383,0.07377,0.006527,0.060729,0.014317,0.103367,0.000094,0.727273,0.896,n
0.5,0.37037,0.057692,0.045455,0.125,0.205674,0.02459,0.003341,0.02834,0.022517,0.118461,0.000028,0.818182,0.88,y
0.294118,0.222222,0,0,0,0.007092,0,0.073866,0.060729,0,0.011892,0.000028,0.181818,0.992,n
0.294118,0.222222,0,0.136364,0,0.007092,0,0.073866,0.060729,0,0.011892,0.011318,0.181818,0.992,n
0.529412,0.777778,0.192308,0.068182,0,0.106383,0,0.045124,0.091093,0,0.248203,0.001692,0.545455,0.752,n
0.441176,0.407407,0,0.045455,0,0.007092,0.032787,0.005741,0.036437,0,0.048591,0.001093,0.636364,0.952,n
0.617647,0.592593,0.038462,0.272727,0.0625,0.042553,0.106557,0.015095,0.176113,0,0.020887,0.009175,0.090909,0.984,n
0.411765,0.444444,0,0.272727,0,0.021277,0.016393,0.015582,0.481781,0,0.164198,0.009175,0,0.84,n
0.529412,0.518519,0.038462,0.022727,0.0625,0.056738,0.008197,0.164446,0.336032,0,0.193775,0.00001,0.363636,0.808,n
0.941176,0.777778,0,0.022727,0,0.120567,0.016393,0.072513,0.080972,0,0.092238,0.000095,0.090909,0.912,y
0.558824,0.555556,0,0,0,0.014184,0.016393,0.081146,0.050607,0,0.061136,0.000002,0,0.944,n
0.411765,0.518519,0,0.090909,0,0.06383,0.032787,0.124985,0.145749,0,0.07978,0.000002,0.727273,0.92,y
0.470588,0.37037,0,0,0,0,0.008197,0.001794,0.010121,0,0.056519,0.000234,0.636364,0.944,n
0.382353,0.37037,0,0.045455,0,0,0.008197,0.002444,0.010121,0,0.058958,0.000152,0.272727,0.944,n
0.676471,0.555556,0,0.022727,0,0,0.008197,0.000816,0.050607,0,0.05103,0.000014,0.272727,0.952,n
0.382353,0.518519,0,0.159091,0.0625,0.085106,0.07377,0.011582,0.078947,0,0.052598,0.000026,0.090909,0.952,n
0.382353,0.481481,0,0.090909,0,0.021277,0.065574,0.037916,0.307692,0,0.138128,0.003593,0.363636,0.864,n
0.441176,0.666667,0,0,0,0.049645,0.032787,0.092179,0.062753,0.102602,0.107026,0.004522,0.272727,0.896,n
0.411765,0.481481,0.019231,0.045455,0,0.106383,0.04918,0.561782,0.072874,0,0.106503,0.000161,0.272727,0.896,n
0.735294,0.740741,0,0.090909,0.1875,0.056738,0.016393,0.012003,0.15587,0,0.016923,0.000873,0.636364,0.984,n
0.764706,0.555556,0.057692,0.295455,0,0.099291,0.065574,0.003463,0.087045,0,0.054733,0.000873,0.909091,0.944,n
0.294118,0.518519,0.019231,0,0.1875,0.056738,0.016393,0.079667,0.082996,0,0.162979,0.004522,0.181818,0.84,n
0.411765,0.555556,0,0,0.0625,0.234043,0.098361,0.01341,0.131579,0,0.124254,0.001956,0.090909,0.88,n
0.411765,0.555556,0,0,0.0625,0.234043,0.098361,0.01341,0.131579,0,0.124254,0.000139,0.090909,0.88,n
0.5,0.481481,0.019231,0.045455,0,0.099291,0.139344,0.025037,0.200405,0,0.152306,0.002137,0.545455,0.848,y
0.5,0.666667,0,0.045455,0.0625,0.007092,0.008197,0.008039,0.012146,0.014687,0.035022,0.000049,0.272727,0.968,n
0.323529,0.518519,0,0.068182,0,0.056738,0.057377,0.064633,0.133603,0,0.115564,0.000003,0.181818,0.888,n
0.352941,0.444444,0,0,0,0.06383,0.040984,0.202285,0.058704,0,0.050769,0.000392,0.363636,0.952,n
0.294118,0.444444,0.057692,0.386364,0.125,0.560284,0.032787,0.022058,0.064777,0.047338,0.027094,0.000392,0.272727,0.976,n
0.5,0.481481,0,0.045455,0.0625,0.205674,0.098361,0.004112,0.087045,0,0.008799,0.000392,0.636364,0.992,n
0.382353,0.333333,0,0.159091,0.0625,0.056738,0.163934,0.007425,0.111336,0,0.048591,0.000392,0.636364,0.952,n
0.411765,0.333333,0.038462,0.159091,0.125,0.141844,0.065574,0.080528,0.095142,0.016755,0.07257,0.006099,0.636364,0.928,y
0.264706,0.407407,0,0.068182,0,0.021277,0.016393,0.00638,0.267206,0.003052,0.005031,0.006099,0,1,y
0.264706,0.407407,0,0,0,0.021277,0.016393,0.00638,0.267206,0.003052,0.005031,0.000004,0,1,y
0.411765,0.407407,0.038462,0,0,0.028369,0.032787,0.054403,0.176113,0,0.032931,0.000004,0.545455,0.968,y
0.470588,0.555556,0,0.136364,0,0,0.581967,0.008658,0.202429,0,0.294551,0.001192,0.727273,0.704,n
0.352941,0.407407,0,0,0,0.042553,0.057377,0.104707,0.269231,0,0.041621,0.038571,0.454545,0.96,n
0.294118,0.481481,0.019231,0.045455,0.125,0.12766,0.016393,0.0181,0.105263,0.005145,0.033693,0.003307,0.454545,0.968,y
0.294118,0.074074,0,0.113636,0,0.007092,0.016393,0.005787,0.026316,0,0.009801,0.025934,0.454545,0.992,n
0.382353,0.740741,0.096154,0.25,0,0.262411,0.07377,0.012929,0.123482,0,0.142549,0.025934,0.818182,0.856,n
0.264706,0.296296,0.076923,0.090909,0,0.134752,0.114754,0.020205,0.101215,0,0.053252,0.025934,0,0.952,y
0.411765,0.481481,0,0.409091,0,0.042553,0.04918,0.003968,0.05668,0,0.080302,0.025934,0.636364,0.92,n
0.470588,0.666667,0.038462,0.204545,0.25,0.312057,0.04918,0.069964,0.054656,0,0.092543,0.025934,0,0.912,y
0.470588,0.481481,0.019231,0.090909,0.125,0.113475,0.032787,0.006431,0.072874,0,0.058958,0.025934,0.272727,0.944,n
0.411765,0.592593,0.076923,0,0,0.255319,0.065574,0.038971,0.135628,0,0.102344,0.001571,0.909091,0.896,y
0.882353,0.407407,0,0,0.125,0.085106,0.081967,0.003571,0.111336,0,0.105654,0.030055,0.454545,0.896,n
0.147059,0.222222,0.057692,0,0,0.06383,0,0.004085,0.208502,0,0.104739,0.001296,0.545455,0.896,n
0.235294,0.37037,0,0,0,0.028369,0.07377,0.15592,0.078947,0,0.023936,0.001296,0.727273,0.976,y
0.294118,0.444444,0.115385,0,0.0625,0.134752,0.04918,0.043949,0.168016,0.017616,0.044061,0.003022,0.181818,0.96,y
0.294118,0.444444,0.115385,0.227273,0.0625,0.134752,0.04918,0.043949,0.168016,0.017616,0.044061,0.004428,0.181818,0.96,y
0.441176,0.481481,0.057692,0.181818,0,0.163121,0.098361,0.024816,0.145749,0,0.180359,0.00001,0,0.824,y
0.529412,0.481481,0.019231,0,0.0625,0.205674,0.401639,0.060395,0.117409,0,0.193209,0.004599,0.454545,0.808,n
0.441176,0.518519,0.076923,0.045455,0.0625,0.170213,0.04918,0.010671,0.190283,0,0.34227,0.006153,0.727273,0.656,y
0.264706,0.481481,0,0.113636,0.0625,0.028369,0.04918,0.012775,0.131579,0,0.350307,0.002489,0.727273,0.648,n
0.529412,0.518519,0.019231,0.022727,0,0.085106,0.106557,0.012355,0.125506,0,0.262534,0.001978,0.727273,0.736,n
0.088235,0.592593,0.076923,0,0.0625,0.22695,0.02459,0.028734,0.058704,0,0.254149,0.000005,0.818182,0.744,y
0.294118,0.37037,0,0,0,0.056738,0.032787,0.053183,0.08502,0,0.00808,0.076373,0.727273,0.992,y
0.352941,0.444444,0.019231,0.159091,0,0.028369,0.04918,0.007133,0.163968,0,0.326567,0.027527,0.636364,0.672,n
0.470588,0.444444,0.019231,0.295455,0.0625,0.06383,0.106557,0.019818,0.068826,0,0.302696,0.027527,0.727273,0.696,n
0.411765,0.777778,0.019231,0.045455,0.75,0.262411,0.040984,0.143006,0.119433,0,0.238184,0.027527,0.818182,0.76,y
0.441176,0.185185,0,0.113636,0,0.049645,0.147541,0.276067,0.087045,0,0.211003,0.027527,0.181818,0.792,n
0.529412,0.555556,0.019231,0.113636,0,0.028369,0.065574,0.005244,0.064777,0,0.043102,0.000082,0.272727,0.96,n
0.147059,0.37037,0,0,0,0.085106,0.04918,0.016102,0.097166,0,0.355077,0.066483,0,0.648,y
0.941176,0.518519,0.019231,0.204545,0.0625,0.085106,0.02459,0.008546,0.034413,0,0.016727,0.066483,0.636364,0.984,n
0.323529,0.62963,0.019231,0.090909,0,0.326241,0.032787,0.094236,0.149798,0.008209,0.155552,0.066483,0.181818,0.848,y
0.411765,0.407407,0,0.113636,0,0.007092,0.131148,0.074716,0.137652,0,0.215272,0.008022,0.636364,0.784,n
0.411765,0.37037,0.038462,0.136364,0,0.092199,0.016393,0.032388,0.1417,0,0.310559,0.78022,0.727273,0.688,n
0.323529,0.407407,0,0.068182,0,0.092199,0.098361,0.038886,0.180162,0.056093,0.286165,0.016868,0.727273,0.712,y
0.470588,0.666667,0.019231,0.068182,0,0.212766,0.090164,0.044827,0.115385,0,0.15174,0.000138,0.636364,0.848,n
0.205882,0.592593,0.057692,0.204545,0.0625,0.269504,0.040984,0.022029,0.109312,0,0.215773,0.001324,0.636364,0.784,n
0.235294,0.62963,0.038462,0.113636,0,0.212766,0.122951,0.124098,0.095142,0,0.183713,0.005456,0.636364,0.816,y
0.411765,0.62963,0.038462,0.295455,0,0.248227,0.090164,0.052628,0.074899,0,0.201137,0.000042,0.454545,0.8,y
0.294118,0.37037,0,0,0,0.007092,0.098361,0.01595,0.410931,0,0.334342,0.000024,0.727273,0.664,n
0.441176,0.444444,0.019231,0,0,0.06383,0.04918,0.049996,0.111336,0,0.124406,0.001307,0,0.88,y
0.176471,0.555556,0.019231,0.068182,0,0.205674,0.07377,0.077864,0.08502,0,0.047916,0.003406,0.727273,0.952,y
0.294118,0.518519,0,0.022727,0,0.092199,0.057377,0.404575,0.058704,0,0.148038,0.003406,0.090909,0.856,y
0.235294,0.296296,0,0.045455,0,0.007092,0.032787,0.014811,0.147773,0,0.1023,0.003406,0.909091,0.896,n
0.323529,0.222222,0,0,0,0.085106,0.114754,0.006306,0.323887,0.014813,0.0465,0.001472,0.909091,0.952,n
0.411765,0.518519,0.038462,0.045455,0.0625,0.191489,0.032787,0.004022,0.283401,0.001296,0.023631,0.001472,0.727273,0.976,y
0.294118,0.481481,0.019231,0.045455,0.0625,0.092199,0.065574,0.014439,0.145749,0,0.097879,0.001472,0.363636,0.904,n
0.323529,0.259259,0.019231,0,0,0.028369,0.008197,0.100385,0.129555,0,0.144226,0.001472,0.636364,0.856,n
0.352941,0.333333,0,0,0,0.056738,0.098361,0.046153,0.151822,0.012602,0.066015,0.001472,0.454545,0.936,n
0.441176,0.62963,0.019231,0,0.25,0.163121,0.090164,0.139339,0.058704,0,0.343795,0.001472,0.545455,0.656,n
0.558824,0.296296,0,0.022727,0,0.014184,0.016393,0.005249,0.105263,0.075138,0.13828,0.001472,0.363636,0.864,n
0.470588,0.481481,0,0.022727,0,0.219858,0.229508,0.015849,0.186235,0,0.10169,0.001472,1,0.896,n
0.558824,0.481481,0,0,0,0.092199,0.057377,0.013047,0.07085,0,0.074814,0.001472,0.272727,0.928,y
0.411765,0.444444,0.019231,0,0,0.092199,0.213115,0.006646,0.095142,0,0.098336,0.001472,0.363636,0.904,y
0.470588,0.333333,0.019231,0.022727,0.1875,0.460993,0.057377,0.022842,0.139676,0,0.084506,0.001472,0.090909,0.92,y
0.529412,0.703704,0,0,0,0.056738,0.07377,0.055165,0.172065,0,0.126541,0.001472,0.818182,0.872,y
0.5,0.703704,0.115385,0,0.125,0.141844,0.106557,0.042421,0.07085,0,0.088426,0.001472,0.636364,0.912,n
0.382353,0.37037,0,0,0,0.163121,0.008197,0.022135,0.121457,0,0.073943,0.001472,0.454545,0.928,n
0.294118,0.444444,0.019231,0.022727,0,0.070922,0.081967,0.027603,0.143725,0.00393,0.162064,0.001472,0.363636,0.84,n
0.617647,0.555556,0,0.022727,0,0.014184,0.147541,0.004428,0.212551,0.002658,0.330422,0.001472,0.181818,0.672,n
0.529412,0.481481,0,0,0,0.021277,0.286885,0.010494,0.107287,0,0.29993,0.001472,0,0.704,n
0.352941,0.555556,0.019231,0.090909,0,0.06383,0.106557,0.008189,0.074899,0,0.292612,0.001472,1,0.704,n
0.352941,0.592593,0.019231,0.022727,0.0625,0.092199,0.139344,0.000187,0.068826,0.004526,0.250991,0.001472,0.181818,0.752,n
0.5,0.518519,0.019231,0.045455,0.125,0.085106,0.04918,0.00207,0.089069,0,0.31853,0.001472,0.727273,0.68,n
0.529412,0.481481,0.038462,0,0.0625,0.148936,0.040984,0.002486,0.097166,0,0.237226,0.001472,0.909091,0.76,n
0.411765,0.481481,0.019231,0.045455,0,0.078014,0.106557,0.003446,0.066802,0.002774,0.30923,0.001472,0.909091,0.688,n
0.352941,0.592593,0,0.113636,0.0625,0.163121,0.008197,0.096021,0.172065,0,0.056867,0.004236,0.545455,0.944,n
0.558824,0.592593,0.019231,0,0,0.092199,0,0.001667,0.427126,0.01238,0.007754,0.018296,0.727273,0.992,n
0.558824,0.592593,0.019231,0,0,0.092199,0,0.001667,0.427126,0.01238,0.007754,0.004357,0.727273,0.992,n
0.382353,0.444444,0,0.045455,0.0625,0.113475,0.065574,0.033779,0.11336,0,0.065862,0.0035,0.454545,0.936,n
0.529412,0.592593,0.076923,0,0.125,0.141844,0.106557,0.005423,0.172065,0,0.099752,0.0035,0.181818,0.904,y
0.5,0.481481,0.019231,0,0,0.056738,0.008197,0.006661,0.216599,0,0.123339,0.0035,0.181818,0.88,n
0.411765,0.444444,0.019231,0.045455,0,0.078014,0.02459,0.009465,0.078947,0.008756,0.114039,0.0035,0.363636,0.888,n
0.588235,0.481481,0,0.045455,0,0.134752,0.07377,0.010937,0.143725,0,0.022869,0.0035,0.909091,0.976,y
0.382353,0.592593,0.038462,0.022727,0,0.617021,0.098361,0.055481,0.1417,0,0.008995,0.023681,0.636364,0.992,n
0.558824,0.666667,0.019231,0.136364,0.3125,0.255319,0.016393,0.003835,0.091093,0,0.271682,0.000049,0.545455,0.728,n
0.647059,0.592593,0.019231,0,0.0625,0.148936,0,0.178763,0.040486,0,0.16801,0.000003,0.636364,0.832,n
0.558824,0.666667,0.019231,0.045455,0.3125,0.255319,0.016393,0.003835,0.091093,0,0.271682,0.001714,0.545455,0.728,n
0.352941,0.296296,0.038462,0,0.1875,0.120567,0.016393,0.047875,0.050607,0,0.160539,0.000241,0.545455,0.84,n
0.470588,0.444444,0,0.090909,0,0.148936,0.02459,0.056984,0.17004,0,0.074248,0.000028,0.363636,0.928,y
0,0.62963,0,0.045455,0,0.06383,0.081967,0.020737,0.060729,0,0.143159,0.011044,0.727273,0.856,y
0.617647,0.555556,0,0.181818,0.125,0.113475,0.081967,0.012133,0.060729,0,0.159167,0.000008,0.727273,0.84,n
0.352941,0.444444,0,0,0,0,0,0.018993,0.026316,0,0.095287,0.003263,0.727273,0.904,y
0.235294,0.407407,0.096154,0.045455,0.125,0.099291,0.016393,0.091177,0.125506,0,0.160844,0.000157,0.545455,0.84,n
0.5,0.62963,0.230769,0.090909,0.1875,0.241135,0.040984,0.096572,0.123482,0.014814,0.036895,0.000157,0,0.968,n
0.441176,0.666667,0.019231,0.068182,0.0625,0.049645,0.032787,0.039218,0.228745,0,0.067387,0.000157,0.181818,0.936,y
0.441176,0.518519,0,0,0,0.028369,0.032787,0.007783,0.072874,0,0.020734,0.000157,0.090909,0.984,y
0.676471,0.703704,0,0.045455,0.0625,0.056738,0,0.02406,0.289474,0,0.239361,0.000157,0.636364,0.76,n
0.617647,0.555556,0,0.045455,0,0.156028,0.016393,0.007789,0.07085,0,0.211809,0.000157,0.090909,0.792,n
0.470588,0.62963,0,0.340909,0,0.028369,0,0.072403,0.046559,0,0.259529,0.000675,0.090909,0.744,n
0.441176,0.592593,0,0.181818,0.0625,0.106383,0.02459,0.048284,0.157895,0,0.274775,0.000675,0.181818,0.728,n
0.382353,0.407407,0,0.068182,0,0.014184,0.008197,0.000053,0.012146,0,0.297142,0.00035,0.363636,0.704,n
0.441176,0.740741,0.019231,0.068182,0,0.042553,0.065574,0.021896,0.131579,0,0.327787,0.00035,0.545455,0.672,y
0.5,0.481481,0.057692,0,0,0.056738,0.032787,0.008705,0.17004,0,0.014941,0.00035,0.909091,0.984,y
0.588235,0.407407,0,0,0,0.028369,0.016393,0.087888,0.186235,0,0.078059,0.00035,0.909091,0.92,n
0.529412,0.333333,0,0.045455,0,0.021277,0.04918,0.007503,0.058704,0,0.253082,0.00035,0.909091,0.744,n
0.794118,0.518519,0,0,0,0.014184,0,0.003866,0.016194,0,0.066886,0.00035,0.272727,0.936,n
0.617647,0.481481,0,0.045455,0,0,0,0.00373,0.036437,0,0.064447,0.00035,0.636364,0.936,n
0.617647,0.703704,0,0,0,0.021277,0.139344,0.064552,0.295547,0,0.339112,0.00035,0.090909,0.664,n
0.647059,0.740741,0,0.136364,0,0.113475,0.090164,0.00118,0.068826,0,0.323213,0.00035,0.090909,0.68,y
0.529412,0.481481,0,0.113636,0,0.028369,0.040984,0.011062,0.123482,0,0.081413,0.00035,0.454545,0.92,n
0.117647,0.37037,0,0.045455,0,0.042553,0.081967,0.005343,0.1417,0,0.099556,0.00035,0.181818,0.904,n
0.352941,0.555556,0.019231,0.045455,0.25,0.099291,0.065574,0.162532,0.147773,0,0.153831,0.00035,0.363636,0.848,n
0.529412,0.851852,0.134615,0,0.1875,0.304965,0.032787,0.062219,0.066802,0,0.118156,0.00035,0.909091,0.88,n
0.382353,0.592593,0,0.045455,0.0625,0.085106,0.02459,0.097602,0.093117,0,0.124102,0.00035,0.090909,0.88,n
0.264706,0.37037,0.019231,0.159091,0.0625,0.049645,0.008197,0.026381,0.062753,0,0.225639,0.00035,0.363636,0.776,n
0.5,0.444444,0.057692,0.045455,0.125,0.177305,0.016393,0.027018,0.172065,0,0.289062,0.00035,0.363636,0.712,n
0.352941,0.444444,0.269231,0.045455,0.0625,0.29078,0.065574,0.046343,0.15587,0,0.265583,0.00035,0.363636,0.736,n
0.558824,0.481481,0.057692,0.068182,0.0625,0.177305,0.065574,0.029413,0.192308,0,0.251252,0.00035,0.090909,0.752,n
0.5,0.407407,0,0.090909,0.0625,0.099291,0.147541,0.015027,0.101215,0.01116,0.051379,0.004241,0.272727,0.952,n
0.352941,0.62963,0,0.090909,0,0.078014,0.032787,0.008835,0.251012,0.159787,0.002287,0.004241,0.454545,1,n
0.5,0.555556,0,0.090909,0,0.035461,0.040984,0.049435,0.068826,0.00919,0.018295,0.004175,0.454545,0.984,n
0.352941,0.62963,0,0.113636,0,0.078014,0.032787,0.008835,0.251012,0.159787,0.002287,0.00023,0.454545,1,y
0.617647,0.444444,0,0.022727,0,0,0.016393,0.001972,0.091093,0,0.082742,0.019615,0.272727,0.92,n
0.705882,0.62963,0,0,0,0.042553,0.032787,0.004531,0.062753,0,0.066886,0.019615,0.272727,0.936,n
0.617647,0.555556,0,0.068182,0.3125,0.184397,0.114754,0.034952,0.07085,0,0.088121,0.019615,0.636364,0.912,n
0.352941,0.62963,0.076923,0,0.1875,0.22695,0.016393,0.027773,0.060729,0,0.037244,0.019615,0,0.968,y
0.529412,0.592593,0.038462,0.022727,0,0.156028,0.04918,0.000621,0.048583,0,0.110228,0.019615,0.909091,0.888,y
0.294118,0.592593,0.019231,0,0,0.085106,0,0.725242,0.145749,0,0.107788,0.022197,0.181818,0.896,n
0.588235,0.407407,0,0,0,0.028369,0.106557,0.029729,0.257085,0,0.021344,0.000077,0,0.984,n
0.382353,0.37037,0.019231,0,0,0.007092,0.008197,0.002607,0.048583,0,0.016727,0.000171,0.636364,0.984,n
0.5,0.518519,0.038462,0,0,0.078014,0.090164,0.040569,0.133603,0,0.03659,0.000171,0.090909,0.968,n
0.411765,0.37037,0,0.022727,0,0.106383,0.065574,0.032483,0.078947,0.010725,0.05397,0.000171,1,0.944,n
0.5,0.37037,0,0.068182,0,0.070922,0.221311,0.002202,0.133603,0,0.11576,0.000171,0.181818,0.888,n
0.558824,0.407407,0.057692,0,0,0.049645,0.139344,0.00454,0.089069,0,0.089646,0.000171,0.454545,0.912,n
0.705882,0.592593,0.057692,0.022727,0,0.163121,0.07377,0.02427,0.050607,0,0.137518,0.002313,0.454545,0.864,n
0.411765,0.555556,0.288462,0.136364,0,0.241135,0.254098,0.021705,0.078947,0,0.040859,0.002313,0.545455,0.96,y
0.529412,0.444444,0.019231,0.204545,0,0.021277,0.07377,0.024902,0.101215,0,0.106525,0.000333,0.272727,0.896,n
0.5,0.592593,0.038462,0,0.3125,0.460993,0.098361,0.087073,0.091093,0.003423,0.005336,0.000144,0,1,y
0.5,0.592593,0.038462,0,0.3125,0.460993,0.098361,0.087073,0.091093,0.003423,0.005336,0.003126,0,1,n
0.470588,0.518519,0.019231,0.045455,0,0.056738,0.040984,0.031715,0.182186,0.032432,0.049092,0.00013,0.545455,0.952,n
0.5,0.555556,0.019231,0.022727,0.0625,0.042553,0.122951,0.026027,0.105263,0,0.087511,0.047197,0.727273,0.912,y
0.323529,0.259259,0.019231,0.090909,0,0.014184,0.114754,0.010062,0.214575,0,0.15871,0.000029,0.818182,0.84,n
0.352941,0.333333,0,0.045455,0,0.092199,0.032787,0.003756,0.129555,0,0.098184,0.016153,0.363636,0.904,n
0.441176,0.62963,0.019231,0,0.0625,0.148936,0.008197,0.098316,0.093117,0,0.041774,0.016153,0.454545,0.96,n
0.617647,0.407407,0,0.022727,0,0.099291,0.040984,0.047564,0.172065,0,0.105349,0.002077,0.454545,0.896,n
0.5,0.666667,0,0.25,0,0,0.008197,0.027447,0.186235,0,0.275188,0.021538,0.090909,0.728,n
0.529412,0.407407,0,0.068182,0,0.028369,0.352459,0.020425,0.216599,0,0.150172,0.00033,0.909091,0.848,n
0.529412,0.37037,0.038462,0.022727,0.0625,0.092199,0.040984,0.025093,0.202429,0,0.073485,0.000044,0.454545,0.928,n
0.5,0.407407,0,0.090909,0,0.021277,0.106557,0.025751,0.151822,0,0.018143,0.013736,0.454545,0.984,y
0.235294,0.222222,0.192308,0,0,0.099291,0.196721,0.032908,0.153846,0,0.175981,0.005258,0.636364,0.824,y
0.5,0.444444,0.038462,0.022727,0.6875,0.120567,0.016393,0.009494,0.125506,0,0.077035,0.000149,0,0.928,n
0.470588,0.555556,0.019231,0.022727,0.0625,0.06383,0.081967,0.009014,0.095142,0,0.08187,0.00007,0.454545,0.92,n
